name,gender,birthday,actorID,id,occupation,death,nationality,net_worth,is_alive,age,height
nick offerman,male,1970-06-26,11242,1654,"['actor', 'writer', 'voice_actor', 'television_producer', 'carpenter', 'film_producer', 'screenwriter']",,us,25000000,True,53.0,1.8
devon bostick,male,1991-11-13,11243,1655,['actor'],,ca,3000000,True,32.0,1.81
javier bardem,male,1969-03-01,11244,1658,"['actor', 'film_producer']",,es,20000000,True,55.0,1.81
kurt russell,male,1951-03-17,11245,1659,"['actor', 'screenwriter', 'voice_actor', 'film_producer']",,us,100000000,True,73.0,1.8
jude law,male,1972-12-29,11246,1660,"['actor', 'film_producer']",,gb,45000000,True,51.0,1.82
mickey rourke,male,1952-09-16,11247,1663,"['actor', 'professional_boxer', 'screenwriter']",,us,10000000,True,71.0,1.8
mickey rourke,male,1952-09-16,11248,1664,"['actor', 'professional_boxer', 'screenwriter']",,us,10000000,True,71.0,1.8
robert de niro,male,1943-08-17,11249,1665,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",,us,500000000,True,80.0,1.77
sean bean,male,1959-04-17,11250,1666,"['actor', 'voice_actor']",,gb,20000000,True,64.0,1.8
rory culkin,male,1989-07-21,11251,1667,['actor'],,us,1500000,True,34.0,1.68
thomas haden church,male,1960-06-17,11252,1668,"['actor', 'radio_personality', 'screenwriter', 'voice_actor', 'film_director', 'film_producer']",,us,20000000,True,63.0,1.83
rooney mara,female,1985-04-17,11253,1669,['actor'],,us,16000000,True,38.0,1.6
mark ruffalo,male,1967-11-22,11254,1670,"['actor', 'film_producer', 'film_director', 'screenwriter']",,us,35000000,True,56.0,1.73
mike myers,male,1963-05-25,11255,1671,"['actor', 'comedian', 'screenwriter', 'film_producer', 'singer', 'voice_actor']",,ca,200000000,True,60.0,1.73
sutton foster,female,1975-03-18,11256,1672,"['actor', 'singer', 'dancer']",,us,4000000,True,49.0,1.75
mike myers,male,1963-05-25,11257,1673,"['actor', 'comedian', 'screenwriter', 'film_producer', 'singer', 'voice_actor']",,ca,200000000,True,60.0,1.73
mike myers,male,1963-05-25,11258,1674,"['actor', 'comedian', 'screenwriter', 'film_producer', 'singer', 'voice_actor']",,ca,200000000,True,60.0,1.73
mike myers,male,1963-05-25,11259,1675,"['actor', 'comedian', 'screenwriter', 'film_producer', 'singer', 'voice_actor']",,ca,200000000,True,60.0,1.73
rhona mitra,female,1976-08-09,11260,1677,"['actor', 'model', 'singer', 'songwriter']",,gb,10000000,True,47.0,1.68
paul giamatti,male,1967-06-06,11261,1678,"['actor', 'film_producer', 'voice_actor']",,us,25000000,True,56.0,1.74
jay baruchel,male,1982-04-09,11262,1679,"['actor', 'comedian', 'voice_actor', 'screenwriter', 'film_producer']",,ca,6000000,True,41.0,1.88
jude law,male,1972-12-29,11263,1680,"['actor', 'film_producer']",,gb,45000000,True,51.0,1.82
jude law,male,1972-12-29,11264,1681,"['actor', 'film_producer']",,gb,45000000,True,51.0,1.82
justin fletcher,male,1970-06-15,11265,1682,"['actor', 'presenter', 'voice_actor', 'clown', 'singer']",,gb,1500000,True,53.0,
simon pegg,male,1970-02-14,11266,1683,"['actor', 'screenwriter', 'comedian', 'film_producer', 'film_director', 'singer', 'voice_actor', 'writer']",,gb,25000000,True,54.0,1.78
owen wilson,male,1968-11-18,11267,1684,"['actor', 'screenwriter', 'film_producer', 'voice_actor']",,us,70000000,True,55.0,1.79
michael fassbender,male,1977-04-02,11268,1686,"['actor', 'film_producer', 'businessperson']",,de,40000000,True,46.0,1.83
susan sarandon,female,1946-10-04,11269,1687,"['actor', 'voice_actor', 'activist', 'film_producer']",,us,60000000,True,77.0,1.7
gillian anderson,female,1968-08-09,11270,1688,"['actor', 'voice_actor', 'activist']",,us,40000000,True,55.0,1.6
ray winstone,male,1957-02-19,11271,1689,"['actor', 'voice_actor', 'film_producer', 'television_producer']",,gb,5000000,True,67.0,1.78
woody harrelson,male,1961-07-23,11272,1691,"['actor', 'businessperson', 'television_producer']",,us,70000000,True,62.0,1.78
woody harrelson,male,1961-07-23,11273,1692,"['actor', 'businessperson', 'television_producer']",,us,70000000,True,62.0,1.78
tiger woods,male,1975-12-30,11274,1693,"['golfer', 'athlete', 'writer']",,us,800000000,True,48.0,1.85
nathan fillion,male,1971-03-27,11275,1694,"['actor', 'voice_actor']",,ca,18000000,True,52.0,1.87
kate beckinsale,female,1973-07-26,11276,1695,"['actor', 'model']",,gb,20000000,True,50.0,1.7
pierce brosnan,male,1953-05-16,11277,1696,"['actor', 'film_producer', 'businessperson', 'activist', 'artist', 'visual_artist', 'environmentalist']",,ie,200000000,True,70.0,1.88
tim roth,male,1961-05-14,11278,1697,"['actor', 'television_producer', 'film_director']",,gb,7000000,True,62.0,1.7
nicolas cage,male,1964-01-07,11279,1698,"['actor', 'film_producer', 'voice_actor', 'television_producer']",,us,25000000,True,60.0,1.83
steve carell,male,1962-08-16,11280,1699,"['comedian', 'film_producer', 'actor', 'television_producer', 'voice_actor', 'screenwriter', 'television_director']",,us,80000000,True,61.0,1.75
jessica chastain,female,1977-03-24,11281,1700,"['actor', 'film_producer']",,us,40000000,True,46.0,1.63
maria bello,female,1967-04-18,11282,1701,"['actor', 'singer', 'activist', 'businessperson']",,us,12000000,True,56.0,1.65
mae whitman,female,1988-06-09,11283,1702,"['actor', 'voice_actor', 'singer', 'voice_acting_in_japan']",,us,1000000,True,35.0,1.55
neve campbell,female,1973-10-03,11284,1703,['actor'],,ca,10000000,True,50.0,1.7
michael cera,male,1988-06-07,11285,1704,"['actor', 'musician', 'voice_actor', 'screenwriter', 'film_director', 'television_producer', 'television_director', 'film_score_composer']",,ca,20000000,True,35.0,1.75
mindy cohn,female,1966-05-20,11286,1705,"['actor', 'voice_actor', 'comedian', 'singer']",,us,1000000,True,57.0,
mike white,male,1970-06-28,11287,1706,"['screenwriter', 'actor', 'television_producer', 'film_producer', 'film_director', 'television_director']",,us,4000000,True,53.0,1.75
mike whiteside,,,11288,1706,,,,1000000,,,
tobin bell,male,1942-08-07,11289,1709,"['actor', 'voice_actor', 'coach']",,us,16000000,True,81.0,1.79
tobin bell,male,1942-08-07,11290,1710,"['actor', 'voice_actor', 'coach']",,us,16000000,True,81.0,1.79
leigh whannell,male,1977-01-17,11291,1712,"['screenwriter', 'actor', 'film_producer', 'voice_actor']",,au,55000000,True,47.0,1.7
tom hanks,male,1956-07-09,11292,1713,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']",,us,400000000,True,67.0,1.83
taylor kitsch,male,1981-04-08,11293,1715,"['actor', 'model']",,ca,10000000,True,42.0,1.83
liev schreiber,male,1967-10-04,11294,1716,"['actor', 'voice_actor', 'film_producer', 'film_director', 'screenwriter']",,us,40000000,True,56.0,1.91
ewan mcgregor,male,1971-03-31,11295,1717,"['actor', 'screenwriter', 'television_producer', 'singer', 'voice_actor']",,gb,25000000,True,52.0,1.79
penelope cruz,female,1974-04-28,11296,1718,"['actor', 'businessperson', 'model', 'singer', 'designer', 'film_producer']",,es,75000000,True,49.0,1.68
mark duplass,male,1976-12-07,11297,1719,"['actor', 'film_producer', 'screenwriter', 'film_director', 'singer', 'musician', 'film_editor']",,us,3000000,True,47.0,1.83
ryan reynolds,male,1976-10-23,11298,1720,"['actor', 'voice_actor', 'film_producer']",,ca,150000000,True,47.0,1.88
julianne hough,female,1988-07-20,11299,1721,"['singer', 'actor', 'dancer', 'songwriter']",,us,10000000,True,35.0,1.6
jason statham,male,1967-07-26,11300,1722,"['actor', 'model', 'martial_artist', 'film_producer', 'voice_actor', 'diver']",,gb,90000000,True,56.0,1.78
josh henderson,male,1981-10-25,11301,1723,"['actor', 'singer', 'model']",,us,2500000,True,42.0,1.8
max von sydow,male,1929-04-10,11302,1724,"['actor', 'voice_actor', 'film_director', 'musician']",2020-03-08,fr,16000000,False,90.0,1.94
olivia wilde,female,1984-03-10,11303,1725,"['actor', 'film_producer', 'model', 'writer', 'film_director']",,us,20000000,True,40.0,1.71
paul walker,male,1973-09-12,11304,1726,"['actor', 'model', 'film_producer']",2013-11-30,us,25000000,False,40.0,1.88
thandie newton,female,1972-11-06,11305,1727,['actor'],,gb,14000000,True,51.0,1.6
liam neeson,male,1952-06-07,11306,1728,"['actor', 'voice_actor']",,us,145000000,True,71.0,1.93
billy crudup,male,1968-07-08,11307,1729,"['actor', 'voice_actor']",,us,6000000,True,55.0,1.74
zoe kazan,female,1983-09-09,11308,1730,"['actor', 'screenwriter', 'playwright']",,us,3000000,True,40.0,1.63
jet li,male,1963-04-26,11309,1733,"['actor', 'martial_artist', 'film_producer']",,,250000000,True,60.0,1.68
catherine deneuve,female,1943-10-22,11310,1734,"['actor', 'model', 'designer', 'entrepreneur', 'singer', 'film_producer']",,fr,75000000,True,80.0,1.68
seann william scott,male,1976-10-03,11311,1735,"['actor', 'comedian', 'film_producer', 'voice_actor']",,us,25000000,True,47.0,1.8
jesse eisenberg,male,1983-10-05,11312,1736,"['actor', 'voice_actor', 'playwright']",,us,10000000,True,40.0,1.71
sylvester stallone,male,1946-07-06,11313,1737,"['screenwriter', 'actor', 'film_director', 'television_producer', 'film_producer', 'voice_actor']",,us,400000000,True,77.0,1.77
tom wilkinson,male,1948-02-05,11314,1738,"['actor', 'voice_actor']",,gb,12000000,True,76.0,1.85
mark wahlberg,male,1971-06-05,11315,1739,"['film_producer', 'actor', 'model', 'musician', 'rapper', 'television_producer', 'singer', 'film_score_composer', 'songwriter']",,us,300000000,True,52.0,1.73
halle berry,female,1966-08-14,11316,1740,"['actor', 'model', 'voice_actor', 'film_producer', 'television_producer']",,us,90000000,True,57.0,1.66
susan sarandon,female,1946-10-04,11317,1741,"['actor', 'voice_actor', 'activist', 'film_producer']",,us,60000000,True,77.0,1.7
joel kinnaman,male,1979-11-25,11318,1742,['actor'],,se,14000000,True,44.0,1.89
russell crowe,male,1964-04-07,11319,1743,"['actor', 'singer', 'musician', 'film_producer', 'film_director']",,nz,100000000,True,59.0,1.82
seann william scott,male,1976-10-03,11320,1745,"['actor', 'comedian', 'film_producer', 'voice_actor']",,us,25000000,True,47.0,1.8
tyler hoechlin,male,1987-09-11,11321,1746,['actor'],,us,4000000,True,36.0,1.83
james franco,male,1978-04-19,11322,1748,"['actor', 'author', 'film_director', 'screenwriter', 'film_producer', 'teacher', 'model', 'film_editor', 'poet']",,us,30000000,True,45.0,1.8
isla fisher,female,1976-02-03,11323,1749,"['actor', 'writer', 'voice_actor']",,au,160000000,True,48.0,1.6
terry stone,male,1971-01-13,11324,1750,"['actor', 'film_producer']",,gb,9000000,True,53.0,
jesse eisenberg,male,1983-10-05,11325,1751,"['actor', 'voice_actor', 'playwright']",,us,10000000,True,40.0,1.71
jesse eisenberg,male,1983-10-05,11326,1752,"['actor', 'voice_actor', 'playwright']",,us,10000000,True,40.0,1.71
robert de niro,male,1943-08-17,11327,1753,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",,us,500000000,True,80.0,1.77
kevin hart,male,1979-07-06,11328,1754,"['actor', 'comedian', 'screenwriter', 'television_producer', 'film_producer']",,us,200000000,True,44.0,1.63
vin diesel,male,1967-07-18,11329,1755,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']",,us,225000000,True,56.0,1.82
ray liotta,male,1954-12-18,11330,1757,"['actor', 'film_producer', 'voice_actor']",,us,14000000,True,69.0,1.83
leonardo dicaprio,male,1974-11-11,11331,1758,"['actor', 'film_producer', 'television_producer']",,us,260000000,True,49.0,1.83
sienna guillory,female,1975-03-16,11332,1764,"['actor', 'model']",,gb,5000000,True,49.0,1.68
steve zahn,male,1967-11-13,11333,1766,"['actor', 'comedian', 'voice_actor']",,us,25000000,True,56.0,1.71
jared leto,male,1971-12-26,11334,1767,"['actor', 'musician', 'singer-songwriter', 'composer', 'film_producer', 'photographer', 'painter', 'businessperson', 'film_director', 'philanthropist']",,us,90000000,True,52.0,1.75
jude law,male,1972-12-29,11335,1768,"['actor', 'film_producer']",,gb,45000000,True,51.0,1.82
wood harris,male,1969-10-17,11336,1769,['actor'],,us,3000000,True,54.0,1.91
robert pattinson,male,1986-05-13,11337,1770,"['model', 'musician', 'actor', 'film_producer']",,gb,100000000,True,37.0,1.85
matthew mcconaughey,male,1969-11-04,11338,1771,"['actor', 'voice_actor', 'film_producer', 'film_director', 'television_producer']",,us,140000000,True,54.0,1.82
vinnie jones,male,1965-01-05,11339,1772,"['actor', 'football_player', 'singer']",,gb,10000000,True,59.0,1.88
michael parks,male,1940-04-24,11340,1773,"['actor', 'singer']",,us,4000000,True,83.0,1.83
sigourney weaver,female,1949-10-08,11341,1775,"['actor', 'voice_actor']",,us,60000000,True,74.0,1.82
ralph fiennes,male,1962-12-22,11342,1776,"['actor', 'voice_actor', 'film_producer', 'film_director']",,gb,30000000,True,61.0,1.83
helen mirren,female,1945-07-26,11343,1779,"['actor', 'voice_actor', 'film_producer']",,gb,100000000,True,78.0,1.63
helen mirren,female,1945-07-26,11344,1780,"['actor', 'voice_actor', 'film_producer']",,gb,100000000,True,78.0,1.63
hugh jackman,male,1968-10-12,11345,1781,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'singer', 'dancer']",,au,180000000,True,55.0,1.88
regina king,female,1971-01-15,11346,1782,"['actor', 'film_producer', 'voice_actor']",,us,12000000,True,53.0,1.6
johnny depp,male,1963-06-09,11347,1784,"['actor', 'film_producer', 'musician', 'film_director', 'screenwriter', 'voice_actor', 'restaurateur', 'winemaker']",,us,150000000,True,60.0,1.78
lochlyn munro,male,1966-02-12,11348,1785,['actor'],,ca,800000,True,58.0,1.8
michael gambon,male,1940-10-19,11349,1787,"['actor', 'engineer', 'voice_actor']",,ie,15000000,True,83.0,1.83
steve harris (actor),male,1965-12-03,11350,1788,"['actor', 'voice_actor']",,us,500000,True,58.0,1.83
steve harris,male,1956-03-12,11351,1788,"['bassist', 'songwriter', 'musician', 'keyboard_player']",,gb,30000000,True,68.0,1.74
olga kurylenko,female,1979-11-14,11352,1789,"['model', 'actor']",,fr,18000000,True,44.0,1.76
salma hayek,female,1966-09-02,11353,1790,"['actor', 'singer', 'television_producer', 'film_producer', 'film_director', 'voice_actor', 'social_activist', 'model', 'spokesperson', 'businessperson']",,mx,200000000,True,57.0,1.57
dakota fanning,female,1994-02-23,11354,1791,"['actor', 'voice_actor']",,us,12000000,True,30.0,1.63
ray stevenson,male,1964-05-25,11355,1793,['actor'],,gb,8000000,True,59.0,1.93
philip seymour hoffman,male,1967-07-23,11356,1795,"['actor', 'theatre_director', 'film_producer', 'voice_actor']",2014-02-02,us,25000000,False,46.0,1.77
johnny depp,male,1963-06-09,11357,1797,"['actor', 'film_producer', 'musician', 'film_director', 'screenwriter', 'voice_actor', 'restaurateur', 'winemaker']",,us,150000000,True,60.0,1.78
hilary swank,female,1974-07-30,11358,1798,"['actor', 'film_producer']",,us,60000000,True,49.0,1.68
gwyneth paltrow,female,1972-09-27,11359,1799,"['singer', 'actor', 'model', 'businessperson', 'writer', 'comedian', 'author']",,us,150000000,True,51.0,1.75
matt damon,male,1970-10-08,11360,1800,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'spokesperson']",,us,170000000,True,53.0,1.78
noomi rapace,female,1979-12-28,11361,1801,['actor'],,se,20000000,True,44.0,1.63
viola davis,female,1965-08-11,11362,1804,"['actor', 'film_producer']",,us,25000000,True,58.0,1.65
jake gyllenhaal,male,1980-12-19,11363,1805,"['actor', 'film_producer']",,us,80000000,True,43.0,1.83
uma thurman,female,1970-04-29,11364,1806,"['actor', 'model', 'film_producer', 'screenwriter', 'television_producer']",,us,45000000,True,53.0,1.81
matthew macfadyen,male,1974-10-17,11365,1807,['actor'],,gb,3000000,True,49.0,1.88
edward norton,male,1969-08-18,11366,1808,"['film_producer', 'actor', 'film_director', 'screenwriter', 'voice_actor', 'environmentalist', 'journalist']",,us,300000000,True,54.0,1.83
imelda staunton,,,11367,1809,,,,10000000,,,
michael shannon,male,1974-08-07,11368,1810,"['actor', 'musician']",,us,8000000,True,49.0,1.9
sarah snook,female,1987,11369,1811,['actor'],,au,3000000,,,
laurence fishburne,male,1961-07-30,11370,1812,"['actor', 'playwright', 'film_producer', 'film_director', 'voice_actor', 'screenwriter']",,us,30000000,True,62.0,1.84
jessica biel,female,1982-03-03,11371,1813,"['actor', 'model', 'singer', 'film_producer']",,us,250000000,True,42.0,1.7
david suzuki,male,1936-03-24,11372,1815,"['social_activist', 'author', 'professor', 'geneticist', 'television_show_host', 'actor', 'environmentalist']",,ca,25000000,True,87.0,1.62
ron perlman,male,1950-04-13,11373,1816,"['actor', 'voice_actor', 'comedian']",,us,15000000,True,73.0,1.85
topher grace,male,1978-07-12,11374,1817,"['actor', 'voice_actor']",,us,14000000,True,45.0,1.79
will poulter,male,1993-01-28,11375,1818,"['actor', 'screenwriter']",,gb,5000000,True,31.0,1.8
rose mcgowan,female,1973-09-05,11376,1819,"['actor', 'singer']",,us,3000000,True,50.0,1.63
julie bowen,female,1970-03-03,11377,1820,"['actor', 'voice_actor']",,us,18000000,True,54.0,1.68
rebel wilson,female,1986-02-03,11378,1821,"['actor', 'stand-up_comedian', 'screenwriter', 'spokesperson', 'voice_actor', 'entrepreneur', 'television_producer', 'comedian']",,au,22000000,True,38.0,1.59
rebel wilson,female,1986-02-03,11379,1822,"['actor', 'stand-up_comedian', 'screenwriter', 'spokesperson', 'voice_actor', 'entrepreneur', 'television_producer', 'comedian']",,au,22000000,True,38.0,1.59
radha mitchell,female,1973-11-12,11380,1823,"['actor', 'film_producer']",,au,4000000,True,50.0,1.68
johnny depp,male,1963-06-09,11381,1824,"['actor', 'film_producer', 'musician', 'film_director', 'screenwriter', 'voice_actor', 'restaurateur', 'winemaker']",,us,150000000,True,60.0,1.78
penelope cruz,female,1974-04-28,11382,1825,"['actor', 'businessperson', 'model', 'singer', 'designer', 'film_producer']",,es,75000000,True,49.0,1.68
orlando bloom,male,1977-01-13,11383,1826,['actor'],,gb,40000000,True,47.0,1.8
orlando bloom,male,1977-01-13,11384,1827,['actor'],,gb,40000000,True,47.0,1.8
philip seymour hoffman,male,1967-07-23,11385,1828,"['actor', 'theatre_director', 'film_producer', 'voice_actor']",2014-02-02,us,25000000,False,46.0,1.77
seth rogen,male,1982-04-15,11386,1829,"['actor', 'film_producer', 'screenwriter', 'comedian', 'voice_actor', 'film_director', 'television_producer']",,ca,80000000,True,41.0,1.8
kiefer sutherland,male,1966-12-21,11387,1830,"['actor', 'film_director', 'television_producer', 'television_director', 'film_producer', 'voice_actor']",,ca,100000000,True,57.0,1.75
steve coogan,male,1965-10-14,11388,1831,"['actor', 'television_producer', 'screenwriter', 'film_producer', 'comedian', 'impressionist', 'voice_actor']",,gb,25000000,True,58.0,1.79
dustin hoffman,male,1937-08-08,11389,1832,"['actor', 'television_producer', 'film_producer', 'film_director', 'voice_actor']",,us,100000000,True,86.0,1.67
elizabeth banks,female,1974-02-10,11390,1834,"['actor', 'film_director', 'film_producer', 'voice_actor']",,us,50000000,True,50.0,1.65
kate beckinsale,female,1973-07-26,11391,1836,"['actor', 'model']",,gb,20000000,True,50.0,1.7
uma thurman,female,1970-04-29,11392,1837,"['actor', 'model', 'film_producer', 'screenwriter', 'television_producer']",,us,45000000,True,53.0,1.81
zac efron,male,1987-10-18,11393,1839,"['actor', 'singer', 'voice_actor']",,us,25000000,True,36.0,1.73
michael chiklis,male,1963-08-30,11394,1840,"['actor', 'television_producer', 'television_director', 'voice_actor']",,us,14000000,True,60.0,1.7
marisa tomei,female,1964-12-04,11395,1841,"['actor', 'voice_actor']",,us,25000000,True,59.0,1.64
anna kendrick,female,1985-08-09,11396,1842,"['actor', 'singer', 'voice_actor']",,us,20000000,True,38.0,1.57
micah sloat,male,1981-05-08,11397,1843,"['actor', 'musician']",,us,500000,True,42.0,
nat wolff,male,1994-12-17,11398,1844,"['actor', 'musician', 'singer-songwriter', 'guitarist', 'keyboard_player', 'composer', 'film_score_composer']",,us,3000000,True,29.0,1.85
stephen dillane,male,1956-11-30,11399,1845,['actor'],,gb,6000000,True,67.0,1.83
dennis quaid,male,1954-04-09,11400,1846,"['actor', 'musician', 'television_producer', 'voice_actor']",,us,30000000,True,69.0,1.83
james franco,male,1978-04-19,11401,1847,"['actor', 'author', 'film_director', 'screenwriter', 'film_producer', 'teacher', 'model', 'film_editor', 'poet']",,us,30000000,True,45.0,1.8
mark wahlberg,male,1971-06-05,11402,1848,"['film_producer', 'actor', 'model', 'musician', 'rapper', 'television_producer', 'singer', 'film_score_composer', 'songwriter']",,us,300000000,True,52.0,1.73
wood harris,male,1969-10-17,11403,1849,['actor'],,us,3000000,True,54.0,1.91
sally hawkins,female,1976-04-27,11404,1850,['actor'],,gb,4000000,True,47.0,
idris elba,male,1972-09-06,11405,1851,"['actor', 'television_producer', 'singer', 'rapper', 'disc_jockey', 'film_producer']",,gb,30000000,True,51.0,1.9
michelle williams (destiny's child),female,1979-07-23,11406,1852,"['singer', 'actor', 'record_producer', 'dancer', 'songwriter']",,us,10000000,True,44.0,1.75
michelle williams,female,1980-09-09,11407,1852,['actor'],,us,30000000,True,43.0,1.63
sophia myles,female,1980-03-18,11408,1853,['actor'],,gb,5000000,True,44.0,1.68
sanaa lathan,female,1971-09-19,11409,1854,"['actor', 'voice_actor']",,us,4000000,True,52.0,1.7
zoe saldana,female,1978-06-19,11410,1855,"['actor', 'voice_actor', 'film_producer']",,us,35000000,True,45.0,1.7
vera farmiga,female,1973-08-06,11411,1856,"['actor', 'film_director']",,us,10000000,True,50.0,1.65
thomas jane,male,1969-02-22,11412,1857,"['actor', 'film_director', 'comic_book_creator', 'voice_actor', 'writer', 'film_producer', 'screenwriter']",,us,16000000,True,55.0,1.8
martin lawrence,male,1965-04-16,11413,1859,"['comedian', 'screenwriter', 'actor', 'film_director', 'film_producer', 'musician', 'television_producer']",,us,110000000,True,58.0,1.71
robert duvall,male,1931-01-05,11414,1860,"['actor', 'film_producer', 'film_director', 'screenwriter', 'television_producer', 'soldier', 'truck_driver']",,us,70000000,True,93.0,1.74
thomas kretschmann,male,1962-09-08,11415,1861,"['actor', 'voice_actor', 'swimmer']",,de,8000000,True,61.0,1.76
tom hiddleston,male,1981-02-09,11416,1862,"['actor', 'voice_actor']",,gb,25000000,True,43.0,1.87
daniel craig,male,1968-03-02,11417,1863,"['actor', 'voice_actor']",,gb,160000000,True,56.0,1.78
robin williams,male,1951-07-21,11418,1864,"['actor', 'screenwriter', 'voice_actor', 'stand-up_comedian', 'comedian', 'film_producer']",2014-08-11,us,50000000,False,63.0,1.7
patricia clarkson,female,1959-12-29,11419,1865,"['actor', 'voice_actor']",,us,3000000,True,64.0,1.64
julie walters,female,1950-02-22,11420,1866,"['actor', 'novelist', 'comedian', 'voice_actor']",,gb,2000000,True,74.0,1.6
salma hayek,female,1966-09-02,11421,1867,"['actor', 'singer', 'television_producer', 'film_producer', 'film_director', 'voice_actor', 'social_activist', 'model', 'spokesperson', 'businessperson']",,mx,200000000,True,57.0,1.57
sam riley,male,1980-01-08,11422,1869,"['actor', 'singer']",,gb,1000000,True,44.0,1.85
morgan freeman,male,1937-06-01,11423,1870,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'film_director', 'businessperson']",,us,250000000,True,86.0,1.88
vince vaughn,male,1970-03-28,11424,1871,"['actor', 'comedian', 'film_producer', 'screenwriter', 'television_producer']",,us,70000000,True,53.0,1.96
karen gillan,female,1987-11-28,11425,1874,"['actor', 'model']",,gb,2000000,True,36.0,1.8
george clooney,male,1961-05-06,11426,1875,"['actor', 'film_producer', 'film_director', 'television_producer', 'television_director', 'voice_actor', 'screenwriter']",,us,500000000,True,62.0,1.8
george clooney,male,1961-05-06,11427,1876,"['actor', 'film_producer', 'film_director', 'television_producer', 'television_director', 'voice_actor', 'screenwriter']",,us,500000000,True,62.0,1.8
george clooney,male,1961-05-06,11428,1877,"['actor', 'film_producer', 'film_director', 'television_producer', 'television_director', 'voice_actor', 'screenwriter']",,us,500000000,True,62.0,1.8
jenny slate,female,1982-03-25,11429,1878,"['actor', 'author', 'comedian', 'voice_actor', 'screenwriter']",,us,5000000,True,41.0,
tom cruise,male,1962-07-03,11430,1879,"['actor', 'film_producer', 'screenwriter', 'television_director']",,us,600000000,True,61.0,1.7
john turturro,male,1957-02-28,11431,1880,"['actor', 'film_director', 'screenwriter', 'voice_actor', 'film_producer', 'writer']",,us,24000000,True,67.0,1.84
willem dafoe,male,1955-07-22,11432,1881,"['actor', 'voice_actor', 'model']",,us,40000000,True,68.0,1.78
jesse eisenberg,male,1983-10-05,11433,1882,"['actor', 'voice_actor', 'playwright']",,us,10000000,True,40.0,1.71
jamal woolard,male,1975-07-08,11434,1883,"['actor', 'rapper']",,us,500000,True,48.0,1.91
vera farmiga,female,1973-08-06,11435,1884,"['actor', 'film_director']",,us,10000000,True,50.0,1.65
steve coogan,male,1965-10-14,11436,1885,"['actor', 'television_producer', 'screenwriter', 'film_producer', 'comedian', 'impressionist', 'voice_actor']",,gb,25000000,True,58.0,1.79
liam neeson,male,1952-06-07,11437,1886,"['actor', 'voice_actor']",,us,145000000,True,71.0,1.93
natalie portman,female,1981-06-09,11438,1887,"['actor', 'model', 'film_producer', 'film_director', 'screenwriter']",,il,90000000,True,42.0,1.6
tommy lee jones,male,1946-09-15,11439,1888,"['film_director', 'actor', 'film_producer', 'screenwriter', 'voice_actor']",,us,90000000,True,77.0,1.83
travis pastrana,male,1983-10-08,11440,1889,"['race_car_driver', 'athlete', 'stunt_performer', 'film_producer', 'television_producer', 'screenwriter', 'actor']",,us,25000000,True,40.0,1.88
jodie foster,female,1962-11-19,11441,1891,"['actor', 'musician', 'film_director', 'film_producer', 'voice_actor', 'television_director']",,us,100000000,True,61.0,1.61
rene russo,female,1954-02-17,11442,1892,"['actor', 'model']",,us,40000000,True,70.0,1.73
melanie laurent,female,1983-02-21,11443,1893,"['actor', 'singer', 'screenwriter', 'film_director', 'model']",,fr,8000000,True,41.0,1.57
peter sarsgaard,male,1971-03-07,11444,1894,['actor'],,us,20000000,True,53.0,1.83
robin williams,male,1951-07-21,11445,1895,"['actor', 'screenwriter', 'voice_actor', 'stand-up_comedian', 'comedian', 'film_producer']",2014-08-11,us,50000000,False,63.0,1.7
carla gugino,female,1971-08-29,11446,1896,"['actor', 'voice_actor', 'fashion_model', 'film_producer']",,us,14000000,True,52.0,1.65
mike epps,male,1970-11-18,11447,1897,"['actor', 'writer', 'singer', 'rapper', 'film_producer', 'screenwriter', 'comedian', 'voice_actor']",,us,5000000,True,53.0,1.87
nicolas cage,male,1964-01-07,11448,1898,"['actor', 'film_producer', 'voice_actor', 'television_producer']",,us,25000000,True,60.0,1.83
keira knightley,female,1985-03-26,11449,1899,"['actor', 'model', 'voice_actor']",,gb,80000000,True,38.0,1.7
sean faris,male,1982-03-25,11450,1900,"['model', 'actor', 'film_producer']",,us,500000,True,41.0,1.83
zac efron,male,1987-10-18,11451,1901,"['actor', 'singer', 'voice_actor']",,us,25000000,True,36.0,1.73
dominic cooper,male,1978-06-02,11452,1902,"['actor', 'voice_actor']",,gb,5000000,True,45.0,1.77
will forte,male,1970-06-17,11453,1903,"['comedian', 'actor', 'screenwriter', 'voice_actor', 'television_producer']",,us,14000000,True,53.0,1.78
nicolas cage,male,1964-01-07,11454,1904,"['actor', 'film_producer', 'voice_actor', 'television_producer']",,us,25000000,True,60.0,1.83
nicolas cage,male,1964-01-07,11455,1905,"['actor', 'film_producer', 'voice_actor', 'television_producer']",,us,25000000,True,60.0,1.83
ray liotta,male,1954-12-18,11456,1906,"['actor', 'film_producer', 'voice_actor']",,us,14000000,True,69.0,1.83
