name,gender,birthday,directorID,id,occupation,death,nationality,net_worth,is_alive,age,height
john c. mcginley,male,1959-08-03,10406,1212,"['actor', 'film_producer', 'comedian', 'author', 'voice_actor', 'entrepreneur', 'screenwriter', 'spokesperson']",,us,10000000,True,64.0,1.88
javale mcgee,male,1988-01-19,10407,1212,['basketball_player'],,us,14000000,True,36.0,2.13
kelly mcgillis,female,1957-07-09,10408,1212,['actor'],,us,4000000,True,66.0,1.78
william mcgirt,,,10409,1212,,,,11000000,,,
blake mcgrath,male,1983-11-21,10410,1212,"['dancer', 'choreographer', 'actor', 'model']",,us,2000000,True,40.0,
paul mcgann,male,1959-11-14,10411,1212,"['actor', 'voice_actor']",,gb,7000000,True,64.0,1.74
mike mcgill,male,1964,10412,1212,"['skateboarder', 'actor']",,us,10000000,,,
fred mcgriff,male,1963-10-31,10413,1212,['baseball_player'],,us,30000000,True,60.0,
mark mcgrath,male,1968-03-15,10414,1212,"['singer', 'presenter', 'musician', 'actor', 'composer']",,us,6000000,True,56.0,1.85
paul mcgillion,male,1969-01-05,10415,1212,['actor'],,gb,3000000,True,55.0,1.78
shawn levy,male,1968-07-23,10416,1213,"['actor', 'film_director', 'film_producer', 'television_producer', 'television_director']",,us,50000000,True,55.0,
evan goldberg,male,1982,10417,1214,"['screenwriter', 'film_producer', 'film_director', 'actor']",,ca,40000000,,,
judd apatow,male,1967-12-06,10418,1216,"['film_producer', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'comedian']",,us,150000000,True,56.0,1.74
paul haggis,male,1953-03-10,10419,1217,"['screenwriter', 'film_director', 'film_producer', 'television_director', 'television_producer']",,ca,60000000,True,71.0,1.83
tim story,male,1970-03-13,10420,1218,"['film_director', 'film_producer', 'screenwriter', 'film_editor', 'television_producer', 'television_director', 'music_video_director']",,us,15000000,True,54.0,
paul thomas anderson,male,1970-06-26,10421,1221,"['screenwriter', 'film_producer', 'film_director', 'actor']",,us,70000000,True,53.0,
terry gilliam,male,1940-11-22,10422,1222,"['actor', 'animator', 'film_director', 'film_producer', 'screenwriter']",,gb,50000000,True,83.0,1.75
darren aronofsky,male,1969-02-12,10423,1223,"['film_director', 'film_producer', 'screenwriter', 'actor']",,us,25000000,True,55.0,1.83
edgar wright,male,1974-04-18,10424,1224,"['film_director', 'television_director', 'screenwriter', 'actor', 'film_producer', 'editor', 'television_producer', 'tv_editor']",,gb,10000000,True,49.0,
james mangold,male,1963-12-16,10425,1228,"['screenwriter', 'film_director', 'television_producer', 'television_director']",,us,20000000,True,60.0,1.82
martin scorsese,male,1942-11-17,10426,1229,"['film_producer', 'actor', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'film_editor', 'film_historian']",,us,150000000,True,81.0,1.63
gore verbinski,male,1964-03-16,10427,1233,"['film_director', 'screenwriter', 'musician', 'film_producer', 'music_video_director']",,us,130000000,True,60.0,
nat faxon,male,1975,10428,1234,"['actor', 'screenwriter', 'comedian', 'voice_actor']",,us,6000000,,,
peter weir,male,1944-08-21,10429,1235,"['film_director', 'film_producer', 'screenwriter', 'actor']",,au,15000000,True,79.0,
russell crowe,male,1964-04-07,10430,1238,"['actor', 'singer', 'musician', 'film_producer', 'film_director']",,nz,100000000,True,59.0,1.82
terrence malick,male,1943-11-30,10431,1251,"['screenwriter', 'film_director', 'film_producer', 'actor', 'journalist', 'author']",,us,15000000,True,80.0,1.7
louis leterrier,,,10432,1252,,,,14000000,,,
ben affleck,male,1972-08-15,10433,1253,"['actor', 'film_director', 'screenwriter', 'film_producer', 'television_producer', 'professional_poker_player', 'businessperson']",,us,150000000,True,51.0,1.92
steven spielberg,male,1946-12-18,10434,1256,"['film_producer', 'film_director', 'screenwriter', 'entrepreneur', 'television_producer', 'actor', 'film_editor', 'television_director', 'businessperson']",,us,7000000000,True,77.0,1.72
tony scott,male,1944-06-21,10435,1258,"['film_producer', 'film_director', 'television_producer', 'television_director', 'cinematographer', 'actor', 'screenwriter', 'film_editor']",2012-08-19,gb,200000000,False,68.0,1.69
josh gordon,male,1991-04-13,10436,1260,['american_football_player'],,us,3000000,True,32.0,1.91
tommy lee jones,male,1946-09-15,10437,1262,"['film_director', 'actor', 'film_producer', 'screenwriter', 'voice_actor']",,us,90000000,True,77.0,1.83
jon turteltaub,male,1963-08-08,10438,1266,"['film_producer', 'film_director', 'television_producer', 'television_director']",,us,80000000,True,60.0,
david fincher,male,1962-08-28,10439,1267,"['film_director', 'film_producer', 'music_video_director', 'television_producer', 'actor', 'television_director', 'screenwriter']",,us,75000000,True,61.0,1.84
craig johnson,male,,10440,1269,"['film_director', 'screenwriter']",,,10000000,,,
ben stiller,male,1965-11-30,10441,1274,"['comedian', 'actor', 'screenwriter', 'film_director', 'film_producer', 'television_director', 'television_producer', 'voice_actor']",,us,200000000,True,58.0,1.7
john madden,male,1936-04-10,10442,1275,"['american_football_player', 'american_football_coach']",,us,200000000,True,87.0,1.93
frank oz,male,1944-05-25,10443,1277,"['puppeteer', 'film_director', 'voice_actor', 'actor', 'film_producer']",,us,80000000,True,79.0,1.88
peter bergman,male,1953-06-11,10444,1280,['actor'],,us,10000000,True,70.0,
peter berg,male,1962-03-11,10445,1280,"['actor', 'film_director', 'film_producer', 'screenwriter', 'television_director', 'television_producer']",,us,40000000,True,62.0,1.85
wes anderson,male,1969-05-01,10446,1282,"['screenwriter', 'film_director', 'film_producer', 'actor', 'voice_actor']",,us,50000000,True,54.0,1.85
gore verbinski,male,1964-03-16,10447,1288,"['film_director', 'screenwriter', 'musician', 'film_producer', 'music_video_director']",,us,130000000,True,60.0,
howard deutch,male,1950-09-14,10448,1292,"['film_director', 'television_director']",,us,25000000,True,73.0,
bart freundlich,male,1970-01-17,10449,1294,"['screenwriter', 'film_director', 'film_producer', 'television_director']",,us,5000000,True,54.0,
anne fletcher,female,1966-05-01,10450,1301,"['film_director', 'choreographer', 'actor']",,us,15000000,True,57.0,
christopher nolan,male,1970-07-30,10451,1303,"['screenwriter', 'film_producer', 'film_director', 'cinematographer', 'editor', 'film_editor']",,us,250000000,True,53.0,1.8
robert zemeckis,male,1952-05-14,10452,1304,"['film_director', 'film_producer', 'screenwriter', 'television_director', 'television_producer', 'pilot']",,us,60000000,True,71.0,1.83
roman polanski,male,1933-08-18,10453,1308,"['film_director', 'actor', 'screenwriter', 'film_producer', 'writer']",,fr,50000000,True,90.0,1.65
joel schumacher,male,1939-08-29,10454,1310,"['screenwriter', 'film_director', 'film_producer', 'costume_designer', 'television_director', 'television_producer', 'writer']",2020-06-22,us,80000000,False,80.0,1.91
wolfgang petersen,male,1941-03-14,10455,1312,"['film_director', 'film_producer', 'screenwriter', 'television_director']",,de,20000000,True,83.0,1.8
roland emmerich,male,1955-11-10,10456,1314,"['film_director', 'film_producer', 'screenwriter', 'television_producer']",,de,200000000,True,68.0,
mel gibson,male,1956-01-03,10457,1315,"['actor', 'screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director', 'voice_actor']",,us,425000000,True,68.0,1.77
nick cassavetes,male,1959-05-21,10458,1317,"['actor', 'film_director', 'screenwriter']",,us,40000000,True,64.0,1.98
adam mckay,male,1968-04-17,10459,1318,"['screenwriter', 'actor', 'film_director', 'comedian', 'television_producer', 'television_director', 'film_producer']",,us,40000000,True,55.0,1.96
joel schumacher,male,1939-08-29,10460,1322,"['screenwriter', 'film_director', 'film_producer', 'costume_designer', 'television_director', 'television_producer', 'writer']",2020-06-22,us,80000000,False,80.0,1.91
nick cassavetes,male,1959-05-21,10461,1324,"['actor', 'film_director', 'screenwriter']",,us,40000000,True,64.0,1.98
ryan murphy,male,1965-11-30,10462,1325,"['screenwriter', 'film_producer', 'television_director', 'television_producer', 'film_director', 'writer']",,us,150000000,True,58.0,
paul haggis,male,1953-03-10,10463,1326,"['screenwriter', 'film_director', 'film_producer', 'television_director', 'television_producer']",,ca,60000000,True,71.0,1.83
terrence malick,male,1943-11-30,10464,1327,"['screenwriter', 'film_director', 'film_producer', 'actor', 'journalist', 'author']",,us,15000000,True,80.0,1.7
stephen sommers,male,1962-03-20,10465,1330,"['screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director', 'actor']",,us,20000000,True,62.0,1.88
george clooney,male,1961-05-06,10466,1333,"['actor', 'film_producer', 'film_director', 'television_producer', 'television_director', 'voice_actor', 'screenwriter']",,us,500000000,True,62.0,1.8
frank darabont,male,1959-01-28,10467,1334,"['film_director', 'screenwriter', 'film_producer', 'television_director', 'actor', 'television_producer']",,us,15000000,True,65.0,
grant heslov,male,1963-05-15,10468,1336,"['screenwriter', 'actor', 'film_producer', 'film_director', 'television_director', 'television_producer']",,us,20000000,True,60.0,1.75
simon west,male,1961,10469,1337,"['film_director', 'film_producer', 'television_producer', 'film_editor', 'music_video_director']",,gb,15000000,,,
lana wachowski,female,1965-06-21,10470,1339,"['film_director', 'screenwriter', 'film_producer', 'writer', 'comic_book_creator']",,us,125000000,True,58.0,
lana wachowski,female,1965-06-21,10471,1340,"['film_director', 'screenwriter', 'film_producer', 'writer', 'comic_book_creator']",,us,125000000,True,58.0,
paul thomas anderson,male,1970-06-26,10472,1341,"['screenwriter', 'film_producer', 'film_director', 'actor']",,us,70000000,True,53.0,
frank darabont,male,1959-01-28,10473,1345,"['film_director', 'screenwriter', 'film_producer', 'television_director', 'actor', 'television_producer']",,us,15000000,True,65.0,
rob reiner,male,1947-03-06,10474,1347,"['film_director', 'actor', 'film_producer', 'screenwriter', 'activist']",,us,200000000,True,77.0,1.88
peter jackson,male,1961-10-31,10475,1351,"['screenwriter', 'film_producer', 'film_director', 'actor']",,nz,500000000,True,62.0,1.69
peter jackson,male,1961-10-31,10476,1353,"['screenwriter', 'film_producer', 'film_director', 'actor']",,nz,500000000,True,62.0,1.69
peter jackson,male,1961-10-31,10477,1354,"['screenwriter', 'film_producer', 'film_director', 'actor']",,nz,500000000,True,62.0,1.69
peter jackson,male,1961-10-31,10478,1355,"['screenwriter', 'film_producer', 'film_director', 'actor']",,nz,500000000,True,62.0,1.69
gore verbinski,male,1964-03-16,10479,1361,"['film_director', 'screenwriter', 'musician', 'film_producer', 'music_video_director']",,us,130000000,True,60.0,
erik van looy,male,1962-04-26,10480,1362,,,be,10000000,True,61.0,
wes anderson,male,1969-05-01,10481,1366,"['screenwriter', 'film_director', 'film_producer', 'actor', 'voice_actor']",,us,50000000,True,54.0,1.85
phil lord,male,1975-07-12,10482,1367,"['film_director', 'actor', 'screenwriter', 'film_producer', 'voice_actor']",,us,50000000,True,48.0,
john glenn,male,1921-07-18,10483,1370,"['politician', 'astronaut', 'united_states_naval_aviator']",,us,5000000,True,102.0,
edward zwick,male,1952-10-08,10484,1372,"['businessperson', 'film_director', 'screenwriter', 'film_producer', 'actor', 'television_producer', 'television_director']",,us,20000000,True,71.0,1.7
tom hooper,male,1972-10-01,10485,1376,"['film_director', 'television_director', 'film_producer', 'screenwriter']",,au,20000000,True,51.0,
peter bergman,male,1953-06-11,10486,1378,['actor'],,us,10000000,True,70.0,
peter berg,male,1962-03-11,10487,1378,"['actor', 'film_director', 'film_producer', 'screenwriter', 'television_director', 'television_producer']",,us,40000000,True,62.0,1.85
harald zwart,male,1965-07-01,10488,1380,"['film_director', 'film_producer', 'screenwriter', 'actor', 'television_director']",,no,4000000,True,58.0,1.72
michael bay,male,1965-02-17,10489,1384,"['film_director', 'film_producer', 'actor', 'music_video_director', 'television_producer', 'businessperson']",,us,450000000,True,59.0,1.85
ralph fiennes,male,1962-12-22,10490,1386,"['actor', 'voice_actor', 'film_producer', 'film_director']",,gb,30000000,True,61.0,1.83
ricky gervais,male,1961-06-25,10491,1387,"['author', 'comedian', 'actor', 'television_director', 'television_producer', 'screenwriter', 'writer', 'film_director', 'film_producer', 'disc_jockey']",,gb,140000000,True,62.0,1.73
evan goldberg,male,1982,10492,1388,"['screenwriter', 'film_producer', 'film_director', 'actor']",,ca,40000000,,,
sydney pollack,male,1934-07-01,10493,1389,"['film_producer', 'film_director', 'actor', 'television_producer', 'television_director', 'voice_actor']",2008-05-26,us,16000000,False,73.0,1.82
shawn levy,male,1968-07-23,10494,1390,"['actor', 'film_director', 'film_producer', 'television_producer', 'television_director']",,us,50000000,True,55.0,
brad bird,male,1957-09-24,10495,1393,"['actor', 'film_director', 'screenwriter', 'animator', 'writer', 'voice_actor', 'film_producer', 'television_director']",,us,40000000,True,66.0,
louis leterrier,,,10496,1394,,,,14000000,,,
george clooney,male,1961-05-06,10497,1402,"['actor', 'film_producer', 'film_director', 'television_producer', 'television_director', 'voice_actor', 'screenwriter']",,us,500000000,True,62.0,1.8
kathryn bigelow,female,1951-11-27,10498,1404,"['film_director', 'screenwriter', 'film_producer', 'actor', 'television_director']",,us,40000000,True,72.0,1.82
gary rossington,male,1951-12-04,10499,1408,['guitarist'],,us,40000000,True,72.0,
gary ross,male,1956-11-03,10500,1408,"['screenwriter', 'film_director', 'actor', 'film_producer', 'writer']",,us,10000000,True,67.0,
tommy lee jones,male,1946-09-15,10501,1410,"['film_director', 'actor', 'film_producer', 'screenwriter', 'voice_actor']",,us,90000000,True,77.0,1.83
nancy meyers,female,1949-12-08,10502,1411,"['screenwriter', 'film_director', 'film_producer', 'writer']",,us,10000000,True,74.0,1.55
peter jackson,male,1961-10-31,10503,1412,"['screenwriter', 'film_producer', 'film_director', 'actor']",,nz,500000000,True,62.0,1.69
peter jackson,male,1961-10-31,10504,1413,"['screenwriter', 'film_producer', 'film_director', 'actor']",,nz,500000000,True,62.0,1.69
peter jackson,male,1961-10-31,10505,1414,"['screenwriter', 'film_producer', 'film_director', 'actor']",,nz,500000000,True,62.0,1.69
paul feig,male,1962-09-17,10506,1418,"['actor', 'film_director', 'television_producer', 'television_director', 'screenwriter', 'author']",,us,20000000,True,61.0,1.83
todd phillips,male,1970-12-20,10507,1421,"['film_director', 'screenwriter', 'film_producer', 'actor']",,us,200000000,True,53.0,1.83
todd phillips,male,1970-12-20,10508,1422,"['film_director', 'screenwriter', 'film_producer', 'actor']",,us,200000000,True,53.0,1.83
joe carnahan,male,1969-05-09,10509,1425,"['film_director', 'screenwriter', 'film_producer', 'writer', 'actor']",,us,13000000,True,54.0,1.83
bill paxton,male,1955-05-17,10510,1426,"['film_director', 'actor', 'film_producer']",2017-02-25,us,40000000,False,61.0,1.8
baz luhrmann,male,1962-09-17,10511,1428,"['screenwriter', 'film_director', 'film_producer', 'actor']",,au,20000000,True,61.0,
denzel washington,male,1954-12-28,10512,1429,"['actor', 'film_producer', 'film_director', 'spokesperson', 'voice_actor']",,us,250000000,True,69.0,1.85
wes anderson,male,1969-05-01,10513,1431,"['screenwriter', 'film_director', 'film_producer', 'actor', 'voice_actor']",,us,50000000,True,54.0,1.85
robert de niro,male,1943-08-17,10514,1432,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",,us,500000000,True,80.0,1.77
david fincher,male,1962-08-28,10515,1436,"['film_director', 'film_producer', 'music_video_director', 'television_producer', 'actor', 'television_director', 'screenwriter']",,us,75000000,True,61.0,1.84
sam raimi,male,1959-10-23,10516,1438,"['film_director', 'screenwriter', 'actor', 'television_producer', 'film_producer']",,us,60000000,True,64.0,1.8
roman polanski,male,1933-08-18,10517,1440,"['film_director', 'actor', 'screenwriter', 'film_producer', 'writer']",,fr,50000000,True,90.0,1.65
scott walker,,,10518,1442,,,,300000,,,
darren aronofsky,male,1969-02-12,10519,1443,"['film_director', 'film_producer', 'screenwriter', 'actor']",,us,25000000,True,55.0,1.83
edward burns,male,1968-01-29,10520,1448,"['actor', 'film_director', 'film_producer', 'screenwriter', 'television_director', 'television_producer']",,us,40000000,True,56.0,1.85
bill condon,male,1955-10-22,10521,1452,"['screenwriter', 'film_director', 'film_producer', 'writer', 'actor']",,us,5000000,True,68.0,1.65
justin lin,male,,10522,1454,"['film_director', 'film_producer', 'screenwriter', 'television_producer', 'film_editor', 'television_director', 'cinematographer']",,us,50000000,,,
rob cohen,male,1949-03-12,10523,1455,"['screenwriter', 'film_producer', 'film_director', 'actor', 'television_producer', 'television_director']",,us,40000000,True,75.0,
brett ratner,male,1969-03-28,10524,1456,"['film_director', 'film_producer', 'television_producer', 'music_video_director', 'actor', 'television_director']",,us,85000000,True,54.0,1.73
luc besson,male,1959-03-18,10525,1457,"['screenwriter', 'film_producer', 'film_director', 'television_producer', 'actor']",,fr,100000000,True,65.0,1.73
tarsem singh,male,1961-05-26,10526,1458,['film_director'],,in,10000000,True,62.0,
sylvester stallone,male,1946-07-06,10527,1461,"['screenwriter', 'actor', 'film_director', 'television_producer', 'film_producer', 'voice_actor']",,us,400000000,True,77.0,1.77
simon west,male,1961,10528,1462,"['film_director', 'film_producer', 'television_producer', 'film_editor', 'music_video_director']",,gb,15000000,,,
scott derrickson,male,,10529,1463,"['film_director', 'screenwriter', 'film_producer']",,us,8000000,,,
antoine fuqua,male,1966-01-19,10530,1464,"['film_director', 'film_producer', 'music_video_director']",,us,25000000,True,58.0,
ari sandel,male,,10531,1470,"['film_director', 'film_producer']",,us,1000000,,,
bernardo bertolucci,male,1941-03-16,10532,1473,"['film_director', 'screenwriter', 'writer', 'film_producer', 'actor']",2018-11-26,it,40000000,False,77.0,
richard ayoade,male,1977-06-12,10533,1474,"['actor', 'comedian', 'television_director', 'screenwriter']",,gb,2000000,True,46.0,1.88
larry charles,male,1956-02-20,10534,1479,"['television_producer', 'film_director', 'television_director', 'screenwriter', 'actor']",,us,100000000,True,68.0,
alexander payne,male,1961-02-10,10535,1485,"['film_producer', 'television_producer', 'film_director', 'screenwriter', 'author']",,us,25000000,True,63.0,
martin scorsese,male,1942-11-17,10536,1486,"['film_producer', 'actor', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'film_editor', 'film_historian']",,us,150000000,True,81.0,1.63
john madden,male,1936-04-10,10537,1488,"['american_football_player', 'american_football_coach']",,us,200000000,True,87.0,1.93
roland emmerich,male,1955-11-10,10538,1489,"['film_director', 'film_producer', 'screenwriter', 'television_producer']",,de,200000000,True,68.0,
christopher nolan,male,1970-07-30,10539,1490,"['screenwriter', 'film_producer', 'film_director', 'cinematographer', 'editor', 'film_editor']",,us,250000000,True,53.0,1.8
christopher nolan,male,1970-07-30,10540,1491,"['screenwriter', 'film_producer', 'film_director', 'cinematographer', 'editor', 'film_editor']",,us,250000000,True,53.0,1.8
ron howard,male,1954-03-01,10541,1492,"['actor', 'film_producer', 'film_director', 'television_producer', 'screenwriter', 'voice_actor', 'television_director']",,us,200000000,True,70.0,1.75
david fincher,male,1962-08-28,10542,1493,"['film_director', 'film_producer', 'music_video_director', 'television_producer', 'actor', 'television_director', 'screenwriter']",,us,75000000,True,61.0,1.84
robert redford,male,1937-08-18,10543,1498,"['actor', 'film_producer', 'film_director', 'businessperson', 'television_producer', 'activist', 'environmentalist', 'philanthropist']",,us,200000000,True,86.0,1.79
james wan,male,1977-02-26,10544,1499,"['film_director', 'film_producer', 'screenwriter', 'film_editor']",,my,70000000,True,47.0,1.68
robert redford,male,1937-08-18,10545,1501,"['actor', 'film_producer', 'film_director', 'businessperson', 'television_producer', 'activist', 'environmentalist', 'philanthropist']",,us,200000000,True,86.0,1.79
david jason,male,1940-02-02,10546,1502,"['actor', 'voice_actor', 'television_producer']",,gb,10000000,True,84.0,1.68
jay roach,male,1957-06-14,10547,1513,"['film_director', 'film_producer', 'screenwriter', 'cinematographer']",,us,100000000,True,66.0,1.84
rob reiner,male,1947-03-06,10548,1518,"['film_director', 'actor', 'film_producer', 'screenwriter', 'activist']",,us,200000000,True,77.0,1.88
brian johnson,male,1947-10-05,10549,1519,"['singer', 'singer-songwriter', 'film_score_composer', 'actor', 'lyricist']",,gb,90000000,True,76.0,1.65
rian johnson,male,1973-12-17,10550,1519,"['screenwriter', 'film_director', 'film_producer', 'film_editor']",,us,20000000,True,50.0,1.68
paul greengrass,male,1955-08-13,10551,1523,"['screenwriter', 'film_director', 'television_producer', 'journalist', 'television_director', 'film_producer']",,gb,20000000,True,68.0,
paul greengrass,male,1955-08-13,10552,1524,"['screenwriter', 'film_director', 'television_producer', 'journalist', 'television_director', 'film_producer']",,gb,20000000,True,68.0,
doug liman,male,1965-07-24,10553,1526,"['television_producer', 'film_producer', 'film_director', 'television_director', 'cinematographer']",,us,50000000,True,58.0,1.87
troy duffy,male,1971-06-08,10554,1527,"['screenwriter', 'actor', 'film_director', 'writer', 'musician']",,us,22000000,True,52.0,
john madden,male,1936-04-10,10555,1537,"['american_football_player', 'american_football_coach']",,us,200000000,True,87.0,1.93
jodie foster,female,1962-11-19,10556,1538,"['actor', 'musician', 'film_director', 'film_producer', 'voice_actor', 'television_director']",,us,100000000,True,61.0,1.61
danny boyle,male,1956-10-20,10557,1539,"['film_producer', 'film_director', 'screenwriter', 'television_director', 'television_producer', 'theatre_director']",,gb,60000000,True,67.0,1.82
john butler,male,1975-04-01,10558,1542,"['singer', 'songwriter', 'musician', 'guitarist', 'didgeridooist', 'record_producer']",,au,12000000,True,48.0,
martin scorsese,male,1942-11-17,10559,1545,"['film_producer', 'actor', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'film_editor', 'film_historian']",,us,150000000,True,81.0,1.63
joss whedon,male,1964-06-23,10560,1546,"['screenwriter', 'television_director', 'television_producer', 'film_producer', 'film_director', 'cartoonist', 'novelist', 'actor', 'writer', 'comic_book_creator']",,us,100000000,True,59.0,1.78
marc webb,male,1974-08-31,10561,1554,"['film_director', 'music_video_director', 'television_producer', 'film_editor']",,us,18000000,True,49.0,
marc webb,male,1974-08-31,10562,1555,"['film_director', 'music_video_director', 'television_producer', 'film_editor']",,us,18000000,True,49.0,
steven spielberg,male,1946-12-18,10563,1556,"['film_producer', 'film_director', 'screenwriter', 'entrepreneur', 'television_producer', 'actor', 'film_editor', 'television_director', 'businessperson']",,us,7000000000,True,77.0,1.72
joe carnahan,male,1969-05-09,10564,1558,"['film_director', 'screenwriter', 'film_producer', 'writer', 'actor']",,us,13000000,True,54.0,1.83
judd apatow,male,1967-12-06,10565,1560,"['film_producer', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'comedian']",,us,150000000,True,56.0,1.74
jason reitman,male,1977-10-19,10566,1563,"['film_director', 'actor', 'screenwriter', 'film_producer', 'businessperson', 'television_director']",,ca,12000000,True,46.0,1.8
jay mcgraw,male,1979-09-12,10567,1565,"['writer', 'talk_show_host', 'television_producer']",,us,30000000,True,44.0,
tim mcgraw,male,1967-05-01,10568,1565,"['actor', 'singer', 'songwriter', 'guitarist']",,us,165000000,True,56.0,1.78
aaron mcgruder,male,1974-05-29,10569,1565,"['writer', 'cartoonist', 'television_producer', 'screenwriter', 'voice_actor', 'public_speaker', 'film_score_composer']",,us,10000000,True,49.0,
jeremy mcgrath,male,1971-11-19,10570,1565,['actor'],,us,6000000,True,52.0,
tracy mcgrady,male,1979-05-24,10571,1565,['basketball_player'],,us,75000000,True,44.0,2.03
bernard mcguirk,male,1957-10-26,10572,1565,,,us,3000000,True,66.0,
carol mcgiffin,female,1960-02-18,10573,1565,"['presenter', 'radio_personality']",,gb,9000000,True,64.0,1.75
paul mcguinness,male,1951-06-17,10574,1565,"['talent_manager', 'theatrical_producer', 'film_producer', 'businessperson']",,de,150000000,True,72.0,
katie mcgrath,female,1983-10-24,10575,1565,"['actor', 'journalist', 'makeup_artist', 'model']",,ie,4000000,True,40.0,1.65
joseph mcginty nichol,male,1968-08-09,10576,1565,"['film_director', 'film_producer', 'record_producer', 'television_producer', 'songwriter', 'screenwriter']",,us,60000000,True,55.0,1.88
jordan mcgraw,,,10577,1565,,,,20000000,,,
tom mcgowan,male,1959-07-26,10578,1565,['actor'],,us,2000000,True,64.0,
paul mcgowan,,,10579,1565,,,,48000000,,,
ted mcginley,male,1958-05-30,10580,1565,['actor'],,us,5000000,True,65.0,1.82
bob mcgrath,male,1932-06-13,10581,1565,"['actor', 'writer']",,us,2000000,True,91.0,
ehren mcghehey,male,1976-11-29,10582,1565,"['actor', 'stunt_performer', 'entrepreneur']",,us,3500000,True,47.0,
conor mcgregor,male,1988-07-14,10583,1565,['mixed_martial_artist'],,ie,120000000,True,35.0,1.75
scott mcgillivray,male,1978-04-07,10584,1565,"['carpentry', 'actor', 'presenter']",,ca,4000000,True,45.0,1.83
paddy mcguinness,,1878,10585,1565,,,,10000000,,,
patrick mcgovern,male,1937-08-11,10586,1565,['businessperson'],2014-03-19,us,5700000000,False,76.0,
john c. mcginley,male,1959-08-03,10587,1565,"['actor', 'film_producer', 'comedian', 'author', 'voice_actor', 'entrepreneur', 'screenwriter', 'spokesperson']",,us,10000000,True,64.0,1.88
javale mcgee,male,1988-01-19,10588,1565,['basketball_player'],,us,14000000,True,36.0,2.13
kelly mcgillis,female,1957-07-09,10589,1565,['actor'],,us,4000000,True,66.0,1.78
william mcgirt,,,10590,1565,,,,11000000,,,
blake mcgrath,male,1983-11-21,10591,1565,"['dancer', 'choreographer', 'actor', 'model']",,us,2000000,True,40.0,
paul mcgann,male,1959-11-14,10592,1565,"['actor', 'voice_actor']",,gb,7000000,True,64.0,1.74
mike mcgill,male,1964,10593,1565,"['skateboarder', 'actor']",,us,10000000,,,
fred mcgriff,male,1963-10-31,10594,1565,['baseball_player'],,us,30000000,True,60.0,
mark mcgrath,male,1968-03-15,10595,1565,"['singer', 'presenter', 'musician', 'actor', 'composer']",,us,6000000,True,56.0,1.85
paul mcgillion,male,1969-01-05,10596,1565,['actor'],,gb,3000000,True,55.0,1.78
seth macfarlane,male,1973-10-26,10597,1567,"['actor', 'composer', 'animator', 'television_producer', 'voice_actor', 'comedian', 'singer', 'screenwriter', 'film_director', 'television_director']",,us,300000000,True,50.0,1.78
adam mckay,male,1968-04-17,10598,1569,"['screenwriter', 'actor', 'film_director', 'comedian', 'television_producer', 'television_director', 'film_producer']",,us,40000000,True,55.0,1.96
stephen gaghan,male,1965-05-06,10599,1577,"['screenwriter', 'film_director', 'television_producer']",,us,14000000,True,58.0,
charlie kaufman,male,1958-11-19,10600,1578,"['screenwriter', 'film_producer', 'film_director', 'lyricist', 'television_producer']",,us,10000000,True,65.0,1.63
tim burton,male,1958-08-25,10601,1580,"['film_producer', 'film_director', 'screenwriter', 'artist', 'animator', 'television_producer', 'actor', 'television_director', 'poet', 'visual_artist']",,us,100000000,True,65.0,1.82
michael chang,male,1972-02-22,10602,1587,['tennis_player'],,us,30000000,True,52.0,1.75
bryan singer,male,1965-09-17,10603,1589,"['television_producer', 'film_producer', 'film_director', 'screenwriter', 'actor']",,us,100000000,True,58.0,1.78
jay chandrasekhar,male,1968-04-09,10604,1591,"['comedian', 'film_director', 'actor', 'screenwriter', 'television_director', 'film_editor', 'film_producer']",,us,4000000,True,55.0,1.82
james gunn,male,1970-08-05,10605,1593,"['screenwriter', 'film_producer', 'actor', 'film_director', 'television_producer', 'television_director', 'novelist', 'musician', 'cartoonist']",,us,50000000,True,53.0,1.82
danny boyle,male,1956-10-20,10606,1594,"['film_producer', 'film_director', 'screenwriter', 'television_director', 'television_producer', 'theatre_director']",,gb,60000000,True,67.0,1.82
zack snyder,male,1966-03-01,10607,1595,"['film_director', 'film_producer', 'screenwriter']",,us,60000000,True,58.0,1.7
richard ayoade,male,1977-06-12,10608,1596,"['actor', 'comedian', 'television_director', 'screenwriter']",,gb,2000000,True,46.0,1.88
joe carnahan,male,1969-05-09,10609,1598,"['film_director', 'screenwriter', 'film_producer', 'writer', 'actor']",,us,13000000,True,54.0,1.83
david ayer,male,1968-01-18,10610,1599,"['screenwriter', 'film_director', 'film_producer', 'actor']",,us,20000000,True,56.0,1.89
marc forster,male,1969-11-30,10611,1600,"['film_director', 'screenwriter', 'film_producer']",,de,30000000,True,54.0,
