name,gender,birthday,occupation,age,height,death,nationality,net_worth,is_alive
jim broadbent,male,1949-05-24,"['actor', 'voice_actor', 'screenwriter']",74,1.87,,gb,5000000,True
josh hartnett,male,1978-07-21,"['actor', 'film_producer']",45,1.91,,us,25000000,True
michiel huisman,male,1981-07-18,"['actor', 'musician']",42,,,nl,3000000,True
chris pratt,male,1979-06-21,"['actor', 'singer']",44,1.88,,us,60000000,True
zoe saldana,female,1978-06-19,"['actor', 'voice_actor', 'film_producer']",45,1.7,,us,35000000,True
john cena,male,1977-04-23,"['wrestler', 'singer', 'actor', 'rapper', 'musician', 'bodybuilder']",46,1.85,,us,60000000,True
christopher plummer,male,1929-12-13,"['voice_actor', 'actor']",94,1.79,,ca,20000000,True
jai courtney,male,1986-03-15,['actor'],38,1.85,,au,3000000,True
lily james,female,1989-04-05,['actor'],34,,,gb,4000000,True
erika christensen,female,1982-08-19,['actor'],41,1.65,,us,10000000,True
faye dunaway,female,1941-01-14,"['actor', 'film_producer', 'television_producer']",83,1.7,,us,40000000,True
frankie faison,male,1949-06-10,['actor'],74,1.88,,us,2500000,True
elisabeth moss,female,1982-07-24,"['actor', 'voice_actor']",41,1.6,,us,30000000,True
liev schreiber,male,1967-10-04,"['actor', 'voice_actor', 'film_producer', 'film_director', 'screenwriter']",56,1.91,,us,40000000,True
katherine waterston,female,1980,['actor'],,,,us,1000000,
michael fassbender,male,1977-04-02,"['actor', 'film_producer', 'businessperson']",46,1.83,,de,40000000,True
scott adkins,male,1976-06-17,"['actor', 'martial_artist', 'stunt_performer']",47,1.78,,gb,2000000,True
lake bell,female,1979-03-24,"['actor', 'film_director', 'screenwriter', 'voice_actor', 'model', 'television_director', 'film_producer', 'editor']",44,1.73,,us,3000000,True
omari hardwick,male,1974-01-09,['actor'],50,1.79,,us,5000000,True
bryan cranston,male,1956-03-07,"['actor', 'voice_actor', 'television_director', 'television_producer', 'screenwriter', 'film_producer', 'film_director', 'writer']",68,1.79,,us,40000000,True
jennifer garner,female,1972-04-17,"['actor', 'television_producer', 'film_producer', 'spokesperson', 'businessperson', 'voice_actor', 'television_director']",51,1.73,,us,80000000,True
charlie hunnam,male,1980-04-10,"['actor', 'screenwriter']",43,1.85,,gb,20000000,True
alan arkin,male,1934-03-26,"['actor', 'television_director', 'singer', 'musician', 'screenwriter', 'film_director']",89,1.75,,us,15000000,True
michael caine,male,1933-03-14,"['actor', 'author', 'film_producer', 'voice_actor', 'entrepreneur']",91,1.88,,gb,75000000,True
roger allam,male,1953-10-26,['actor'],70,1.82,,gb,5000000,True
anne hathaway,female,1982-11-12,"['actor', 'voice_actor']",41,1.73,,us,60000000,True
jason sudeikis,male,1975-09-18,"['actor', 'comedian', 'voice_actor', 'screenwriter']",48,1.85,,us,20000000,True
emma bell,female,1986-12-17,['actor'],37,,,us,3000000,True
scarlett johansson,female,1984-11-22,"['actor', 'singer', 'model', 'voice_actor']",39,1.6,,us,165000000,True
chris evans,male,1981-06-13,"['actor', 'voice_actor', 'film_director', 'film_producer']",42,1.84,,us,80000000,True
chris evans,male,1966-04-01,"['television_producer', 'radio_producer', 'radio_personality', 'businessperson', 'presenter', 'actor', 'voice_actor']",57,1.88,,gb,120000000,True
mckenna grace,,,,,,,,2000000,
alec baldwin,male,1958-04-03,"['actor', 'television_producer', 'film_producer', 'voice_actor', 'author', 'comedian']",65,1.83,,us,60000000,True
jimmy kimmel,male,1967-11-13,"['comedian', 'talk_show_host', 'television_producer', 'actor', 'screenwriter', 'voice_actor', 'film_producer', 'singer']",56,1.85,,us,50000000,True
steve buscemi,male,1957-12-13,"['actor', 'film_producer', 'television_director', 'film_director', 'screenwriter', 'voice_actor', 'firefighter']",66,1.75,,us,35000000,True
john bishop,male,1966-11-30,"['actor', 'comedian', 'salesman', 'radio_personality']",57,1.83,,gb,19000000,True
ramin karimloo,male,1978-09-19,"['actor', 'singer', 'songwriter']",45,1.83,,ca,2000000,True
sierra boggess,female,1982-05-20,"['actor', 'singer']",41,1.65,,us,3000000,True
amitabh bachchan,male,1942-10-11,"['actor', 'musician', 'presenter', 'film_producer', 'singer', 'voice_actor', 'television_presenter', 'playback_singer']",81,1.85,,in,400000000,True
farhan akhtar,male,1974-09-01,"['film_director', 'screenwriter', 'film_producer', 'lyricist', 'actor', 'presenter', 'writer']",49,1.7,,in,2500000,True
charlotte le bon,female,,['actor'],,,,,4000000,
christian bale,male,1974-01-30,"['actor', 'voice_actor']",50,1.83,,gb,120000000,True
oscar isaac,male,1979-03-09,"['actor', 'singer', 'guitarist']",45,1.74,,us,10000000,True
armie hammer,male,1986-08-28,['actor'],37,1.96,,us,16000000,True
brie larson,female,1989-10-01,"['actor', 'singer-songwriter', 'musician', 'screenwriter', 'poet', 'film_director']",34,1.7,,us,25000000,True
sharlto copley,male,1973-11-27,"['actor', 'film_director', 'film_producer']",50,,,za,15000000,True
dj qualls,male,1978-06-10,"['actor', 'model', 'comedian', 'film_producer']",45,1.85,,us,5000000,True
rami malek,male,1981-05-12,['actor'],42,1.75,,us,8000000,True
josh helman,male,1986-02-22,['actor'],38,,,au,5000000,True
michael bisping,male,1979-02-28,['actor'],45,1.88,,gb,9000000,True
charlie hunnam,male,1980-04-10,"['actor', 'screenwriter']",43,1.85,,gb,20000000,True
robert pattinson,male,1986-05-13,"['model', 'musician', 'actor', 'film_producer']",37,1.85,,gb,100000000,True
sienna miller,female,1981-12-28,"['actor', 'model', 'fashion_designer']",42,1.65,,us,18000000,True
the rock dwayne johnson,male,1972-05-02,"['wrestler', 'american_football_player', 'actor', 'television_producer', 'author', 'athlete', 'film_producer', 'voice_actor']",51,1.96,,us,320000000,True
jason statham,male,1967-07-26,"['actor', 'model', 'martial_artist', 'film_producer', 'voice_actor', 'diver']",56,1.78,,gb,90000000,True
vin diesel,male,1967-07-18,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']",56,1.82,,us,225000000,True
bill nighy,male,1949-12-12,"['actor', 'voice_actor', 'film_score_composer', 'musician']",74,1.88,,gb,8000000,True
gemma arterton,female,1986-02-02,"['actor', 'voice_actor']",38,1.7,,gb,13000000,True
antonio banderas,male,1960-08-10,"['actor', 'voice_actor', 'film_producer', 'film_director', 'businessperson', 'singer', 'dancer', 'guitarist']",63,1.74,,es,50000000,True
jonathan rhys meyers,male,1977-07-27,"['actor', 'model', 'singer']",46,1.78,,ie,8000000,True
barkhad abdi,male,1985-04-10,"['actor', 'film_director', 'film_producer', 'chauffeur', 'disc_jockey']",38,,,us,100000,True
bethany joy lenz,female,1981-04-02,"['actor', 'musician', 'songwriter', 'television_director', 'television_producer', 'singer', 'writer', 'screenwriter', 'singer-songwriter']",42,1.6,,us,6000000,True
eion bailey,male,1976-06-08,['actor'],47,1.83,,us,3000000,True
tom hiddleston,male,1981-02-09,"['actor', 'voice_actor']",43,1.87,,gb,25000000,True
aaron eckhart,male,1968-03-12,"['actor', 'film_producer']",56,1.83,,us,16000000,True
dianne wiest,female,1948-03-28,"['actor', 'voice_actor']",75,1.64,,us,50000,True
nicole kidman,female,1967-06-20,"['singer', 'actor', 'film_producer']",56,1.8,,au,250000000,True
michael cera,male,1988-06-07,"['actor', 'musician', 'voice_actor', 'screenwriter', 'film_director', 'television_producer', 'television_director', 'film_score_composer']",35,1.75,,ca,20000000,True
ray liotta,male,1954-12-18,"['actor', 'film_producer', 'voice_actor']",69,1.83,,us,14000000,True
jeff daniels,male,1955-02-19,"['actor', 'musician', 'playwright', 'film_director', 'screenwriter', 'songwriter']",69,1.91,,us,45000000,True
robert duvall,male,1931-01-05,"['actor', 'film_producer', 'film_director', 'screenwriter', 'television_producer', 'soldier', 'truck_driver']",93,1.74,,us,70000000,True
stephen lang,male,1952-07-11,"['actor', 'playwright']",71,1.79,,us,5000000,True
daniel bruhl,male,1978-06-16,['actor'],45,1.76,,de,4000000,True
jessica chastain,female,1977-03-24,"['actor', 'film_producer']",46,1.63,,us,40000000,True
bryan brown,male,1947-06-23,"['actor', 'television_producer', 'film_producer']",76,,,au,10000000,True
jason isaacs,male,1963-06-06,"['actor', 'television_producer', 'voice_actor']",60,1.8,,gb,12000000,True
daniel bruhl,male,1978-06-16,['actor'],45,1.76,,de,4000000,True
emma thompson,female,1959-04-15,"['actor', 'comedian', 'screenwriter', 'author', 'voice_actor', 'film_producer']",64,1.71,,gb,50000000,True
dacre montgomery,,,,,,,,2000000,
naomi scott,female,1993-05-06,"['actor', 'musician', 'singer']",30,1.67,,gb,3000000,True
dax shepard,male,1975-01-02,"['actor', 'comedian', 'screenwriter', 'film_director', 'voice_actor']",49,1.88,,us,40000000,True
michael pena,male,1976-01-13,"['actor', 'musician', 'voice_actor']",48,1.7,,us,12000000,True
vincent d'onofrio,male,1959-06-30,"['actor', 'film_producer', 'film_director', 'screenwriter', 'singer', 'teacher', 'spokesperson', 'voice_actor']",64,1.93,,us,14000000,True
ian mcshane,male,1942-09-29,"['actor', 'voice_actor', 'television_director', 'television_producer']",81,1.75,,gb,10000000,True
ray winstone,male,1957-02-19,"['actor', 'voice_actor', 'film_producer', 'television_producer']",67,1.78,,gb,5000000,True
tony goldwyn,male,1960-05-20,"['actor', 'television_director', 'voice_actor', 'film_director', 'film_producer']",63,1.87,,us,8000000,True
jake gyllenhaal,male,1980-12-19,"['actor', 'film_producer']",43,1.83,,us,80000000,True
rebecca ferguson,female,1983-10-19,"['actor', 'model']",40,,,se,6000000,True
ryan reynolds,male,1976-10-23,"['actor', 'voice_actor', 'film_producer']",47,1.88,,ca,150000000,True
june foray,female,1917-09-18,"['actor', 'voice_actor']",106,1.5,,us,10000000,True
mel blanc,male,1908-05-30,"['comedian', 'voice_actor', 'actor']",115,,,us,25000000,True
ben harper,male,1969-10-28,"['musician', 'singer-songwriter', 'film_score_composer', 'guitarist', 'multi-instrumentalist', 'actor', 'producer']",54,1.9,,us,10000000,True
heath ledger,male,1979-04-04,"['actor', 'music_video_director']",28,1.85,2008-01-22,au,16000000,False
michael cera,male,1988-06-07,"['actor', 'musician', 'voice_actor', 'screenwriter', 'film_director', 'television_producer', 'television_director', 'film_score_composer']",35,1.75,,ca,20000000,True
will arnett,male,1970-05-04,"['actor', 'voice_actor', 'television_producer', 'screenwriter', 'comedian']",53,1.89,,ca,20000000,True
ian mcshane,male,1942-09-29,"['actor', 'voice_actor', 'television_director', 'television_producer']",81,1.75,,gb,10000000,True
keanu reeves,male,1964-09-02,"['actor', 'voice_actor']",59,1.86,,ca,360000000,True
freddie mercury,male,1946-09-05,"['organist', 'keyboard_player', 'pianist', 'record_producer', 'singer-songwriter', 'singer', 'musician']",45,1.77,1991-11-24,gb,50000000,False
amy smart,female,1976-03-26,"['actor', 'fashion_model', 'voice_actor']",47,1.68,,us,8000000,True
nick nolte,male,1941-02-08,"['actor', 'comedian', 'voice_actor', 'model']",83,1.85,,us,75000000,True
scott mechlowicz,male,1981-01-17,['actor'],43,1.83,,us,2000000,True
amanda seyfried,female,1985-12-03,"['actor', 'singer', 'model']",38,1.61,,us,12000000,True
shirley maclaine,female,1934-04-24,"['actor', 'dancer', 'singer', 'author', 'screenwriter', 'film_producer', 'activist', 'film_director']",89,1.7,,us,50000000,True
kelly macdonald,female,1976-02-23,"['actor', 'voice_actor']",48,1.6,,gb,8000000,True
dane dehaan,male,1986-02-06,['actor'],38,1.7,,us,750000,True
jason isaacs,male,1963-06-06,"['actor', 'television_producer', 'voice_actor']",60,1.8,,gb,12000000,True
mario andretti,male,1940-02-28,"['race_car_driver', 'voice_actor']",84,1.71,,us,120000000,True
ewan mcgregor,male,1971-03-31,"['actor', 'screenwriter', 'television_producer', 'singer', 'voice_actor']",52,1.79,,gb,25000000,True
ewen bremner,male,1972-01-23,['actor'],52,1.73,,gb,5000000,True
jonny lee miller,male,1972-11-15,['actor'],51,1.8,,gb,14000000,True
ethan embry,male,1978-06-13,['actor'],45,1.78,,us,3000000,True
shiri appleby,female,1978-12-07,['actor'],45,1.59,,us,1000000,True
hugh jackman,male,1968-10-12,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'singer', 'dancer']",55,1.88,,au,180000000,True
patrick stewart,male,1940-07-13,"['actor', 'voice_actor', 'journalist', 'television_director', 'film_producer']",83,1.78,,gb,70000000,True
dan stevens,male,1982-10-10,['actor'],41,1.83,,gb,4000000,True
emma watson,female,1990-04-15,"['actor', 'model']",33,1.65,,gb,80000000,True
josh wiggins,male,,['actor'],,,,,500000,
octavia spencer,female,1970-05-25,"['actor', 'film_producer', 'film_director', 'screenwriter']",53,1.57,,us,14000000,True
sam worthington,male,1976-08-02,"['actor', 'film_producer']",47,1.78,,au,30000000,True
halston sage,female,1993-05-10,"['actor', 'singer']",30,,,us,3000000,True
zoey deutch,female,1994-11-10,['actor'],29,1.63,,us,4000000,True
evan rachel wood,female,1987-09-07,"['singer', 'actor', 'voice_actor', 'fashion_model']",36,1.68,,us,8000000,True
holly hunter,female,1958-03-20,"['actor', 'voice_actor', 'television_producer']",66,1.57,,us,14000000,True
nikki reed,female,1988-05-17,"['actor', 'screenwriter', 'model', 'singer-songwriter', 'music_video_director']",35,1.66,,us,12000000,True
allison williams,female,1987-11-30,"['actor', 'comedian', 'musician']",36,1.67,,us,5000000,True
bradley whitford,male,1959-10-10,"['actor', 'television_producer', 'screenwriter']",64,1.8,,us,11000000,True
daniel kaluuya,male,1989-05-08,"['actor', 'comedian', 'screenwriter']",34,,,gb,15000000,True
matt damon,male,1970-10-08,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'spokesperson']",53,1.78,,us,170000000,True
helena bonham carter,female,1966-05-26,"['actor', 'singer', 'voice_actor']",57,1.57,,gb,60000000,True
judy davis,female,1955-04-23,['actor'],68,1.65,,au,5000000,True
sam neill,male,1947-09-14,"['actor', 'voice_actor', 'film_director', 'screenwriter', 'businessperson']",76,1.82,,nz,18000000,True
asa butterfield,male,1997-04-01,['actor'],26,1.78,,gb,5000000,True
gary oldman,male,1958-03-21,"['actor', 'musician', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']",65,1.74,,gb,40000000,True
jaz coleman,male,1960-02-26,"['musician', 'singer', 'songwriter', 'record_producer']",64,,,gb,3000000,True
jimmy page,male,1944-01-09,"['musician', 'record_producer', 'songwriter', 'guitarist', 'composer', 'singer-songwriter']",80,1.8,,gb,180000000,True
dennis quaid,male,1954-04-09,"['actor', 'musician', 'television_producer', 'voice_actor']",69,1.83,,us,30000000,True
josh gad,male,1981-02-23,"['actor', 'voice_actor', 'television_producer', 'screenwriter']",43,,,us,14000000,True
bryce dallas howard,female,1981-03-02,"['actor', 'film_director', 'screenwriter', 'film_producer']",43,1.73,,us,25000000,True
edgar ramirez,male,1977-03-25,['actor'],46,1.78,,ve,8000000,True
matthew mcconaughey,male,1969-11-04,"['actor', 'voice_actor', 'film_producer', 'film_director', 'television_producer']",54,1.82,,us,140000000,True
jodie whittaker,female,1982-01-03,['actor'],42,1.67,,gb,6000000,True
kristen stewart,female,1990-04-09,['actor'],33,1.65,,us,70000000,True
emma stone,female,1988-11-06,"['actor', 'voice_actor', 'model']",35,1.68,,us,30000000,True
rosemarie dewitt,female,1971-10-26,['actor'],52,1.68,,us,3000000,True
ryan gosling,male,1980-11-12,"['actor', 'musician', 'restaurateur', 'film_director', 'screenwriter', 'film_producer', 'activist']",43,1.84,,ca,70000000,True
brian cox,male,1946-06-01,"['actor', 'voice_actor', 'theatre_director']",77,1.76,,gb,10000000,True
emile hirsch,male,1985-03-13,['actor'],39,1.7,,us,16000000,True
ophelia lovibond,female,1986-02-19,['actor'],38,1.57,,gb,2000000,True
dane dehaan,male,1986-02-06,['actor'],38,1.7,,us,750000,True
elle fanning,female,1998-04-09,"['actor', 'voice_actor']",25,1.72,,us,6000000,True
john carroll lynch,male,1963-08-01,['actor'],60,1.91,,us,3000000,True
michael keaton,male,1951-09-05,"['actor', 'dancer', 'singer', 'comedian', 'voice_actor']",72,1.78,,us,40000000,True
nick offerman,male,1970-06-26,"['actor', 'writer', 'voice_actor', 'television_producer', 'carpenter', 'film_producer', 'screenwriter']",53,1.8,,us,25000000,True
james mcavoy,male,1979-04-21,"['actor', 'voice_actor']",44,1.7,,gb,17000000,True
carice van houten,female,1976-09-05,['actor'],47,1.69,,nl,5000000,True
dakota fanning,female,1994-02-23,"['actor', 'voice_actor']",30,1.63,,us,12000000,True
guy pearce,male,1967-10-05,"['actor', 'musician']",56,1.8,,au,20000000,True
dev patel,male,1990-04-23,"['actor', 'athlete']",33,1.87,,gb,10000000,True
nicole kidman,female,1967-06-20,"['singer', 'actor', 'film_producer']",56,1.8,,au,250000000,True
rooney mara,female,1985-04-17,['actor'],38,1.6,,us,16000000,True
octavia spencer,female,1970-05-25,"['actor', 'film_producer', 'film_director', 'screenwriter']",53,1.57,,us,14000000,True
adam driver,male,1983-11-19,['actor'],40,1.91,,us,16000000,True
golshifteh farahani,female,1983-07-10,"['actor', 'musician', 'singer']",40,1.69,,ir,1000000,True
david oyelowo,male,1976-04-01,"['actor', 'voice_actor', 'film_producer']",47,1.78,,gb,6000000,True
rosamund pike,female,1979-01-27,['actor'],45,1.74,,gb,9000000,True
tom felton,male,1987-09-22,"['actor', 'singer', 'voice_actor']",36,1.75,,gb,20000000,True
diego luna,male,1979-12-29,"['actor', 'film_producer', 'film_director', 'television_producer', 'presenter', 'voice_actor']",44,1.78,,mx,12000000,True
felicity jones,female,1983-10-17,['actor'],40,1.6,,gb,6000000,True
mark wahlberg,male,1971-06-05,"['film_producer', 'actor', 'model', 'musician', 'rapper', 'television_producer', 'singer', 'film_score_composer', 'songwriter']",52,1.73,,us,300000000,True
michelle monaghan,female,1976-03-23,"['actor', 'fashion_model', 'film_producer']",47,1.7,,us,16000000,True
james franco,male,1978-04-19,"['actor', 'author', 'film_director', 'screenwriter', 'film_producer', 'teacher', 'model', 'film_editor', 'poet']",45,1.8,,us,30000000,True
zoey deutch,female,1994-11-10,['actor'],29,1.63,,us,4000000,True
adam driver,male,1983-11-19,['actor'],40,1.91,,us,16000000,True
andrew garfield,male,1983-08-20,['actor'],40,1.79,,us,13000000,True
annette bening,female,1958-05-29,"['actor', 'voice_actor']",65,1.69,,us,70000000,True
elle fanning,female,1998-04-09,"['actor', 'voice_actor']",25,1.72,,us,6000000,True
greta gerwig,female,1983-08-04,"['actor', 'screenwriter', 'playwright', 'voice_actor', 'film_director']",40,1.73,,us,4000000,True
ben affleck,male,1972-08-15,"['actor', 'film_director', 'screenwriter', 'film_producer', 'television_producer', 'professional_poker_player', 'businessperson']",51,1.92,,us,150000000,True
brendan gleeson,male,1955-03-29,"['actor', 'teacher', 'voice_actor']",68,1.88,,ie,4000000,True
elle fanning,female,1998-04-09,"['actor', 'voice_actor']",25,1.72,,us,6000000,True
matthew mcconaughey,male,1969-11-04,"['actor', 'voice_actor', 'film_producer', 'film_director', 'television_producer']",54,1.82,,us,140000000,True
reese witherspoon,female,1976-03-22,"['actor', 'film_producer', 'businessperson', 'voice_actor']",47,1.56,,us,200000000,True
seth macfarlane,male,1973-10-26,"['actor', 'composer', 'animator', 'television_producer', 'voice_actor', 'comedian', 'singer', 'screenwriter', 'film_director', 'television_director']",50,1.78,,us,300000000,True
jessica chastain,female,1977-03-24,"['actor', 'film_producer']",46,1.63,,us,40000000,True
mark strong,male,1963-08-05,"['actor', 'voice_actor']",60,1.88,,gb,9000000,True
rebecca hall,female,1982-05-19,['actor'],41,1.75,,gb,7000000,True
tracy letts,male,1965-07-04,"['screenwriter', 'playwright', 'actor']",58,,,us,1000000,True
denzel washington,male,1954-12-28,"['actor', 'film_producer', 'film_director', 'spokesperson', 'voice_actor']",69,1.85,,us,250000000,True
viola davis,female,1965-08-11,"['actor', 'film_producer']",58,1.65,,us,25000000,True
chris pratt,male,1979-06-21,"['actor', 'singer']",44,1.88,,us,60000000,True
jennifer lawrence,female,1990-08-15,"['actor', 'model', 'film_producer']",33,1.75,,us,160000000,True
michael sheen,male,1969-02-05,"['actor', 'voice_actor', 'television_producer']",55,1.75,,gb,16000000,True
eddie redmayne,male,1982-01-06,"['actor', 'model', 'singer']",42,1.8,,gb,4000000,True
katherine waterston,female,1980,['actor'],,,,us,1000000,
edward norton,male,1969-08-18,"['film_producer', 'actor', 'film_director', 'screenwriter', 'voice_actor', 'environmentalist', 'journalist']",54,1.83,,us,300000000,True
kate winslet,female,1975-10-05,"['actor', 'singer', 'voice_actor']",48,1.69,,gb,65000000,True
will smith,male,1968-09-25,"['actor', 'film_producer', 'record_producer', 'television_producer', 'rapper', 'screenwriter']",55,1.88,,us,350000000,True
will smith (nfl),male,1981-07-04,['american_football_player'],42,1.91,,us,13000000,True
greta gerwig,female,1983-08-04,"['actor', 'screenwriter', 'playwright', 'voice_actor', 'film_director']",40,1.73,,us,4000000,True
natalie portman,female,1981-06-09,"['actor', 'model', 'film_producer', 'film_director', 'screenwriter']",42,1.6,,il,90000000,True
peter sarsgaard,male,1971-03-07,['actor'],53,1.83,,us,20000000,True
the rock dwayne johnson,male,1972-05-02,"['wrestler', 'american_football_player', 'actor', 'television_producer', 'author', 'athlete', 'film_producer', 'voice_actor']",51,1.96,,us,320000000,True
benedict cumberbatch,male,1976-07-19,"['actor', 'voice_actor']",47,1.83,,gb,40000000,True
chiwetel ejiofor,male,1977-07-10,"['actor', 'film_director', 'screenwriter']",46,1.78,,gb,12000000,True
mahershala ali,male,1974-02-16,"['actor', 'rapper']",50,1.87,,us,8000000,True
naomie harris,female,1976-09-06,['actor'],47,1.73,,gb,4000000,True
brad pitt,male,1963-12-18,"['actor', 'film_producer', 'voice_actor', 'television_producer']",60,1.8,,us,300000000,True
jared harris,male,1961-08-24,"['actor', 'voice_actor']",62,1.82,,gb,8000000,True
marion cotillard,female,1975-09-30,"['actor', 'singer', 'model', 'singer-songwriter']",48,1.69,,fr,40000000,True
amy adams,female,1974-08-20,"['actor', 'singer', 'dancer', 'voice_actor']",49,1.63,,us,60000000,True
jake gyllenhaal,male,1980-12-19,"['actor', 'film_producer']",43,1.83,,us,80000000,True
michael shannon,male,1974-08-07,"['actor', 'musician']",49,1.9,,us,8000000,True
sigourney weaver,female,1949-10-08,"['actor', 'voice_actor']",74,1.82,,us,60000000,True
casey affleck,male,1975-08-12,"['actor', 'film_director', 'screenwriter', 'film_producer', 'voice_actor', 'film_editor']",48,1.75,,us,20000000,True
kyle chandler,male,1965-09-17,"['actor', 'television_producer']",58,1.85,,us,9000000,True
michelle williams (destiny's child),female,1979-07-23,"['singer', 'actor', 'record_producer', 'dancer', 'songwriter']",44,1.75,,us,10000000,True
michelle williams,female,1980-09-09,['actor'],43,1.63,,us,30000000,True
andrew garfield,male,1983-08-20,['actor'],40,1.79,,us,13000000,True
sam worthington,male,1976-08-02,"['actor', 'film_producer']",47,1.78,,au,30000000,True
meryl streep,female,1949-06-22,"['actor', 'voice_actor', 'spokesperson']",74,1.68,,us,160000000,True
lyndsy fonseca,female,1987-01-07,['actor'],37,1.65,,us,2000000,True
aaron eckhart,male,1968-03-12,"['actor', 'film_producer']",56,1.83,,us,16000000,True
miles teller,male,1987-02-20,['actor'],37,1.83,,us,10000000,True
iggy pop,male,1947-04-21,"['songwriter', 'singer', 'film_score_composer', 'actor', 'musician', 'record_producer', 'voice_actor', 'composer']",76,1.71,,us,20000000,True
scott asheton,male,1949-08-16,"['musician', 'drummer']",64,,2014-03-15,us,2000000,False
blake jenner,male,1992-08-27,"['actor', 'singer']",31,1.85,,us,1500000,True
hailee steinfeld,female,1996-12-11,['actor'],27,1.7,,us,10000000,True
amy adams,female,1974-08-20,"['actor', 'singer', 'dancer', 'voice_actor']",49,1.63,,us,60000000,True
forest whitaker,male,1961-07-15,"['actor', 'film_director', 'film_producer', 'television_producer', 'voice_actor', 'screenwriter']",62,1.88,,us,30000000,True
jeremy renner,male,1971-01-07,"['actor', 'musician', 'singer-songwriter', 'film_producer', 'businessperson', 'voice_actor']",53,1.78,,us,80000000,True
jennifer saunders,female,1958-07-06,"['actor', 'comedian', 'screenwriter', 'voice_actor']",65,1.66,,gb,20000000,True
martin freeman,male,1971-09-08,"['actor', 'voice_actor']",52,1.69,,gb,20000000,True
diane kruger,female,1976-07-15,"['actor', 'fashion_model', 'ballet_dancer']",47,1.7,,de,24000000,True
guillaume canet,male,1973-04-10,"['actor', 'film_director', 'screenwriter', 'film_producer', 'entrepreneur']",50,1.8,,fr,10000000,True
garrett hedlund,male,1984-09-03,"['actor', 'model']",39,1.89,,us,8000000,True
joe alwyn,,,,,,,,4000000,
jamie dornan,male,1982-05-01,"['singer', 'model', 'actor', 'musician']",41,1.8,,gb,14000000,True
sarah gadon,female,1987-04-04,"['actor', 'voice_actor']",36,1.6,,ca,1000000,True
dakota fanning,female,1994-02-23,"['actor', 'voice_actor']",30,1.63,,us,12000000,True
ewan mcgregor,male,1971-03-31,"['actor', 'screenwriter', 'television_producer', 'singer', 'voice_actor']",52,1.79,,gb,25000000,True
jennifer connelly,female,1970-12-12,"['actor', 'model', 'voice_actor']",53,1.69,,us,50000000,True
jerry o'connell,male,1974-02-17,"['actor', 'television_producer', 'television_director', 'screenwriter', 'voice_actor', 'film_producer', 'film_director', 'model']",50,1.88,,us,20000000,True
rosario dawson,female,1979-05-09,"['actor', 'singer', 'writer', 'voice_actor', 'film_producer']",44,1.7,,us,8000000,True
danny glover,male,1946-07-22,"['actor', 'film_producer', 'voice_actor', 'television_producer', 'film_director', 'activist', 'singer']",77,1.92,,us,40000000,True
kimberly elise,female,1967-04-17,['actor'],56,1.69,,us,2000000,True
omar epps,male,1973-07-20,"['actor', 'film_producer', 'rapper', 'songwriter', 'record_producer']",50,1.78,,us,15000000,True
anna kendrick,female,1985-08-09,"['actor', 'singer', 'voice_actor']",38,1.57,,us,20000000,True
justin timberlake,male,1981-01-31,"['actor', 'record_producer', 'musician', 'businessperson', 'dancer', 'singer', 'television_producer', 'singer-songwriter', 'film_producer', 'voice_actor']",43,1.82,,us,250000000,True
nicholas braun,male,1988-05-01,['actor'],35,1.96,,us,3000000,True
zoey deutch,female,1994-11-10,['actor'],29,1.63,,us,4000000,True
cobie smulders,female,1982-04-03,"['model', 'actor']",41,1.73,,ca,18000000,True
tom cruise,male,1962-07-03,"['actor', 'film_producer', 'screenwriter', 'television_director']",61,1.7,,us,600000000,True
david oyelowo,male,1976-04-01,"['actor', 'voice_actor', 'film_producer']",47,1.78,,gb,6000000,True
lupita nyong'o,female,1983-03-01,"['film_director', 'actor', 'music_video_director']",41,,,ke,10000000,True
alicia vikander,female,1988-10-03,"['actor', 'dancer']",35,1.66,,se,8000000,True
michael fassbender,male,1977-04-02,"['actor', 'film_producer', 'businessperson']",46,1.83,,de,40000000,True
rachel weisz,female,1970-03-07,"['actor', 'fashion_model', 'voice_actor']",54,1.7,,us,36000000,True
elizabeth reaser,female,1975-06-15,['actor'],48,1.59,,us,2000000,True
felicity jones,female,1983-10-17,['actor'],40,1.6,,gb,6000000,True
irrfan khan,male,1967-01-07,"['actor', 'television_producer', 'television_director']",53,1.83,2020-04-29,in,50000000,False
tom hanks,male,1956-07-09,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']",67,1.83,,us,400000000,True
emily blunt,female,1983-02-23,['actor'],41,1.71,,gb,80000000,True
haley bennett,female,1988-01-07,"['singer', 'actor']",36,1.7,,us,2000000,True
rebecca ferguson,female,1983-10-19,"['actor', 'model']",40,,,se,6000000,True
noel clarke,male,1975-12-06,"['screenwriter', 'film_producer', 'actor', 'film_director']",48,1.75,,gb,3000000,True
kurt russell,male,1951-03-17,"['actor', 'screenwriter', 'voice_actor', 'film_producer']",73,1.8,,us,100000000,True
