height,is_alive,nationality,net_worth,birthday,occupation,gender,name,age,death
1.87,True,gb,5000000,1949-05-24,"['actor', 'voice_actor', 'screenwriter']",male,jim broadbent,74,
1.91,True,us,25000000,1978-07-21,"['actor', 'film_producer']",male,josh hartnett,45,
,True,nl,3000000,1981-07-18,"['actor', 'musician']",male,michiel huisman,42,
1.88,True,us,60000000,1979-06-21,"['actor', 'singer']",male,chris pratt,44,
1.7,True,us,35000000,1978-06-19,"['actor', 'voice_actor', 'film_producer']",female,zoe saldana,45,
1.85,True,us,60000000,1977-04-23,"['wrestler', 'singer', 'actor', 'rapper', 'musician', 'bodybuilder']",male,john cena,46,
1.79,True,ca,20000000,1929-12-13,"['voice_actor', 'actor']",male,christopher plummer,94,
1.85,True,au,3000000,1986-03-15,['actor'],male,jai courtney,38,
,True,gb,4000000,1989-04-05,['actor'],female,lily james,34,
1.65,True,us,10000000,1982-08-19,['actor'],female,erika christensen,41,
1.7,True,us,40000000,1941-01-14,"['actor', 'film_producer', 'television_producer']",female,faye dunaway,83,
1.88,True,us,2500000,1949-06-10,['actor'],male,frankie faison,74,
1.6,True,us,30000000,1982-07-24,"['actor', 'voice_actor']",female,elisabeth moss,41,
1.91,True,us,40000000,1967-10-04,"['actor', 'voice_actor', 'film_producer', 'film_director', 'screenwriter']",male,liev schreiber,56,
,,us,1000000,1980,['actor'],female,katherine waterston,,
1.83,True,de,40000000,1977-04-02,"['actor', 'film_producer', 'businessperson']",male,michael fassbender,46,
1.78,True,gb,2000000,1976-06-17,"['actor', 'martial_artist', 'stunt_performer']",male,scott adkins,47,
1.73,True,us,3000000,1979-03-24,"['actor', 'film_director', 'screenwriter', 'voice_actor', 'model', 'television_director', 'film_producer', 'editor']",female,lake bell,44,
1.79,True,us,5000000,1974-01-09,['actor'],male,omari hardwick,50,
1.79,True,us,40000000,1956-03-07,"['actor', 'voice_actor', 'television_director', 'television_producer', 'screenwriter', 'film_producer', 'film_director', 'writer']",male,bryan cranston,68,
1.73,True,us,80000000,1972-04-17,"['actor', 'television_producer', 'film_producer', 'spokesperson', 'businessperson', 'voice_actor', 'television_director']",female,jennifer garner,51,
1.85,True,gb,20000000,1980-04-10,"['actor', 'screenwriter']",male,charlie hunnam,43,
1.75,True,us,15000000,1934-03-26,"['actor', 'television_director', 'singer', 'musician', 'screenwriter', 'film_director']",male,alan arkin,89,
1.88,True,gb,75000000,1933-03-14,"['actor', 'author', 'film_producer', 'voice_actor', 'entrepreneur']",male,michael caine,91,
1.82,True,gb,5000000,1953-10-26,['actor'],male,roger allam,70,
1.73,True,us,60000000,1982-11-12,"['actor', 'voice_actor']",female,anne hathaway,41,
1.85,True,us,20000000,1975-09-18,"['actor', 'comedian', 'voice_actor', 'screenwriter']",male,jason sudeikis,48,
,True,us,3000000,1986-12-17,['actor'],female,emma bell,37,
1.6,True,us,165000000,1984-11-22,"['actor', 'singer', 'model', 'voice_actor']",female,scarlett johansson,39,
1.84,True,us,80000000,1981-06-13,"['actor', 'voice_actor', 'film_director', 'film_producer']",male,chris evans,42,
1.88,True,gb,120000000,1966-04-01,"['television_producer', 'radio_producer', 'radio_personality', 'businessperson', 'presenter', 'actor', 'voice_actor']",male,chris evans,57,
,,,2000000,,,,mckenna grace,,
1.83,True,us,60000000,1958-04-03,"['actor', 'television_producer', 'film_producer', 'voice_actor', 'author', 'comedian']",male,alec baldwin,65,
1.85,True,us,50000000,1967-11-13,"['comedian', 'talk_show_host', 'television_producer', 'actor', 'screenwriter', 'voice_actor', 'film_producer', 'singer']",male,jimmy kimmel,56,
1.75,True,us,35000000,1957-12-13,"['actor', 'film_producer', 'television_director', 'film_director', 'screenwriter', 'voice_actor', 'firefighter']",male,steve buscemi,66,
1.83,True,gb,19000000,1966-11-30,"['actor', 'comedian', 'salesman', 'radio_personality']",male,john bishop,57,
1.83,True,ca,2000000,1978-09-19,"['actor', 'singer', 'songwriter']",male,ramin karimloo,45,
1.65,True,us,3000000,1982-05-20,"['actor', 'singer']",female,sierra boggess,41,
1.85,True,in,400000000,1942-10-11,"['actor', 'musician', 'presenter', 'film_producer', 'singer', 'voice_actor', 'television_presenter', 'playback_singer']",male,amitabh bachchan,81,
1.7,True,in,2500000,1974-09-01,"['film_director', 'screenwriter', 'film_producer', 'lyricist', 'actor', 'presenter', 'writer']",male,farhan akhtar,49,
,,,4000000,,['actor'],female,charlotte le bon,,
1.83,True,gb,120000000,1974-01-30,"['actor', 'voice_actor']",male,christian bale,50,
1.74,True,us,10000000,1979-03-09,"['actor', 'singer', 'guitarist']",male,oscar isaac,45,
1.96,True,us,16000000,1986-08-28,['actor'],male,armie hammer,37,
1.7,True,us,25000000,1989-10-01,"['actor', 'singer-songwriter', 'musician', 'screenwriter', 'poet', 'film_director']",female,brie larson,34,
,True,za,15000000,1973-11-27,"['actor', 'film_director', 'film_producer']",male,sharlto copley,50,
1.85,True,us,5000000,1978-06-10,"['actor', 'model', 'comedian', 'film_producer']",male,dj qualls,45,
1.75,True,us,8000000,1981-05-12,['actor'],male,rami malek,42,
,True,au,5000000,1986-02-22,['actor'],male,josh helman,38,
1.88,True,gb,9000000,1979-02-28,['actor'],male,michael bisping,45,
1.85,True,gb,20000000,1980-04-10,"['actor', 'screenwriter']",male,charlie hunnam,43,
1.85,True,gb,100000000,1986-05-13,"['model', 'musician', 'actor', 'film_producer']",male,robert pattinson,37,
1.65,True,us,18000000,1981-12-28,"['actor', 'model', 'fashion_designer']",female,sienna miller,42,
1.96,True,us,320000000,1972-05-02,"['wrestler', 'american_football_player', 'actor', 'television_producer', 'author', 'athlete', 'film_producer', 'voice_actor']",male,the rock dwayne johnson,51,
1.78,True,gb,90000000,1967-07-26,"['actor', 'model', 'martial_artist', 'film_producer', 'voice_actor', 'diver']",male,jason statham,56,
1.82,True,us,225000000,1967-07-18,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']",male,vin diesel,56,
1.88,True,gb,8000000,1949-12-12,"['actor', 'voice_actor', 'film_score_composer', 'musician']",male,bill nighy,74,
1.7,True,gb,13000000,1986-02-02,"['actor', 'voice_actor']",female,gemma arterton,38,
1.74,True,es,50000000,1960-08-10,"['actor', 'voice_actor', 'film_producer', 'film_director', 'businessperson', 'singer', 'dancer', 'guitarist']",male,antonio banderas,63,
1.78,True,ie,8000000,1977-07-27,"['actor', 'model', 'singer']",male,jonathan rhys meyers,46,
,True,us,100000,1985-04-10,"['actor', 'film_director', 'film_producer', 'chauffeur', 'disc_jockey']",male,barkhad abdi,38,
1.6,True,us,6000000,1981-04-02,"['actor', 'musician', 'songwriter', 'television_director', 'television_producer', 'singer', 'writer', 'screenwriter', 'singer-songwriter']",female,bethany joy lenz,42,
1.83,True,us,3000000,1976-06-08,['actor'],male,eion bailey,47,
1.87,True,gb,25000000,1981-02-09,"['actor', 'voice_actor']",male,tom hiddleston,43,
1.83,True,us,16000000,1968-03-12,"['actor', 'film_producer']",male,aaron eckhart,56,
1.64,True,us,50000,1948-03-28,"['actor', 'voice_actor']",female,dianne wiest,75,
1.8,True,au,250000000,1967-06-20,"['singer', 'actor', 'film_producer']",female,nicole kidman,56,
1.75,True,ca,20000000,1988-06-07,"['actor', 'musician', 'voice_actor', 'screenwriter', 'film_director', 'television_producer', 'television_director', 'film_score_composer']",male,michael cera,35,
1.83,True,us,14000000,1954-12-18,"['actor', 'film_producer', 'voice_actor']",male,ray liotta,69,
1.91,True,us,45000000,1955-02-19,"['actor', 'musician', 'playwright', 'film_director', 'screenwriter', 'songwriter']",male,jeff daniels,69,
1.74,True,us,70000000,1931-01-05,"['actor', 'film_producer', 'film_director', 'screenwriter', 'television_producer', 'soldier', 'truck_driver']",male,robert duvall,93,
1.79,True,us,5000000,1952-07-11,"['actor', 'playwright']",male,stephen lang,71,
1.76,True,de,4000000,1978-06-16,['actor'],male,daniel bruhl,45,
1.63,True,us,40000000,1977-03-24,"['actor', 'film_producer']",female,jessica chastain,46,
,True,au,10000000,1947-06-23,"['actor', 'television_producer', 'film_producer']",male,bryan brown,76,
1.8,True,gb,12000000,1963-06-06,"['actor', 'television_producer', 'voice_actor']",male,jason isaacs,60,
1.76,True,de,4000000,1978-06-16,['actor'],male,daniel bruhl,45,
1.71,True,gb,50000000,1959-04-15,"['actor', 'comedian', 'screenwriter', 'author', 'voice_actor', 'film_producer']",female,emma thompson,64,
,,,2000000,,,,dacre montgomery,,
1.67,True,gb,3000000,1993-05-06,"['actor', 'musician', 'singer']",female,naomi scott,30,
1.88,True,us,40000000,1975-01-02,"['actor', 'comedian', 'screenwriter', 'film_director', 'voice_actor']",male,dax shepard,49,
1.7,True,us,12000000,1976-01-13,"['actor', 'musician', 'voice_actor']",male,michael pena,48,
1.93,True,us,14000000,1959-06-30,"['actor', 'film_producer', 'film_director', 'screenwriter', 'singer', 'teacher', 'spokesperson', 'voice_actor']",male,vincent d'onofrio,64,
1.75,True,gb,10000000,1942-09-29,"['actor', 'voice_actor', 'television_director', 'television_producer']",male,ian mcshane,81,
1.78,True,gb,5000000,1957-02-19,"['actor', 'voice_actor', 'film_producer', 'television_producer']",male,ray winstone,67,
1.87,True,us,8000000,1960-05-20,"['actor', 'television_director', 'voice_actor', 'film_director', 'film_producer']",male,tony goldwyn,63,
1.83,True,us,80000000,1980-12-19,"['actor', 'film_producer']",male,jake gyllenhaal,43,
,True,se,6000000,1983-10-19,"['actor', 'model']",female,rebecca ferguson,40,
1.88,True,ca,150000000,1976-10-23,"['actor', 'voice_actor', 'film_producer']",male,ryan reynolds,47,
1.5,True,us,10000000,1917-09-18,"['actor', 'voice_actor']",female,june foray,106,
,True,us,25000000,1908-05-30,"['comedian', 'voice_actor', 'actor']",male,mel blanc,115,
1.9,True,us,10000000,1969-10-28,"['musician', 'singer-songwriter', 'film_score_composer', 'guitarist', 'multi-instrumentalist', 'actor', 'producer']",male,ben harper,54,
1.85,False,au,16000000,1979-04-04,"['actor', 'music_video_director']",male,heath ledger,28,2008-01-22
1.75,True,ca,20000000,1988-06-07,"['actor', 'musician', 'voice_actor', 'screenwriter', 'film_director', 'television_producer', 'television_director', 'film_score_composer']",male,michael cera,35,
1.89,True,ca,20000000,1970-05-04,"['actor', 'voice_actor', 'television_producer', 'screenwriter', 'comedian']",male,will arnett,53,
1.75,True,gb,10000000,1942-09-29,"['actor', 'voice_actor', 'television_director', 'television_producer']",male,ian mcshane,81,
1.86,True,ca,360000000,1964-09-02,"['actor', 'voice_actor']",male,keanu reeves,59,
1.77,False,gb,50000000,1946-09-05,"['organist', 'keyboard_player', 'pianist', 'record_producer', 'singer-songwriter', 'singer', 'musician']",male,freddie mercury,45,1991-11-24
1.68,True,us,8000000,1976-03-26,"['actor', 'fashion_model', 'voice_actor']",female,amy smart,47,
1.85,True,us,75000000,1941-02-08,"['actor', 'comedian', 'voice_actor', 'model']",male,nick nolte,83,
1.83,True,us,2000000,1981-01-17,['actor'],male,scott mechlowicz,43,
1.61,True,us,12000000,1985-12-03,"['actor', 'singer', 'model']",female,amanda seyfried,38,
1.7,True,us,50000000,1934-04-24,"['actor', 'dancer', 'singer', 'author', 'screenwriter', 'film_producer', 'activist', 'film_director']",female,shirley maclaine,89,
1.6,True,gb,8000000,1976-02-23,"['actor', 'voice_actor']",female,kelly macdonald,48,
1.7,True,us,750000,1986-02-06,['actor'],male,dane dehaan,38,
1.8,True,gb,12000000,1963-06-06,"['actor', 'television_producer', 'voice_actor']",male,jason isaacs,60,
1.71,True,us,120000000,1940-02-28,"['race_car_driver', 'voice_actor']",male,mario andretti,84,
1.79,True,gb,25000000,1971-03-31,"['actor', 'screenwriter', 'television_producer', 'singer', 'voice_actor']",male,ewan mcgregor,52,
1.73,True,gb,5000000,1972-01-23,['actor'],male,ewen bremner,52,
1.8,True,gb,14000000,1972-11-15,['actor'],male,jonny lee miller,51,
1.78,True,us,3000000,1978-06-13,['actor'],male,ethan embry,45,
1.59,True,us,1000000,1978-12-07,['actor'],female,shiri appleby,45,
1.88,True,au,180000000,1968-10-12,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'singer', 'dancer']",male,hugh jackman,55,
1.78,True,gb,70000000,1940-07-13,"['actor', 'voice_actor', 'journalist', 'television_director', 'film_producer']",male,patrick stewart,83,
1.83,True,gb,4000000,1982-10-10,['actor'],male,dan stevens,41,
1.65,True,gb,80000000,1990-04-15,"['actor', 'model']",female,emma watson,33,
,,,500000,,['actor'],male,josh wiggins,,
1.57,True,us,14000000,1970-05-25,"['actor', 'film_producer', 'film_director', 'screenwriter']",female,octavia spencer,53,
1.78,True,au,30000000,1976-08-02,"['actor', 'film_producer']",male,sam worthington,47,
,True,us,3000000,1993-05-10,"['actor', 'singer']",female,halston sage,30,
1.63,True,us,4000000,1994-11-10,['actor'],female,zoey deutch,29,
1.68,True,us,8000000,1987-09-07,"['singer', 'actor', 'voice_actor', 'fashion_model']",female,evan rachel wood,36,
1.57,True,us,14000000,1958-03-20,"['actor', 'voice_actor', 'television_producer']",female,holly hunter,66,
1.66,True,us,12000000,1988-05-17,"['actor', 'screenwriter', 'model', 'singer-songwriter', 'music_video_director']",female,nikki reed,35,
1.67,True,us,5000000,1987-11-30,"['actor', 'comedian', 'musician']",female,allison williams,36,
1.8,True,us,11000000,1959-10-10,"['actor', 'television_producer', 'screenwriter']",male,bradley whitford,64,
,True,gb,15000000,1989-05-08,"['actor', 'comedian', 'screenwriter']",male,daniel kaluuya,34,
1.78,True,us,170000000,1970-10-08,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'spokesperson']",male,matt damon,53,
1.57,True,gb,60000000,1966-05-26,"['actor', 'singer', 'voice_actor']",female,helena bonham carter,57,
1.65,True,au,5000000,1955-04-23,['actor'],female,judy davis,68,
1.82,True,nz,18000000,1947-09-14,"['actor', 'voice_actor', 'film_director', 'screenwriter', 'businessperson']",male,sam neill,76,
1.78,True,gb,5000000,1997-04-01,['actor'],male,asa butterfield,26,
1.74,True,gb,40000000,1958-03-21,"['actor', 'musician', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']",male,gary oldman,65,
,True,gb,3000000,1960-02-26,"['musician', 'singer', 'songwriter', 'record_producer']",male,jaz coleman,64,
1.8,True,gb,180000000,1944-01-09,"['musician', 'record_producer', 'songwriter', 'guitarist', 'composer', 'singer-songwriter']",male,jimmy page,80,
1.83,True,us,30000000,1954-04-09,"['actor', 'musician', 'television_producer', 'voice_actor']",male,dennis quaid,69,
,True,us,14000000,1981-02-23,"['actor', 'voice_actor', 'television_producer', 'screenwriter']",male,josh gad,43,
1.73,True,us,25000000,1981-03-02,"['actor', 'film_director', 'screenwriter', 'film_producer']",female,bryce dallas howard,43,
1.78,True,ve,8000000,1977-03-25,['actor'],male,edgar ramirez,46,
1.82,True,us,140000000,1969-11-04,"['actor', 'voice_actor', 'film_producer', 'film_director', 'television_producer']",male,matthew mcconaughey,54,
1.67,True,gb,6000000,1982-01-03,['actor'],female,jodie whittaker,42,
1.65,True,us,70000000,1990-04-09,['actor'],female,kristen stewart,33,
1.68,True,us,30000000,1988-11-06,"['actor', 'voice_actor', 'model']",female,emma stone,35,
1.68,True,us,3000000,1971-10-26,['actor'],female,rosemarie dewitt,52,
1.84,True,ca,70000000,1980-11-12,"['actor', 'musician', 'restaurateur', 'film_director', 'screenwriter', 'film_producer', 'activist']",male,ryan gosling,43,
1.76,True,gb,10000000,1946-06-01,"['actor', 'voice_actor', 'theatre_director']",male,brian cox,77,
1.7,True,us,16000000,1985-03-13,['actor'],male,emile hirsch,39,
1.57,True,gb,2000000,1986-02-19,['actor'],female,ophelia lovibond,38,
1.7,True,us,750000,1986-02-06,['actor'],male,dane dehaan,38,
1.72,True,us,6000000,1998-04-09,"['actor', 'voice_actor']",female,elle fanning,25,
1.91,True,us,3000000,1963-08-01,['actor'],male,john carroll lynch,60,
1.78,True,us,40000000,1951-09-05,"['actor', 'dancer', 'singer', 'comedian', 'voice_actor']",male,michael keaton,72,
1.8,True,us,25000000,1970-06-26,"['actor', 'writer', 'voice_actor', 'television_producer', 'carpenter', 'film_producer', 'screenwriter']",male,nick offerman,53,
1.7,True,gb,17000000,1979-04-21,"['actor', 'voice_actor']",male,james mcavoy,44,
1.69,True,nl,5000000,1976-09-05,['actor'],female,carice van houten,47,
1.63,True,us,12000000,1994-02-23,"['actor', 'voice_actor']",female,dakota fanning,30,
1.8,True,au,20000000,1967-10-05,"['actor', 'musician']",male,guy pearce,56,
1.87,True,gb,10000000,1990-04-23,"['actor', 'athlete']",male,dev patel,33,
1.8,True,au,250000000,1967-06-20,"['singer', 'actor', 'film_producer']",female,nicole kidman,56,
1.6,True,us,16000000,1985-04-17,['actor'],female,rooney mara,38,
1.57,True,us,14000000,1970-05-25,"['actor', 'film_producer', 'film_director', 'screenwriter']",female,octavia spencer,53,
1.91,True,us,16000000,1983-11-19,['actor'],male,adam driver,40,
1.69,True,ir,1000000,1983-07-10,"['actor', 'musician', 'singer']",female,golshifteh farahani,40,
1.78,True,gb,6000000,1976-04-01,"['actor', 'voice_actor', 'film_producer']",male,david oyelowo,47,
1.74,True,gb,9000000,1979-01-27,['actor'],female,rosamund pike,45,
1.75,True,gb,20000000,1987-09-22,"['actor', 'singer', 'voice_actor']",male,tom felton,36,
1.78,True,mx,12000000,1979-12-29,"['actor', 'film_producer', 'film_director', 'television_producer', 'presenter', 'voice_actor']",male,diego luna,44,
1.6,True,gb,6000000,1983-10-17,['actor'],female,felicity jones,40,
1.73,True,us,300000000,1971-06-05,"['film_producer', 'actor', 'model', 'musician', 'rapper', 'television_producer', 'singer', 'film_score_composer', 'songwriter']",male,mark wahlberg,52,
1.7,True,us,16000000,1976-03-23,"['actor', 'fashion_model', 'film_producer']",female,michelle monaghan,47,
1.8,True,us,30000000,1978-04-19,"['actor', 'author', 'film_director', 'screenwriter', 'film_producer', 'teacher', 'model', 'film_editor', 'poet']",male,james franco,45,
1.63,True,us,4000000,1994-11-10,['actor'],female,zoey deutch,29,
1.91,True,us,16000000,1983-11-19,['actor'],male,adam driver,40,
1.79,True,us,13000000,1983-08-20,['actor'],male,andrew garfield,40,
1.69,True,us,70000000,1958-05-29,"['actor', 'voice_actor']",female,annette bening,65,
1.72,True,us,6000000,1998-04-09,"['actor', 'voice_actor']",female,elle fanning,25,
1.73,True,us,4000000,1983-08-04,"['actor', 'screenwriter', 'playwright', 'voice_actor', 'film_director']",female,greta gerwig,40,
1.92,True,us,150000000,1972-08-15,"['actor', 'film_director', 'screenwriter', 'film_producer', 'television_producer', 'professional_poker_player', 'businessperson']",male,ben affleck,51,
1.88,True,ie,4000000,1955-03-29,"['actor', 'teacher', 'voice_actor']",male,brendan gleeson,68,
1.72,True,us,6000000,1998-04-09,"['actor', 'voice_actor']",female,elle fanning,25,
1.82,True,us,140000000,1969-11-04,"['actor', 'voice_actor', 'film_producer', 'film_director', 'television_producer']",male,matthew mcconaughey,54,
1.56,True,us,200000000,1976-03-22,"['actor', 'film_producer', 'businessperson', 'voice_actor']",female,reese witherspoon,47,
1.78,True,us,300000000,1973-10-26,"['actor', 'composer', 'animator', 'television_producer', 'voice_actor', 'comedian', 'singer', 'screenwriter', 'film_director', 'television_director']",male,seth macfarlane,50,
1.63,True,us,40000000,1977-03-24,"['actor', 'film_producer']",female,jessica chastain,46,
1.88,True,gb,9000000,1963-08-05,"['actor', 'voice_actor']",male,mark strong,60,
1.75,True,gb,7000000,1982-05-19,['actor'],female,rebecca hall,41,
,True,us,1000000,1965-07-04,"['screenwriter', 'playwright', 'actor']",male,tracy letts,58,
1.85,True,us,250000000,1954-12-28,"['actor', 'film_producer', 'film_director', 'spokesperson', 'voice_actor']",male,denzel washington,69,
1.65,True,us,25000000,1965-08-11,"['actor', 'film_producer']",female,viola davis,58,
1.88,True,us,60000000,1979-06-21,"['actor', 'singer']",male,chris pratt,44,
1.75,True,us,160000000,1990-08-15,"['actor', 'model', 'film_producer']",female,jennifer lawrence,33,
1.75,True,gb,16000000,1969-02-05,"['actor', 'voice_actor', 'television_producer']",male,michael sheen,55,
1.8,True,gb,4000000,1982-01-06,"['actor', 'model', 'singer']",male,eddie redmayne,42,
,,us,1000000,1980,['actor'],female,katherine waterston,,
1.83,True,us,300000000,1969-08-18,"['film_producer', 'actor', 'film_director', 'screenwriter', 'voice_actor', 'environmentalist', 'journalist']",male,edward norton,54,
1.69,True,gb,65000000,1975-10-05,"['actor', 'singer', 'voice_actor']",female,kate winslet,48,
1.88,True,us,350000000,1968-09-25,"['actor', 'film_producer', 'record_producer', 'television_producer', 'rapper', 'screenwriter']",male,will smith,55,
1.91,True,us,13000000,1981-07-04,['american_football_player'],male,will smith (nfl),42,
1.73,True,us,4000000,1983-08-04,"['actor', 'screenwriter', 'playwright', 'voice_actor', 'film_director']",female,greta gerwig,40,
1.6,True,il,90000000,1981-06-09,"['actor', 'model', 'film_producer', 'film_director', 'screenwriter']",female,natalie portman,42,
1.83,True,us,20000000,1971-03-07,['actor'],male,peter sarsgaard,53,
1.96,True,us,320000000,1972-05-02,"['wrestler', 'american_football_player', 'actor', 'television_producer', 'author', 'athlete', 'film_producer', 'voice_actor']",male,the rock dwayne johnson,51,
1.83,True,gb,40000000,1976-07-19,"['actor', 'voice_actor']",male,benedict cumberbatch,47,
1.78,True,gb,12000000,1977-07-10,"['actor', 'film_director', 'screenwriter']",male,chiwetel ejiofor,46,
1.87,True,us,8000000,1974-02-16,"['actor', 'rapper']",male,mahershala ali,50,
1.73,True,gb,4000000,1976-09-06,['actor'],female,naomie harris,47,
1.8,True,us,300000000,1963-12-18,"['actor', 'film_producer', 'voice_actor', 'television_producer']",male,brad pitt,60,
1.82,True,gb,8000000,1961-08-24,"['actor', 'voice_actor']",male,jared harris,62,
1.69,True,fr,40000000,1975-09-30,"['actor', 'singer', 'model', 'singer-songwriter']",female,marion cotillard,48,
1.63,True,us,60000000,1974-08-20,"['actor', 'singer', 'dancer', 'voice_actor']",female,amy adams,49,
1.83,True,us,80000000,1980-12-19,"['actor', 'film_producer']",male,jake gyllenhaal,43,
1.9,True,us,8000000,1974-08-07,"['actor', 'musician']",male,michael shannon,49,
1.82,True,us,60000000,1949-10-08,"['actor', 'voice_actor']",female,sigourney weaver,74,
1.75,True,us,20000000,1975-08-12,"['actor', 'film_director', 'screenwriter', 'film_producer', 'voice_actor', 'film_editor']",male,casey affleck,48,
1.85,True,us,9000000,1965-09-17,"['actor', 'television_producer']",male,kyle chandler,58,
1.75,True,us,10000000,1979-07-23,"['singer', 'actor', 'record_producer', 'dancer', 'songwriter']",female,michelle williams (destiny's child),44,
1.63,True,us,30000000,1980-09-09,['actor'],female,michelle williams,43,
1.79,True,us,13000000,1983-08-20,['actor'],male,andrew garfield,40,
1.78,True,au,30000000,1976-08-02,"['actor', 'film_producer']",male,sam worthington,47,
1.68,True,us,160000000,1949-06-22,"['actor', 'voice_actor', 'spokesperson']",female,meryl streep,74,
1.65,True,us,2000000,1987-01-07,['actor'],female,lyndsy fonseca,37,
1.83,True,us,16000000,1968-03-12,"['actor', 'film_producer']",male,aaron eckhart,56,
1.83,True,us,10000000,1987-02-20,['actor'],male,miles teller,37,
1.71,True,us,20000000,1947-04-21,"['songwriter', 'singer', 'film_score_composer', 'actor', 'musician', 'record_producer', 'voice_actor', 'composer']",male,iggy pop,76,
,False,us,2000000,1949-08-16,"['musician', 'drummer']",male,scott asheton,64,2014-03-15
1.85,True,us,1500000,1992-08-27,"['actor', 'singer']",male,blake jenner,31,
1.7,True,us,10000000,1996-12-11,['actor'],female,hailee steinfeld,27,
1.63,True,us,60000000,1974-08-20,"['actor', 'singer', 'dancer', 'voice_actor']",female,amy adams,49,
1.88,True,us,30000000,1961-07-15,"['actor', 'film_director', 'film_producer', 'television_producer', 'voice_actor', 'screenwriter']",male,forest whitaker,62,
1.78,True,us,80000000,1971-01-07,"['actor', 'musician', 'singer-songwriter', 'film_producer', 'businessperson', 'voice_actor']",male,jeremy renner,53,
1.66,True,gb,20000000,1958-07-06,"['actor', 'comedian', 'screenwriter', 'voice_actor']",female,jennifer saunders,65,
1.69,True,gb,20000000,1971-09-08,"['actor', 'voice_actor']",male,martin freeman,52,
1.7,True,de,24000000,1976-07-15,"['actor', 'fashion_model', 'ballet_dancer']",female,diane kruger,47,
1.8,True,fr,10000000,1973-04-10,"['actor', 'film_director', 'screenwriter', 'film_producer', 'entrepreneur']",male,guillaume canet,50,
1.89,True,us,8000000,1984-09-03,"['actor', 'model']",male,garrett hedlund,39,
,,,4000000,,,,joe alwyn,,
1.8,True,gb,14000000,1982-05-01,"['singer', 'model', 'actor', 'musician']",male,jamie dornan,41,
1.6,True,ca,1000000,1987-04-04,"['actor', 'voice_actor']",female,sarah gadon,36,
1.63,True,us,12000000,1994-02-23,"['actor', 'voice_actor']",female,dakota fanning,30,
1.79,True,gb,25000000,1971-03-31,"['actor', 'screenwriter', 'television_producer', 'singer', 'voice_actor']",male,ewan mcgregor,52,
1.69,True,us,50000000,1970-12-12,"['actor', 'model', 'voice_actor']",female,jennifer connelly,53,
1.88,True,us,20000000,1974-02-17,"['actor', 'television_producer', 'television_director', 'screenwriter', 'voice_actor', 'film_producer', 'film_director', 'model']",male,jerry o'connell,50,
1.7,True,us,8000000,1979-05-09,"['actor', 'singer', 'writer', 'voice_actor', 'film_producer']",female,rosario dawson,44,
1.92,True,us,40000000,1946-07-22,"['actor', 'film_producer', 'voice_actor', 'television_producer', 'film_director', 'activist', 'singer']",male,danny glover,77,
1.69,True,us,2000000,1967-04-17,['actor'],female,kimberly elise,56,
1.78,True,us,15000000,1973-07-20,"['actor', 'film_producer', 'rapper', 'songwriter', 'record_producer']",male,omar epps,50,
1.57,True,us,20000000,1985-08-09,"['actor', 'singer', 'voice_actor']",female,anna kendrick,38,
1.82,True,us,250000000,1981-01-31,"['actor', 'record_producer', 'musician', 'businessperson', 'dancer', 'singer', 'television_producer', 'singer-songwriter', 'film_producer', 'voice_actor']",male,justin timberlake,43,
1.96,True,us,3000000,1988-05-01,['actor'],male,nicholas braun,35,
1.63,True,us,4000000,1994-11-10,['actor'],female,zoey deutch,29,
1.73,True,ca,18000000,1982-04-03,"['model', 'actor']",female,cobie smulders,41,
1.7,True,us,600000000,1962-07-03,"['actor', 'film_producer', 'screenwriter', 'television_director']",male,tom cruise,61,
1.78,True,gb,6000000,1976-04-01,"['actor', 'voice_actor', 'film_producer']",male,david oyelowo,47,
,True,ke,10000000,1983-03-01,"['film_director', 'actor', 'music_video_director']",female,lupita nyong'o,41,
1.66,True,se,8000000,1988-10-03,"['actor', 'dancer']",female,alicia vikander,35,
1.83,True,de,40000000,1977-04-02,"['actor', 'film_producer', 'businessperson']",male,michael fassbender,46,
1.7,True,us,36000000,1970-03-07,"['actor', 'fashion_model', 'voice_actor']",female,rachel weisz,54,
1.59,True,us,2000000,1975-06-15,['actor'],female,elizabeth reaser,48,
1.6,True,gb,6000000,1983-10-17,['actor'],female,felicity jones,40,
1.83,False,in,50000000,1967-01-07,"['actor', 'television_producer', 'television_director']",male,irrfan khan,53,2020-04-29
1.83,True,us,400000000,1956-07-09,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']",male,tom hanks,67,
1.71,True,gb,80000000,1983-02-23,['actor'],female,emily blunt,41,
1.7,True,us,2000000,1988-01-07,"['singer', 'actor']",female,haley bennett,36,
,True,se,6000000,1983-10-19,"['actor', 'model']",female,rebecca ferguson,40,
1.75,True,gb,3000000,1975-12-06,"['screenwriter', 'film_producer', 'actor', 'film_director']",male,noel clarke,48,
1.8,True,us,100000000,1951-03-17,"['actor', 'screenwriter', 'voice_actor', 'film_producer']",male,kurt russell,73,
