name,gender,birthday,occupation,age,height,death,nationality,net_worth,is_alive
wolfgang petersen,male,1941-03-14,"['film_director', 'film_producer', 'screenwriter', 'television_director']",83,1.8,,de,20000000,True
roland emmerich,male,1955-11-10,"['film_director', 'film_producer', 'screenwriter', 'television_producer']",68,,,de,200000000,True
mel gibson,male,1956-01-03,"['actor', 'screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director', 'voice_actor']",68,1.77,,us,425000000,True
nick cassavetes,male,1959-05-21,"['actor', 'film_director', 'screenwriter']",64,1.98,,us,40000000,True
adam mckay,male,1968-04-17,"['screenwriter', 'actor', 'film_director', 'comedian', 'television_producer', 'television_director', 'film_producer']",55,1.96,,us,40000000,True
joel schumacher,male,1939-08-29,"['screenwriter', 'film_director', 'film_producer', 'costume_designer', 'television_director', 'television_producer', 'writer']",80,1.91,2020-06-22,us,80000000,False
nick cassavetes,male,1959-05-21,"['actor', 'film_director', 'screenwriter']",64,1.98,,us,40000000,True
ryan murphy,male,1965-11-30,"['screenwriter', 'film_producer', 'television_director', 'television_producer', 'film_director', 'writer']",58,,,us,150000000,True
paul haggis,male,1953-03-10,"['screenwriter', 'film_director', 'film_producer', 'television_director', 'television_producer']",71,1.83,,ca,60000000,True
terrence malick,male,1943-11-30,"['screenwriter', 'film_director', 'film_producer', 'actor', 'journalist', 'author']",80,1.7,,us,15000000,True
stephen sommers,male,1962-03-20,"['screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director', 'actor']",62,1.88,,us,20000000,True
george clooney,male,1961-05-06,"['actor', 'film_producer', 'film_director', 'television_producer', 'television_director', 'voice_actor', 'screenwriter']",62,1.8,,us,500000000,True
frank darabont,male,1959-01-28,"['film_director', 'screenwriter', 'film_producer', 'television_director', 'actor', 'television_producer']",65,,,us,15000000,True
grant heslov,male,1963-05-15,"['screenwriter', 'actor', 'film_producer', 'film_director', 'television_director', 'television_producer']",60,1.75,,us,20000000,True
simon west,male,1961,"['film_director', 'film_producer', 'television_producer', 'film_editor', 'music_video_director']",,,,gb,15000000,
lana wachowski,female,1965-06-21,"['film_director', 'screenwriter', 'film_producer', 'writer', 'comic_book_creator']",58,,,us,125000000,True
lana wachowski,female,1965-06-21,"['film_director', 'screenwriter', 'film_producer', 'writer', 'comic_book_creator']",58,,,us,125000000,True
paul thomas anderson,male,1970-06-26,"['screenwriter', 'film_producer', 'film_director', 'actor']",53,,,us,70000000,True
frank darabont,male,1959-01-28,"['film_director', 'screenwriter', 'film_producer', 'television_director', 'actor', 'television_producer']",65,,,us,15000000,True
rob reiner,male,1947-03-06,"['film_director', 'actor', 'film_producer', 'screenwriter', 'activist']",77,1.88,,us,200000000,True
peter jackson,male,1961-10-31,"['screenwriter', 'film_producer', 'film_director', 'actor']",62,1.69,,nz,500000000,True
peter jackson,male,1961-10-31,"['screenwriter', 'film_producer', 'film_director', 'actor']",62,1.69,,nz,500000000,True
peter jackson,male,1961-10-31,"['screenwriter', 'film_producer', 'film_director', 'actor']",62,1.69,,nz,500000000,True
peter jackson,male,1961-10-31,"['screenwriter', 'film_producer', 'film_director', 'actor']",62,1.69,,nz,500000000,True
gore verbinski,male,1964-03-16,"['film_director', 'screenwriter', 'musician', 'film_producer', 'music_video_director']",60,,,us,130000000,True
erik van looy,male,1962-04-26,,61,,,be,10000000,True
wes anderson,male,1969-05-01,"['screenwriter', 'film_director', 'film_producer', 'actor', 'voice_actor']",54,1.85,,us,50000000,True
phil lord,male,1975-07-12,"['film_director', 'actor', 'screenwriter', 'film_producer', 'voice_actor']",48,,,us,50000000,True
john glenn,male,1921-07-18,"['politician', 'astronaut', 'united_states_naval_aviator']",102,,,us,5000000,True
edward zwick,male,1952-10-08,"['businessperson', 'film_director', 'screenwriter', 'film_producer', 'actor', 'television_producer', 'television_director']",71,1.7,,us,20000000,True
tom hooper,male,1972-10-01,"['film_director', 'television_director', 'film_producer', 'screenwriter']",51,,,au,20000000,True
peter bergman,male,1953-06-11,['actor'],70,,,us,10000000,True
peter berg,male,1962-03-11,"['actor', 'film_director', 'film_producer', 'screenwriter', 'television_director', 'television_producer']",62,1.85,,us,40000000,True
harald zwart,male,1965-07-01,"['film_director', 'film_producer', 'screenwriter', 'actor', 'television_director']",58,1.72,,no,4000000,True
michael bay,male,1965-02-17,"['film_director', 'film_producer', 'actor', 'music_video_director', 'television_producer', 'businessperson']",59,1.85,,us,450000000,True
ralph fiennes,male,1962-12-22,"['actor', 'voice_actor', 'film_producer', 'film_director']",61,1.83,,gb,30000000,True
ricky gervais,male,1961-06-25,"['author', 'comedian', 'actor', 'television_director', 'television_producer', 'screenwriter', 'writer', 'film_director', 'film_producer', 'disc_jockey']",62,1.73,,gb,140000000,True
evan goldberg,male,1982,"['screenwriter', 'film_producer', 'film_director', 'actor']",,,,ca,40000000,
sydney pollack,male,1934-07-01,"['film_producer', 'film_director', 'actor', 'television_producer', 'television_director', 'voice_actor']",73,1.82,2008-05-26,us,16000000,False
shawn levy,male,1968-07-23,"['actor', 'film_director', 'film_producer', 'television_producer', 'television_director']",55,,,us,50000000,True
brad bird,male,1957-09-24,"['actor', 'film_director', 'screenwriter', 'animator', 'writer', 'voice_actor', 'film_producer', 'television_director']",66,,,us,40000000,True
louis leterrier,,,,,,,,14000000,
george clooney,male,1961-05-06,"['actor', 'film_producer', 'film_director', 'television_producer', 'television_director', 'voice_actor', 'screenwriter']",62,1.8,,us,500000000,True
kathryn bigelow,female,1951-11-27,"['film_director', 'screenwriter', 'film_producer', 'actor', 'television_director']",72,1.82,,us,40000000,True
gary rossington,male,1951-12-04,['guitarist'],72,,,us,40000000,True
gary ross,male,1956-11-03,"['screenwriter', 'film_director', 'actor', 'film_producer', 'writer']",67,,,us,10000000,True
tommy lee jones,male,1946-09-15,"['film_director', 'actor', 'film_producer', 'screenwriter', 'voice_actor']",77,1.83,,us,90000000,True
nancy meyers,female,1949-12-08,"['screenwriter', 'film_director', 'film_producer', 'writer']",74,1.55,,us,10000000,True
peter jackson,male,1961-10-31,"['screenwriter', 'film_producer', 'film_director', 'actor']",62,1.69,,nz,500000000,True
peter jackson,male,1961-10-31,"['screenwriter', 'film_producer', 'film_director', 'actor']",62,1.69,,nz,500000000,True
peter jackson,male,1961-10-31,"['screenwriter', 'film_producer', 'film_director', 'actor']",62,1.69,,nz,500000000,True
paul feig,male,1962-09-17,"['actor', 'film_director', 'television_producer', 'television_director', 'screenwriter', 'author']",61,1.83,,us,20000000,True
todd phillips,male,1970-12-20,"['film_director', 'screenwriter', 'film_producer', 'actor']",53,1.83,,us,200000000,True
todd phillips,male,1970-12-20,"['film_director', 'screenwriter', 'film_producer', 'actor']",53,1.83,,us,200000000,True
joe carnahan,male,1969-05-09,"['film_director', 'screenwriter', 'film_producer', 'writer', 'actor']",54,1.83,,us,13000000,True
bill paxton,male,1955-05-17,"['film_director', 'actor', 'film_producer']",61,1.8,2017-02-25,us,40000000,False
baz luhrmann,male,1962-09-17,"['screenwriter', 'film_director', 'film_producer', 'actor']",61,,,au,20000000,True
denzel washington,male,1954-12-28,"['actor', 'film_producer', 'film_director', 'spokesperson', 'voice_actor']",69,1.85,,us,250000000,True
wes anderson,male,1969-05-01,"['screenwriter', 'film_director', 'film_producer', 'actor', 'voice_actor']",54,1.85,,us,50000000,True
robert de niro,male,1943-08-17,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",80,1.77,,us,500000000,True
david fincher,male,1962-08-28,"['film_director', 'film_producer', 'music_video_director', 'television_producer', 'actor', 'television_director', 'screenwriter']",61,1.84,,us,75000000,True
sam raimi,male,1959-10-23,"['film_director', 'screenwriter', 'actor', 'television_producer', 'film_producer']",64,1.8,,us,60000000,True
roman polanski,male,1933-08-18,"['film_director', 'actor', 'screenwriter', 'film_producer', 'writer']",90,1.65,,fr,50000000,True
scott walker,,,,,,,,300000,
darren aronofsky,male,1969-02-12,"['film_director', 'film_producer', 'screenwriter', 'actor']",55,1.83,,us,25000000,True
edward burns,male,1968-01-29,"['actor', 'film_director', 'film_producer', 'screenwriter', 'television_director', 'television_producer']",56,1.85,,us,40000000,True
bill condon,male,1955-10-22,"['screenwriter', 'film_director', 'film_producer', 'writer', 'actor']",68,1.65,,us,5000000,True
justin lin,male,,"['film_director', 'film_producer', 'screenwriter', 'television_producer', 'film_editor', 'television_director', 'cinematographer']",,,,us,50000000,
rob cohen,male,1949-03-12,"['screenwriter', 'film_producer', 'film_director', 'actor', 'television_producer', 'television_director']",75,,,us,40000000,True
brett ratner,male,1969-03-28,"['film_director', 'film_producer', 'television_producer', 'music_video_director', 'actor', 'television_director']",54,1.73,,us,85000000,True
luc besson,male,1959-03-18,"['screenwriter', 'film_producer', 'film_director', 'television_producer', 'actor']",65,1.73,,fr,100000000,True
tarsem singh,male,1961-05-26,['film_director'],62,,,in,10000000,True
sylvester stallone,male,1946-07-06,"['screenwriter', 'actor', 'film_director', 'television_producer', 'film_producer', 'voice_actor']",77,1.77,,us,400000000,True
simon west,male,1961,"['film_director', 'film_producer', 'television_producer', 'film_editor', 'music_video_director']",,,,gb,15000000,
scott derrickson,male,,"['film_director', 'screenwriter', 'film_producer']",,,,us,8000000,
antoine fuqua,male,1966-01-19,"['film_director', 'film_producer', 'music_video_director']",58,,,us,25000000,True
ari sandel,male,,"['film_director', 'film_producer']",,,,us,1000000,
bernardo bertolucci,male,1941-03-16,"['film_director', 'screenwriter', 'writer', 'film_producer', 'actor']",77,,2018-11-26,it,40000000,False
richard ayoade,male,1977-06-12,"['actor', 'comedian', 'television_director', 'screenwriter']",46,1.88,,gb,2000000,True
larry charles,male,1956-02-20,"['television_producer', 'film_director', 'television_director', 'screenwriter', 'actor']",68,,,us,100000000,True
alexander payne,male,1961-02-10,"['film_producer', 'television_producer', 'film_director', 'screenwriter', 'author']",63,,,us,25000000,True
martin scorsese,male,1942-11-17,"['film_producer', 'actor', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'film_editor', 'film_historian']",81,1.63,,us,150000000,True
john madden,male,1936-04-10,"['american_football_player', 'american_football_coach']",87,1.93,,us,200000000,True
roland emmerich,male,1955-11-10,"['film_director', 'film_producer', 'screenwriter', 'television_producer']",68,,,de,200000000,True
christopher nolan,male,1970-07-30,"['screenwriter', 'film_producer', 'film_director', 'cinematographer', 'editor', 'film_editor']",53,1.8,,us,250000000,True
christopher nolan,male,1970-07-30,"['screenwriter', 'film_producer', 'film_director', 'cinematographer', 'editor', 'film_editor']",53,1.8,,us,250000000,True
ron howard,male,1954-03-01,"['actor', 'film_producer', 'film_director', 'television_producer', 'screenwriter', 'voice_actor', 'television_director']",70,1.75,,us,200000000,True
david fincher,male,1962-08-28,"['film_director', 'film_producer', 'music_video_director', 'television_producer', 'actor', 'television_director', 'screenwriter']",61,1.84,,us,75000000,True
robert redford,male,1937-08-18,"['actor', 'film_producer', 'film_director', 'businessperson', 'television_producer', 'activist', 'environmentalist', 'philanthropist']",86,1.79,,us,200000000,True
james wan,male,1977-02-26,"['film_director', 'film_producer', 'screenwriter', 'film_editor']",47,1.68,,my,70000000,True
robert redford,male,1937-08-18,"['actor', 'film_producer', 'film_director', 'businessperson', 'television_producer', 'activist', 'environmentalist', 'philanthropist']",86,1.79,,us,200000000,True
david jason,male,1940-02-02,"['actor', 'voice_actor', 'television_producer']",84,1.68,,gb,10000000,True
jay roach,male,1957-06-14,"['film_director', 'film_producer', 'screenwriter', 'cinematographer']",66,1.84,,us,100000000,True
rob reiner,male,1947-03-06,"['film_director', 'actor', 'film_producer', 'screenwriter', 'activist']",77,1.88,,us,200000000,True
brian johnson,male,1947-10-05,"['singer', 'singer-songwriter', 'film_score_composer', 'actor', 'lyricist']",76,1.65,,gb,90000000,True
rian johnson,male,1973-12-17,"['screenwriter', 'film_director', 'film_producer', 'film_editor']",50,1.68,,us,20000000,True
paul greengrass,male,1955-08-13,"['screenwriter', 'film_director', 'television_producer', 'journalist', 'television_director', 'film_producer']",68,,,gb,20000000,True
paul greengrass,male,1955-08-13,"['screenwriter', 'film_director', 'television_producer', 'journalist', 'television_director', 'film_producer']",68,,,gb,20000000,True
doug liman,male,1965-07-24,"['television_producer', 'film_producer', 'film_director', 'television_director', 'cinematographer']",58,1.87,,us,50000000,True
troy duffy,male,1971-06-08,"['screenwriter', 'actor', 'film_director', 'writer', 'musician']",52,,,us,22000000,True
john madden,male,1936-04-10,"['american_football_player', 'american_football_coach']",87,1.93,,us,200000000,True
jodie foster,female,1962-11-19,"['actor', 'musician', 'film_director', 'film_producer', 'voice_actor', 'television_director']",61,1.61,,us,100000000,True
danny boyle,male,1956-10-20,"['film_producer', 'film_director', 'screenwriter', 'television_director', 'television_producer', 'theatre_director']",67,1.82,,gb,60000000,True
john butler,male,1975-04-01,"['singer', 'songwriter', 'musician', 'guitarist', 'didgeridooist', 'record_producer']",48,,,au,12000000,True
martin scorsese,male,1942-11-17,"['film_producer', 'actor', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'film_editor', 'film_historian']",81,1.63,,us,150000000,True
joss whedon,male,1964-06-23,"['screenwriter', 'television_director', 'television_producer', 'film_producer', 'film_director', 'cartoonist', 'novelist', 'actor', 'writer', 'comic_book_creator']",59,1.78,,us,100000000,True
marc webb,male,1974-08-31,"['film_director', 'music_video_director', 'television_producer', 'film_editor']",49,,,us,18000000,True
marc webb,male,1974-08-31,"['film_director', 'music_video_director', 'television_producer', 'film_editor']",49,,,us,18000000,True
steven spielberg,male,1946-12-18,"['film_producer', 'film_director', 'screenwriter', 'entrepreneur', 'television_producer', 'actor', 'film_editor', 'television_director', 'businessperson']",77,1.72,,us,7000000000,True
joe carnahan,male,1969-05-09,"['film_director', 'screenwriter', 'film_producer', 'writer', 'actor']",54,1.83,,us,13000000,True
judd apatow,male,1967-12-06,"['film_producer', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'comedian']",56,1.74,,us,150000000,True
jason reitman,male,1977-10-19,"['film_director', 'actor', 'screenwriter', 'film_producer', 'businessperson', 'television_director']",46,1.8,,ca,12000000,True
jay mcgraw,male,1979-09-12,"['writer', 'talk_show_host', 'television_producer']",44,,,us,30000000,True
tim mcgraw,male,1967-05-01,"['actor', 'singer', 'songwriter', 'guitarist']",56,1.78,,us,165000000,True
aaron mcgruder,male,1974-05-29,"['writer', 'cartoonist', 'television_producer', 'screenwriter', 'voice_actor', 'public_speaker', 'film_score_composer']",49,,,us,10000000,True
jeremy mcgrath,male,1971-11-19,['actor'],52,,,us,6000000,True
tracy mcgrady,male,1979-05-24,['basketball_player'],44,2.03,,us,75000000,True
bernard mcguirk,male,1957-10-26,,66,,,us,3000000,True
carol mcgiffin,female,1960-02-18,"['presenter', 'radio_personality']",64,1.75,,gb,9000000,True
paul mcguinness,male,1951-06-17,"['talent_manager', 'theatrical_producer', 'film_producer', 'businessperson']",72,,,de,150000000,True
katie mcgrath,female,1983-10-24,"['actor', 'journalist', 'makeup_artist', 'model']",40,1.65,,ie,4000000,True
joseph mcginty nichol,male,1968-08-09,"['film_director', 'film_producer', 'record_producer', 'television_producer', 'songwriter', 'screenwriter']",55,1.88,,us,60000000,True
jordan mcgraw,,,,,,,,20000000,
tom mcgowan,male,1959-07-26,['actor'],64,,,us,2000000,True
paul mcgowan,,,,,,,,48000000,
ted mcginley,male,1958-05-30,['actor'],65,1.82,,us,5000000,True
bob mcgrath,male,1932-06-13,"['actor', 'writer']",91,,,us,2000000,True
ehren mcghehey,male,1976-11-29,"['actor', 'stunt_performer', 'entrepreneur']",47,,,us,3500000,True
conor mcgregor,male,1988-07-14,['mixed_martial_artist'],35,1.75,,ie,120000000,True
scott mcgillivray,male,1978-04-07,"['carpentry', 'actor', 'presenter']",45,1.83,,ca,4000000,True
paddy mcguinness,,1878,,,,,,10000000,
patrick mcgovern,male,1937-08-11,['businessperson'],76,,2014-03-19,us,5700000000,False
john c. mcginley,male,1959-08-03,"['actor', 'film_producer', 'comedian', 'author', 'voice_actor', 'entrepreneur', 'screenwriter', 'spokesperson']",64,1.88,,us,10000000,True
javale mcgee,male,1988-01-19,['basketball_player'],36,2.13,,us,14000000,True
kelly mcgillis,female,1957-07-09,['actor'],66,1.78,,us,4000000,True
william mcgirt,,,,,,,,11000000,
blake mcgrath,male,1983-11-21,"['dancer', 'choreographer', 'actor', 'model']",40,,,us,2000000,True
paul mcgann,male,1959-11-14,"['actor', 'voice_actor']",64,1.74,,gb,7000000,True
mike mcgill,male,1964,"['skateboarder', 'actor']",,,,us,10000000,
fred mcgriff,male,1963-10-31,['baseball_player'],60,,,us,30000000,True
mark mcgrath,male,1968-03-15,"['singer', 'presenter', 'musician', 'actor', 'composer']",56,1.85,,us,6000000,True
paul mcgillion,male,1969-01-05,['actor'],55,1.78,,gb,3000000,True
seth macfarlane,male,1973-10-26,"['actor', 'composer', 'animator', 'television_producer', 'voice_actor', 'comedian', 'singer', 'screenwriter', 'film_director', 'television_director']",50,1.78,,us,300000000,True
adam mckay,male,1968-04-17,"['screenwriter', 'actor', 'film_director', 'comedian', 'television_producer', 'television_director', 'film_producer']",55,1.96,,us,40000000,True
stephen gaghan,male,1965-05-06,"['screenwriter', 'film_director', 'television_producer']",58,,,us,14000000,True
charlie kaufman,male,1958-11-19,"['screenwriter', 'film_producer', 'film_director', 'lyricist', 'television_producer']",65,1.63,,us,10000000,True
tim burton,male,1958-08-25,"['film_producer', 'film_director', 'screenwriter', 'artist', 'animator', 'television_producer', 'actor', 'television_director', 'poet', 'visual_artist']",65,1.82,,us,100000000,True
michael chang,male,1972-02-22,['tennis_player'],52,1.75,,us,30000000,True
bryan singer,male,1965-09-17,"['television_producer', 'film_producer', 'film_director', 'screenwriter', 'actor']",58,1.78,,us,100000000,True
jay chandrasekhar,male,1968-04-09,"['comedian', 'film_director', 'actor', 'screenwriter', 'television_director', 'film_editor', 'film_producer']",55,1.82,,us,4000000,True
james gunn,male,1970-08-05,"['screenwriter', 'film_producer', 'actor', 'film_director', 'television_producer', 'television_director', 'novelist', 'musician', 'cartoonist']",53,1.82,,us,50000000,True
danny boyle,male,1956-10-20,"['film_producer', 'film_director', 'screenwriter', 'television_director', 'television_producer', 'theatre_director']",67,1.82,,gb,60000000,True
zack snyder,male,1966-03-01,"['film_director', 'film_producer', 'screenwriter']",58,1.7,,us,60000000,True
richard ayoade,male,1977-06-12,"['actor', 'comedian', 'television_director', 'screenwriter']",46,1.88,,gb,2000000,True
joe carnahan,male,1969-05-09,"['film_director', 'screenwriter', 'film_producer', 'writer', 'actor']",54,1.83,,us,13000000,True
david ayer,male,1968-01-18,"['screenwriter', 'film_director', 'film_producer', 'actor']",56,1.89,,us,20000000,True
marc forster,male,1969-11-30,"['film_director', 'screenwriter', 'film_producer']",54,,,de,30000000,True
anne fletcher,female,1966-05-01,"['film_director', 'choreographer', 'actor']",57,,,us,15000000,True
adam mckay,male,1968-04-17,"['screenwriter', 'actor', 'film_director', 'comedian', 'television_producer', 'television_director', 'film_producer']",55,1.96,,us,40000000,True
marc forster,male,1969-11-30,"['film_director', 'screenwriter', 'film_producer']",54,,,de,30000000,True
todd phillips,male,1970-12-20,"['film_director', 'screenwriter', 'film_producer', 'actor']",53,1.83,,us,200000000,True
matthew vaughn,male,1971-03-07,"['film_director', 'film_producer', 'screenwriter', 'television_producer']",53,1.83,,gb,30000000,True
george lucas,male,1944-05-14,"['film_producer', 'film_director', 'screenwriter', 'cinematographer', 'film_editor', 'entrepreneur', 'actor', 'television_producer']",79,1.7,,us,8000000000,True
george lucas,male,1944-05-14,"['film_producer', 'film_director', 'screenwriter', 'cinematographer', 'film_editor', 'entrepreneur', 'actor', 'television_producer']",79,1.7,,us,8000000000,True
fisher stevens,male,1963-11-27,"['actor', 'film_producer', 'film_director']",60,1.7,,us,8000000,True
tony scott,male,1944-06-21,"['film_producer', 'film_director', 'television_producer', 'television_director', 'cinematographer', 'actor', 'screenwriter', 'film_editor']",68,1.69,2012-08-19,gb,200000000,False
sam raimi,male,1959-10-23,"['film_director', 'screenwriter', 'actor', 'television_producer', 'film_producer']",64,1.8,,us,60000000,True
sam raimi,male,1959-10-23,"['film_director', 'screenwriter', 'actor', 'television_producer', 'film_producer']",64,1.8,,us,60000000,True
sam raimi,male,1959-10-23,"['film_director', 'screenwriter', 'actor', 'television_producer', 'film_producer']",64,1.8,,us,60000000,True
lana wachowski,female,1965-06-21,"['film_director', 'screenwriter', 'film_producer', 'writer', 'comic_book_creator']",58,,,us,125000000,True
clint eastwood,male,1930-05-31,"['actor', 'film_director', 'film_producer', 'politician', 'composer', 'pianist', 'film_score_composer', 'television_producer', 'businessperson', 'investor']",93,1.93,,us,375000000,True
duncan jones,male,1971-05-30,"['film_director', 'screenwriter', 'film_producer']",52,,,gb,50000000,True
rupert sanders,male,1971-03-16,['film_director'],53,1.91,,gb,15000000,True
guy ritchie,male,1968-09-10,"['film_director', 'screenwriter', 'film_producer', 'television_producer', 'businessperson', 'actor', 'copywriter']",55,1.8,,gb,150000000,True
joe carnahan,male,1969-05-09,"['film_director', 'screenwriter', 'film_producer', 'writer', 'actor']",54,1.83,,us,13000000,True
joel surnow,male,1955-12-18,"['screenwriter', 'television_producer', 'television_director', 'film_producer', 'film_director']",68,,,us,9000000,True
danny boyle,male,1956-10-20,"['film_producer', 'film_director', 'screenwriter', 'television_director', 'television_producer', 'theatre_director']",67,1.82,,gb,60000000,True
sam mendes,male,1965-08-01,"['film_producer', 'film_director', 'television_director', 'television_producer', 'theatre_director']",58,1.78,,gb,30000000,True
mike mitchell,,,,,,,,12000000,
scott derrickson,male,,"['film_director', 'screenwriter', 'film_producer']",,,,us,8000000,
frank miller,male,1957-01-27,"['screenwriter', 'comic_book_creator', 'writer', 'artist', 'author', 'film_director', 'actor', 'visual_artist']",67,1.86,,us,25000000,True
frank miller,male,1957-01-27,"['screenwriter', 'comic_book_creator', 'writer', 'artist', 'author', 'film_director', 'actor', 'visual_artist']",67,1.86,,us,25000000,True
alexander payne,male,1961-02-10,"['film_producer', 'television_producer', 'film_director', 'screenwriter', 'author']",63,,,us,25000000,True
steven soderbergh,male,1963-01-14,"['film_producer', 'television_producer', 'film_director', 'television_director', 'cinematographer', 'film_editor', 'screenwriter', 'television_editor', 'actor']",61,1.83,,us,80000000,True
martin scorsese,male,1942-11-17,"['film_producer', 'actor', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'film_editor', 'film_historian']",81,1.63,,us,150000000,True
mike mitchell,,,,,,,,12000000,
antoine fuqua,male,1966-01-19,"['film_director', 'film_producer', 'music_video_director']",58,,,us,25000000,True
charles michael davis,male,1984-12-01,['actor'],39,,,us,800000,True
guy ritchie,male,1968-09-10,"['film_director', 'screenwriter', 'film_producer', 'television_producer', 'businessperson', 'actor', 'copywriter']",55,1.8,,gb,150000000,True
guy ritchie,male,1968-09-10,"['film_director', 'screenwriter', 'film_producer', 'television_producer', 'businessperson', 'actor', 'copywriter']",55,1.8,,gb,150000000,True
edgar wright,male,1974-04-18,"['film_director', 'television_director', 'screenwriter', 'actor', 'film_producer', 'editor', 'television_producer', 'tv_editor']",49,,,gb,10000000,True
steve mcqueen,male,1930-03-24,"['actor', 'film_producer']",50,1.77,1980-11-07,us,30000000,False
steve mcqueen,male,1969-10-09,"['artist', 'film_director', 'screenwriter', 'video_artist', 'film_producer']",54,,,gb,14000000,True
joss whedon,male,1964-06-23,"['screenwriter', 'television_director', 'television_producer', 'film_producer', 'film_director', 'cartoonist', 'novelist', 'actor', 'writer', 'comic_book_creator']",59,1.78,,us,100000000,True
ava duvernay,female,1972-08-24,"['film_director', 'publicist', 'screenwriter', 'film_producer', 'filmmaker']",51,,,us,60000000,True
james toback,male,1944-11-23,"['screenwriter', 'film_director', 'actor', 'film_producer']",79,,,us,10000000,True
david koepp,male,1963-06-09,"['screenwriter', 'actor', 'television_producer', 'film_producer', 'film_director']",60,1.91,,us,35000000,True
wes craven,male,1939-08-02,"['film_director', 'screenwriter', 'film_producer', 'actor', 'television_producer', 'teacher', 'television_director', 'film_editor']",84,1.88,,us,40000000,True
edgar wright,male,1974-04-18,"['film_director', 'television_director', 'screenwriter', 'actor', 'film_producer', 'editor', 'television_producer', 'tv_editor']",49,,,gb,10000000,True
richard linklater,male,1960-07-30,"['film_director', 'screenwriter', 'film_producer', 'actor', 'television_producer', 'television_director', 'cinematographer']",63,1.75,,us,12000000,True
keenen ivory wayans,male,1958-06-08,"['actor', 'film_director', 'screenwriter', 'film_producer', 'comedian', 'television_producer', 'television_director']",65,1.91,,us,65000000,True
james wan,male,1977-02-26,"['film_director', 'film_producer', 'screenwriter', 'film_editor']",47,1.68,,my,70000000,True
oliver stone,male,1946-09-15,"['screenwriter', 'film_producer', 'film_director', 'actor', 'television_producer', 'cinematographer', 'film_editor', 'author', 'television_director', 'soldier']",77,1.83,,us,70000000,True
colin trevorrow,male,1976-09-13,"['screenwriter', 'film_director', 'film_producer']",47,,,us,5000000,True
brett ratner,male,1969-03-28,"['film_director', 'film_producer', 'television_producer', 'music_video_director', 'actor', 'television_director']",54,1.73,,us,85000000,True
ron howard,male,1954-03-01,"['actor', 'film_producer', 'film_director', 'television_producer', 'screenwriter', 'voice_actor', 'television_director']",70,1.75,,us,200000000,True
david schwimmer,male,1966-11-02,"['television_director', 'actor', 'film_director', 'film_producer', 'theatre_director', 'voice_actor']",57,1.85,,us,100000000,True
jon stewart,male,1962-11-28,"['comedian', 'actor', 'television_producer', 'screenwriter', 'journalist', 'commentator', 'critic', 'film_producer', 'talk_show_host', 'writer']",61,1.69,,us,120000000,True
david wain,male,1969-08-01,"['actor', 'comedian', 'screenwriter', 'film_director', 'television_director', 'television_producer', 'film_producer', 'film_editor', 'writer']",54,1.8,,us,1000000,True
sylvester stallone,male,1946-07-06,"['screenwriter', 'actor', 'film_director', 'television_producer', 'film_producer', 'voice_actor']",77,1.77,,us,400000000,True
guy ritchie,male,1968-09-10,"['film_director', 'screenwriter', 'film_producer', 'television_producer', 'businessperson', 'actor', 'copywriter']",55,1.8,,gb,150000000,True
ridley scott,male,1937-11-30,"['film_producer', 'film_director', 'production_designer', 'television_producer', 'television_director']",86,1.74,,gb,400000000,True
todd phillips,male,1970-12-20,"['film_director', 'screenwriter', 'film_producer', 'actor']",53,1.83,,us,200000000,True
sam mendes,male,1965-08-01,"['film_producer', 'film_director', 'television_director', 'television_producer', 'theatre_director']",58,1.78,,gb,30000000,True
jason momoa,male,1979-08-01,"['model', 'actor']",44,1.93,,us,14000000,True
carlos saldanha,male,1965-01-24,"['film_director', 'film_producer', 'animator', 'voice_actor', 'screenwriter']",59,,,br,10000000,True
carlos saldanha,male,1965-01-24,"['film_director', 'film_producer', 'animator', 'voice_actor', 'screenwriter']",59,,,br,10000000,True
tim story,male,1970-03-13,"['film_director', 'film_producer', 'screenwriter', 'film_editor', 'television_producer', 'television_director', 'music_video_director']",54,,,us,15000000,True
guy ritchie,male,1968-09-10,"['film_director', 'screenwriter', 'film_producer', 'television_producer', 'businessperson', 'actor', 'copywriter']",55,1.8,,gb,150000000,True
sam mendes,male,1965-08-01,"['film_producer', 'film_director', 'television_director', 'television_producer', 'theatre_director']",58,1.78,,gb,30000000,True
gus van sant,male,1952-07-24,"['film_director', 'screenwriter', 'film_producer', 'film_editor', 'painter', 'photographer', 'musician', 'author', 'television_producer', 'actor']",71,1.75,,us,50000000,True
russell mulcahy,male,1953-06-23,"['film_director', 'television_director', 'television_producer', 'actor']",70,,,au,8000000,True
werner herzog,male,1942-09-05,"['film_director', 'screenwriter', 'film_producer', 'actor', 'opera_director', 'television_director', 'voice_actor', 'film_editor', 'author']",81,1.85,,de,20000000,True
darren aronofsky,male,1969-02-12,"['film_director', 'film_producer', 'screenwriter', 'actor']",55,1.83,,us,25000000,True
