name,gender,birthday,actorID,age,height,death,nationality,net_worth,is_alive,id,occupation
jada pinkett smith,female,1971-09-18,11533,52.0,1.52,,us,50000000,True,1996,"['actor', 'singer-songwriter', 'author', 'businessperson', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor']"
chris rock,male,1965-02-07,11534,59.0,1.78,,us,60000000,True,1997,"['comedian', 'screenwriter', 'actor', 'film_director', 'film_producer', 'television_producer', 'voice_actor', 'presenter']"
tom hardy,male,1977-09-15,11535,46.0,1.75,,gb,45000000,True,1998,['actor']
michelle monaghan,female,1976-03-23,11536,47.0,1.7,,us,16000000,True,1999,"['actor', 'fashion_model', 'film_producer']"
robert de niro,male,1943-08-17,11537,80.0,1.77,,us,500000000,True,2000,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']"
scarlett johansson,female,1984-11-22,11538,39.0,1.6,,us,165000000,True,2001,"['actor', 'singer', 'model', 'voice_actor']"
toni collette,female,1972-11-01,11539,51.0,1.73,,au,18000000,True,2002,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']"
morgan freeman,male,1937-06-01,11540,86.0,1.88,,us,250000000,True,2003,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'film_director', 'businessperson']"
peter sarsgaard,male,1971-03-07,11541,53.0,1.83,,us,20000000,True,2004,['actor']
jake gyllenhaal,male,1980-12-19,11542,43.0,1.83,,us,80000000,True,2006,"['actor', 'film_producer']"
paul dano,male,1984-06-19,11543,39.0,1.8,,us,10000000,True,2007,"['actor', 'musician', 'film_producer']"
marisa tomei,female,1964-12-04,11544,59.0,1.64,,us,25000000,True,2008,"['actor', 'voice_actor']"
sanaa lathan,female,1971-09-19,11545,52.0,1.7,,us,4000000,True,2009,"['actor', 'voice_actor']"
lea thompson,female,1961-05-31,11546,62.0,1.63,,us,14000000,True,2010,"['actor', 'television_producer', 'film_producer', 'ballet_dancer', 'television_director', 'film_director']"
scarlett johansson,female,1984-11-22,11547,39.0,1.6,,us,165000000,True,2012,"['actor', 'singer', 'model', 'voice_actor']"
nicolas cage,male,1964-01-07,11548,60.0,1.83,,us,25000000,True,2013,"['actor', 'film_producer', 'voice_actor', 'television_producer']"
peter facinelli,male,1973-11-26,11549,50.0,1.77,,us,10000000,True,2014,"['actor', 'film_producer', 'television_director', 'screenwriter']"
emily blunt,female,1983-02-23,11550,41.0,1.71,,gb,80000000,True,2015,['actor']
taylor kitsch,male,1981-04-08,11551,42.0,1.83,,ca,10000000,True,2016,"['actor', 'model']"
ray winstone,male,1957-02-19,11552,67.0,1.78,,gb,5000000,True,2017,"['actor', 'voice_actor', 'film_producer', 'television_producer']"
maggie grace,female,1983-09-21,11553,40.0,1.75,,us,8000000,True,2018,['actor']
tom hardy,male,1977-09-15,11554,46.0,1.75,,gb,45000000,True,2019,['actor']
trevor morgan,male,1986-11-26,11555,37.0,1.84,,us,2000000,True,2020,['actor']
justin long,male,1978-06-02,11556,45.0,1.74,,us,15000000,True,2021,"['actor', 'voice_actor', 'film_producer']"
toni collette,female,1972-11-01,11557,51.0,1.73,,au,18000000,True,2022,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']"
sally field,female,1946-11-06,11558,77.0,1.59,,us,55000000,True,2023,"['singer', 'actor', 'film_producer', 'film_director', 'television_producer', 'screenwriter', 'television_director', 'voice_actor']"
bradley cooper,male,1975-01-05,11559,49.0,1.85,,us,100000000,True,2024,"['actor', 'film_producer']"
ben whishaw,male,1980-10-14,11560,43.0,1.75,,gb,2000000,True,2025,['actor']
daveigh chase,female,1990-07-24,11561,33.0,1.7,,us,500000,True,2026,"['actor', 'singer', 'voice_actor']"
jennifer lawrence,female,1990-08-15,11562,33.0,1.75,,us,160000000,True,2027,"['actor', 'model', 'film_producer']"
pat shortt,male,1966-12-12,11563,57.0,1.72,,ie,2000000,True,2028,"['actor', 'screenwriter', 'comedian', 'television_producer', 'entertainer']"
dennis haysbert,male,1954-06-02,11564,69.0,1.94,,us,20000000,True,2030,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'film_director']"
katherine heigl,female,1978-11-24,11565,45.0,1.75,,us,30000000,True,2032,"['actor', 'film_producer', 'model', 'television_producer']"
zac efron,male,1987-10-18,11566,36.0,1.73,,us,25000000,True,2034,"['actor', 'singer', 'voice_actor']"
vanessa redgrave,female,1937-01-30,11567,87.0,1.8,,gb,20000000,True,2036,"['actor', 'voice_actor', 'activist', 'film_producer']"
rob riggle,male,1970-04-21,11568,53.0,1.91,,us,10000000,True,2037,"['actor', 'comedian', 'screenwriter', 'television_producer', 'voice_actor', 'military_officer', 'television_director']"
russell crowe,male,1964-04-07,11569,59.0,1.82,,nz,100000000,True,2039,"['actor', 'singer', 'musician', 'film_producer', 'film_director']"
meryl streep,female,1949-06-22,11570,74.0,1.68,,us,160000000,True,2040,"['actor', 'voice_actor', 'spokesperson']"
jim sturgess,male,1978-05-16,11571,45.0,1.84,,gb,4000000,True,2041,"['actor', 'singer-songwriter', 'voice_actor']"
reese witherspoon,female,1976-03-22,11572,47.0,1.56,,us,200000000,True,2042,"['actor', 'film_producer', 'businessperson', 'voice_actor']"
oprah winfrey,female,1954-01-29,11573,70.0,1.69,,us,3500000000,True,2043,"['media_proprietor', 'actor', 'presenter', 'businessperson', 'television_producer', 'film_producer', 'journalist', 'philanthropist', 'voice_actor']"
matthew goode,male,1978-04-03,11574,45.0,1.87,,gb,3000000,True,2045,['actor']
sienna miller,female,1981-12-28,11575,42.0,1.65,,us,18000000,True,2047,"['actor', 'model', 'fashion_designer']"
tom hardy,male,1977-09-15,11576,46.0,1.75,,gb,45000000,True,2048,['actor']
leslie bibb,female,1974-11-17,11577,49.0,1.75,,us,4000000,True,2049,"['actor', 'fashion_model', 'model']"
robert de niro,male,1943-08-17,11578,80.0,1.77,,us,500000000,True,2051,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']"
morgan freeman,male,1937-06-01,11579,86.0,1.88,,us,250000000,True,2053,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'film_director', 'businessperson']"
ryan gosling,male,1980-11-12,11580,43.0,1.84,,ca,70000000,True,2054,"['actor', 'musician', 'restaurateur', 'film_director', 'screenwriter', 'film_producer', 'activist']"
tom hanks,male,1956-07-09,11581,67.0,1.83,,us,400000000,True,2055,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']"
sam rockwell,male,1968-11-05,11582,55.0,1.75,,us,30000000,True,2056,['actor']
john travolta,male,1954-02-18,11583,70.0,1.88,,us,250000000,True,2057,"['actor', 'singer', 'dancer', 'voice_actor', 'film_producer']"
kate winslet,female,1975-10-05,11584,48.0,1.69,,gb,65000000,True,2058,"['actor', 'singer', 'voice_actor']"
jack black,male,1969-08-28,11585,54.0,1.68,,us,50000000,True,2060,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'comedian', 'voice_actor', 'musician', 'record_producer', 'presenter', 'writer']"
jackie chan,male,1954-04-07,11586,69.0,1.74,,hk,400000000,True,2061,"['actor', 'film_producer', 'film_director', 'stunt_performer', 'screenwriter', 'martial_artist', 'singer', 'television_producer', 'entrepreneur', 'comedian']"
rinko kikuchi,female,1981-01-06,11587,43.0,1.65,,jp,10000000,True,2063,['actor']
nicolas cage,male,1964-01-07,11588,60.0,1.83,,us,25000000,True,2064,"['actor', 'film_producer', 'voice_actor', 'television_producer']"
seth rogen,male,1982-04-15,11589,41.0,1.8,,ca,80000000,True,2065,"['actor', 'film_producer', 'screenwriter', 'comedian', 'voice_actor', 'film_director', 'television_producer']"
tom cruise,male,1962-07-03,11590,61.0,1.7,,us,600000000,True,2066,"['actor', 'film_producer', 'screenwriter', 'television_director']"
tovah feldshuh,female,1952-12-27,11591,71.0,1.6,,us,5000000,True,2067,"['playwright', 'actor', 'singer']"
val kilmer,male,1959-12-31,11592,64.0,1.83,,us,25000000,True,2068,"['actor', 'television_producer', 'musician', 'voice_actor', 'film_producer']"
taron egerton,,,11593,,,,,6000000,,2069,
orlando bloom,male,1977-01-13,11594,47.0,1.8,,gb,40000000,True,2070,['actor']
naomi watts,female,1968-09-28,11595,55.0,1.64,,au,30000000,True,2071,"['actor', 'film_producer', 'voice_actor']"
stephen dillane,male,1956-11-30,11596,67.0,1.83,,gb,6000000,True,2072,['actor']
richard jenkins,male,1947-05-04,11597,76.0,1.85,,us,8000000,True,2073,['actor']
matthew mcconaughey,male,1969-11-04,11598,54.0,1.82,,us,140000000,True,2074,"['actor', 'voice_actor', 'film_producer', 'film_director', 'television_producer']"
robert de niro,male,1943-08-17,11599,80.0,1.77,,us,500000000,True,2075,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']"
daniel radcliffe,male,1989-07-23,11600,34.0,1.65,,gb,110000000,True,2076,['actor']
robert patrick,male,1958-11-05,11601,65.0,1.83,,us,12000000,True,2077,"['actor', 'voice_actor', 'film_producer']"
uma thurman,female,1970-04-29,11602,53.0,1.81,,us,45000000,True,2079,"['actor', 'model', 'film_producer', 'screenwriter', 'television_producer']"
uma thurman,female,1970-04-29,11603,53.0,1.81,,us,45000000,True,2080,"['actor', 'model', 'film_producer', 'screenwriter', 'television_producer']"
sam worthington,male,1976-08-02,11604,47.0,1.78,,au,30000000,True,2081,"['actor', 'film_producer']"
kenny wormald,male,1984-07-27,11605,39.0,1.65,,us,6000000,True,2082,"['choreographer', 'dancer', 'actor', 'television_producer']"
nicolas cage,male,1964-01-07,11606,60.0,1.83,,us,25000000,True,2083,"['actor', 'film_producer', 'voice_actor', 'television_producer']"
mary mccormack,female,1969-02-08,11607,55.0,1.73,,us,5000000,True,2085,"['actor', 'television_producer']"
miguel ferrer,male,1955-02-07,11608,69.0,1.83,,us,4000000,True,2088,"['actor', 'voice_actor', 'television_director', 'drummer']"
tim daly,male,1956-03-01,11609,68.0,1.85,,us,10000000,True,2089,"['actor', 'voice_actor', 'film_producer', 'television_director', 'television_producer']"
jennifer aniston,female,1969-02-11,11610,55.0,1.64,,us,300000000,True,2090,"['actor', 'film_director', 'voice_actor', 'film_producer']"
ryan reynolds,male,1976-10-23,11611,47.0,1.88,,ca,150000000,True,2091,"['actor', 'voice_actor', 'film_producer']"
seann william scott,male,1976-10-03,11612,47.0,1.8,,us,25000000,True,2092,"['actor', 'comedian', 'film_producer', 'voice_actor']"
michael cera,male,1988-06-07,11613,35.0,1.75,,ca,20000000,True,2093,"['actor', 'musician', 'voice_actor', 'screenwriter', 'film_director', 'television_producer', 'television_director', 'film_score_composer']"
hayden christensen,male,1981-04-19,11614,42.0,1.87,,ca,12000000,True,2094,"['actor', 'model', 'film_producer']"
meryl streep,female,1949-06-22,11615,74.0,1.68,,us,160000000,True,2095,"['actor', 'voice_actor', 'spokesperson']"
steve zahn,male,1967-11-13,11616,56.0,1.71,,us,25000000,True,2096,"['actor', 'comedian', 'voice_actor']"
rowan atkinson,male,1955-01-06,11617,69.0,1.8,,gb,150000000,True,2097,"['actor', 'comedian', 'screenwriter', 'voice_actor']"
rowan atkinson,male,1955-01-06,11618,69.0,1.8,,gb,150000000,True,2098,"['actor', 'comedian', 'screenwriter', 'voice_actor']"
steve allen,male,1921-12-26,11619,78.0,1.9,2000-10-30,us,18000000,False,2099,"['writer', 'comedian', 'talk_show_host', 'actor', 'screenwriter', 'musician', 'composer', 'television_producer', 'film_score_composer', 'tv_personality']"
robert duvall,male,1931-01-05,11620,93.0,1.74,,us,70000000,True,2100,"['actor', 'film_producer', 'film_director', 'screenwriter', 'television_producer', 'soldier', 'truck_driver']"
taylor kitsch,male,1981-04-08,11621,42.0,1.83,,ca,10000000,True,2102,"['actor', 'model']"
john lloyd young,male,1975-07-04,11622,48.0,,,us,4000000,True,2106,"['actor', 'singer']"
judy greer,female,1975-07-20,11623,48.0,1.78,,us,5000000,True,2107,"['actor', 'voice_actor', 'television_producer']"
justin long,male,1978-06-02,11624,45.0,1.74,,us,15000000,True,2108,"['actor', 'voice_actor', 'film_producer']"
kevin smith,male,1970-08-02,11625,53.0,1.75,,us,25000000,True,2109,"['actor', 'film_producer', 'film_director', 'film_editor', 'comedian', 'comic_book_creator', 'radio_personality', 'screenwriter', 'television_producer', 'author']"
jamie foxx,male,1967-12-13,11626,56.0,1.75,,us,150000000,True,2110,"['actor', 'television_producer', 'screenwriter', 'pianist', 'musician', 'television_director', 'singer-songwriter', 'stand-up_comedian', 'radio_personality', 'film_producer']"
michael fassbender,male,1977-04-02,11627,46.0,1.83,,de,40000000,True,2111,"['actor', 'film_producer', 'businessperson']"
ving rhames,male,1959-05-12,11628,64.0,1.83,,us,16000000,True,2112,"['actor', 'film_producer', 'television_producer', 'voice_actor']"
johnny knoxville,male,1971-03-11,11629,53.0,1.85,,us,75000000,True,2114,"['actor', 'comedian', 'television_producer', 'screenwriter', 'stunt_performer', 'film_producer', 'voice_actor']"
bam margera,male,1979-09-28,11630,44.0,1.73,,us,20000000,True,2115,"['stunt_performer', 'film_director', 'skateboarder', 'film_producer', 'screenwriter', 'film_editor', 'tv_personality', 'radio_personality', 'actor', 'television_producer']"
stanley tucci,male,1960-11-11,11631,63.0,1.72,,us,25000000,True,2116,"['actor', 'screenwriter', 'television_producer', 'film_producer', 'film_director', 'writer', 'voice_actor']"
kevin costner,male,1955-01-18,11632,69.0,1.85,,us,250000000,True,2117,"['actor', 'film_producer', 'film_director', 'television_producer', 'singer', 'musician', 'businessperson', 'model']"
tom cruise,male,1962-07-03,11633,61.0,1.7,,us,600000000,True,2118,"['actor', 'film_producer', 'screenwriter', 'television_director']"
naomi watts,female,1968-09-28,11634,55.0,1.64,,au,30000000,True,2119,"['actor', 'film_producer', 'voice_actor']"
zach galifianakis,male,1969-10-01,11635,54.0,1.73,,us,40000000,True,2120,"['comedian', 'actor', 'television_producer', 'screenwriter', 'film_producer', 'pianist', 'stand-up_comedian', 'voice_actor', 'singer']"
steve martin,male,1945-08-14,11636,78.0,1.83,,us,140000000,True,2121,"['comedian', 'screenwriter', 'actor', 'playwright', 'film_producer', 'television_producer', 'author', 'musician']"
paul giamatti,male,1967-06-06,11637,56.0,1.74,,us,25000000,True,2123,"['actor', 'film_producer', 'voice_actor']"
guy pearce,male,1967-10-05,11638,56.0,1.8,,au,20000000,True,2124,"['actor', 'musician']"
gwyneth paltrow,female,1972-09-27,11639,51.0,1.75,,us,150000000,True,2125,"['singer', 'actor', 'model', 'businessperson', 'writer', 'comedian', 'author']"
mickey rourke,male,1952-09-16,11640,71.0,1.8,,us,10000000,True,2126,"['actor', 'professional_boxer', 'screenwriter']"
simon yam,male,1955-03-19,11641,69.0,1.8,,hk,20000000,True,2127,"['actor', 'model', 'film_producer']"
mark wahlberg,male,1971-06-05,11642,52.0,1.73,,us,300000000,True,2129,"['film_producer', 'actor', 'model', 'musician', 'rapper', 'television_producer', 'singer', 'film_score_composer', 'songwriter']"
meryl streep,female,1949-06-22,11643,74.0,1.68,,us,160000000,True,2131,"['actor', 'voice_actor', 'spokesperson']"
vince vaughn,male,1970-03-28,11644,53.0,1.96,,us,70000000,True,2132,"['actor', 'comedian', 'film_producer', 'screenwriter', 'television_producer']"
matthew mcconaughey,male,1969-11-04,11645,54.0,1.82,,us,140000000,True,2135,"['actor', 'voice_actor', 'film_producer', 'film_director', 'television_producer']"
shailene woodley,female,1991-11-15,11646,32.0,1.73,,us,12000000,True,2136,"['actor', 'model']"
robin williams,male,1951-07-21,11647,63.0,1.7,2014-08-11,us,50000000,False,2137,"['actor', 'screenwriter', 'voice_actor', 'stand-up_comedian', 'comedian', 'film_producer']"
rose byrne,female,1979-07-24,11648,44.0,1.68,,au,16000000,True,2138,['actor']
ty simpkins,male,2001-08-06,11649,22.0,1.33,,us,2000000,True,2139,['actor']
jodie foster,female,1962-11-19,11650,61.0,1.61,,us,100000000,True,2140,"['actor', 'musician', 'film_director', 'film_producer', 'voice_actor', 'television_director']"
oscar isaac,male,1979-03-09,11651,45.0,1.74,,us,10000000,True,2141,"['actor', 'singer', 'guitarist']"
matt damon,male,1970-10-08,11652,53.0,1.78,,us,170000000,True,2142,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'spokesperson']"
laura dern,female,1967-02-10,11653,57.0,1.79,,us,20000000,True,2143,"['actor', 'television_producer', 'voice_actor', 'film_producer', 'film_director', 'screenwriter']"
owen wilson,male,1968-11-18,11654,55.0,1.79,,us,70000000,True,2145,"['actor', 'screenwriter', 'film_producer', 'voice_actor']"
eli roth,male,1972-04-18,11655,51.0,1.82,,us,20000000,True,2146,"['film_producer', 'actor', 'screenwriter', 'film_director', 'television_producer', 'animator', 'songwriter']"
lily tomlin,female,1939-09-01,11656,84.0,1.73,,us,15000000,True,2147,"['actor', 'comedian', 'television_producer', 'film_producer', 'screenwriter', 'stand-up_comedian', 'theatrical_producer', 'writer', 'voice_actor']"
harrison ford,male,1942-07-13,11657,81.0,1.85,,us,300000000,True,2148,"['actor', 'film_producer', 'pilot', 'carpentry']"
leonardo dicaprio,male,1974-11-11,11658,49.0,1.83,,us,260000000,True,2149,"['actor', 'film_producer', 'television_producer']"
justin timberlake,male,1981-01-31,11659,43.0,1.82,,us,250000000,True,2150,"['actor', 'record_producer', 'musician', 'businessperson', 'dancer', 'singer', 'television_producer', 'singer-songwriter', 'film_producer', 'voice_actor']"
tom hollander,male,1967-08-25,11660,56.0,1.65,,gb,5000000,True,2151,"['actor', 'television_producer', 'screenwriter']"
tom felton,male,1987-09-22,11661,36.0,1.75,,gb,20000000,True,2152,"['actor', 'singer', 'voice_actor']"
miranda otto,female,1967-12-16,11662,56.0,1.65,,au,4000000,True,2153,['actor']
toni collette,female,1972-11-01,11663,51.0,1.73,,au,18000000,True,2154,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']"
colin farrell,male,1976-05-31,11664,47.0,1.78,,ie,80000000,True,2155,"['actor', 'film_producer']"
michaela watkins,female,1971-12-14,11665,52.0,,,us,3000000,True,2156,['actor']
mickey rourke,male,1952-09-16,11666,71.0,1.8,,us,10000000,True,2157,"['actor', 'professional_boxer', 'screenwriter']"
thomas kretschmann,male,1962-09-08,11667,61.0,1.76,,de,8000000,True,2158,"['actor', 'voice_actor', 'swimmer']"
sam elliott,male,1944-08-09,11668,79.0,1.88,,us,10000000,True,2160,"['actor', 'voice_actor', 'film_producer']"
riz ahmed,male,1982-12-01,11669,41.0,1.72,,gb,3000000,True,2161,"['actor', 'rapper']"
rufus sewell,male,1967-10-29,11670,56.0,1.83,,gb,5000000,True,2162,['actor']
mireille enos,female,1975-09-22,11671,48.0,1.57,,us,10000000,True,2163,['actor']
maya rudolph,female,1972-07-27,11672,51.0,1.7,,us,10000000,True,2164,"['actor', 'comedian', 'singer', 'voice_actor']"
ray liotta,male,1954-12-18,11673,69.0,1.83,,us,14000000,True,2165,"['actor', 'film_producer', 'voice_actor']"
ray romano,male,1957-12-21,11674,66.0,1.88,,us,200000000,True,2166,"['comedian', 'actor', 'television_producer', 'screenwriter', 'voice_actor', 'stand-up_comedian']"
ray romano,male,1957-12-21,11675,66.0,1.88,,us,200000000,True,2167,"['comedian', 'actor', 'television_producer', 'screenwriter', 'voice_actor', 'stand-up_comedian']"
ray romano,male,1957-12-21,11676,66.0,1.88,,us,200000000,True,2168,"['comedian', 'actor', 'television_producer', 'screenwriter', 'voice_actor', 'stand-up_comedian']"
ray romano,male,1957-12-21,11677,66.0,1.88,,us,200000000,True,2169,"['comedian', 'actor', 'television_producer', 'screenwriter', 'voice_actor', 'stand-up_comedian']"
will smith,male,1968-09-25,11678,55.0,1.88,,us,350000000,True,2171,"['actor', 'film_producer', 'record_producer', 'television_producer', 'rapper', 'screenwriter']"
will smith (nfl),male,1981-07-04,11679,42.0,1.91,,us,13000000,True,2171,['american_football_player']
steven yeun,male,1983-12-21,11680,40.0,1.75,,us,4000000,True,2172,['actor']
kevin james,male,1965-04-26,11681,58.0,1.73,,us,100000000,True,2173,"['actor', 'comedian', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor']"
jim carrey,male,1962-01-17,11682,62.0,1.87,,ca,180000000,True,2174,"['comedian', 'actor', 'screenwriter', 'film_producer', 'voice_actor']"
paul rudd,male,1969-04-06,11683,54.0,1.78,,us,70000000,True,2175,"['actor', 'comedian', 'screenwriter', 'television_producer', 'film_producer']"
sean penn,male,1960-08-17,11684,63.0,1.73,,us,70000000,True,2178,"['actor', 'film_director', 'film_producer', 'screenwriter', 'politician']"
timothy olyphant,male,1968-05-20,11685,55.0,1.83,,us,20000000,True,2179,"['actor', 'television_producer', 'voice_actor']"
will smith,male,1968-09-25,11686,55.0,1.88,,us,350000000,True,2180,"['actor', 'film_producer', 'record_producer', 'television_producer', 'rapper', 'screenwriter']"
will smith (nfl),male,1981-07-04,11687,42.0,1.91,,us,13000000,True,2180,['american_football_player']
maggie gyllenhaal,female,1977-11-16,11688,46.0,1.75,,us,15000000,True,2182,['actor']
minnie driver,female,1970-01-31,11689,54.0,1.78,,gb,16000000,True,2183,"['actor', 'singer-songwriter', 'voice_actor', 'guitarist', 'film_producer', 'singer']"
christopher lee,male,1922-05-27,11690,101.0,1.96,,gb,25000000,True,2185,"['actor', 'author', 'singer', 'voice_actor', 'film_producer', 'military_officer']"
jay baruchel,male,1982-04-09,11691,41.0,1.88,,ca,6000000,True,2186,"['actor', 'comedian', 'voice_actor', 'screenwriter', 'film_producer']"
jay baruchel,male,1982-04-09,11692,41.0,1.88,,ca,6000000,True,2187,"['actor', 'comedian', 'voice_actor', 'screenwriter', 'film_producer']"
susan sarandon,female,1946-10-04,11693,77.0,1.7,,us,60000000,True,2188,"['actor', 'voice_actor', 'activist', 'film_producer']"
matthew mcconaughey,male,1969-11-04,11694,54.0,1.82,,us,140000000,True,2189,"['actor', 'voice_actor', 'film_producer', 'film_director', 'television_producer']"
taylor momsen,female,1993-07-26,11695,30.0,1.73,,us,4000000,True,2190,"['actor', 'model', 'musician', 'singer-songwriter']"
tom hollander,male,1967-08-25,11696,56.0,1.65,,gb,5000000,True,2191,"['actor', 'television_producer', 'screenwriter']"
tom holland,male,1996-06-01,11697,27.0,,,,15000000,True,2191,"['film_director', 'actor', 'screenwriter', 'television_director', 'film_producer', 'television_producer']"
jennifer connelly,female,1970-12-12,11698,53.0,1.69,,us,50000000,True,2193,"['actor', 'model', 'voice_actor']"
rj mitte,male,1992-08-21,11699,31.0,1.85,,us,2500000,True,2194,"['actor', 'film_producer']"
sid haig,male,1939-07-14,11700,80.0,1.93,2019-09-21,us,1500000,False,2195,"['actor', 'hypnotherapist', 'drummer']"
paul walker,male,1973-09-12,11701,40.0,1.88,2013-11-30,us,25000000,False,2196,"['actor', 'model', 'film_producer']"
kevin james,male,1965-04-26,11702,58.0,1.73,,us,100000000,True,2198,"['actor', 'comedian', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor']"
rob corddry,male,1971-02-04,11703,53.0,1.8,,us,10000000,True,2200,"['comedian', 'actor', 'screenwriter', 'television_producer', 'television_director']"
isla fisher,female,1976-02-03,11704,48.0,1.6,,au,160000000,True,2201,"['actor', 'writer', 'voice_actor']"
simon pegg,male,1970-02-14,11705,54.0,1.78,,gb,25000000,True,2202,"['actor', 'screenwriter', 'comedian', 'film_producer', 'film_director', 'singer', 'voice_actor', 'writer']"
steve carell,male,1962-08-16,11706,61.0,1.75,,us,80000000,True,2204,"['comedian', 'film_producer', 'actor', 'television_producer', 'voice_actor', 'screenwriter', 'television_director']"
jason bateman,male,1969-01-14,11707,55.0,1.8,,us,30000000,True,2205,"['actor', 'television_director', 'television_producer', 'film_producer', 'voice_actor']"
jason sudeikis,male,1975-09-18,11708,48.0,1.85,,us,20000000,True,2206,"['actor', 'comedian', 'voice_actor', 'screenwriter']"
tommy lee jones,male,1946-09-15,11709,77.0,1.83,,us,90000000,True,2207,"['film_director', 'actor', 'film_producer', 'screenwriter', 'voice_actor']"
winona ryder,female,1971-10-29,11710,52.0,1.61,,us,18000000,True,2208,"['actor', 'voice_actor', 'film_producer']"
scott elrod,male,1975-02-10,11711,49.0,1.89,,de,5000000,True,2209,"['actor', 'air_traffic_controller']"
rihanna,female,1988-02-20,11712,36.0,1.73,,bb,550000000,True,2210,"['singer', 'fashion_designer', 'actor', 'music_artist', 'songwriter']"
timothy olyphant,male,1968-05-20,11713,55.0,1.83,,us,20000000,True,2211,"['actor', 'television_producer', 'voice_actor']"
scarlett johansson,female,1984-11-22,11714,39.0,1.6,,us,165000000,True,2212,"['actor', 'singer', 'model', 'voice_actor']"
will smith,male,1968-09-25,11715,55.0,1.88,,us,350000000,True,2213,"['actor', 'film_producer', 'record_producer', 'television_producer', 'rapper', 'screenwriter']"
will smith (nfl),male,1981-07-04,11716,42.0,1.91,,us,13000000,True,2213,['american_football_player']
kristen bell,female,1980-07-18,11717,43.0,1.55,,us,40000000,True,2214,"['actor', 'voice_actor', 'singer', 'film_producer']"
jennifer aniston,female,1969-02-11,11718,55.0,1.64,,us,300000000,True,2217,"['actor', 'film_director', 'voice_actor', 'film_producer']"
matt damon,male,1970-10-08,11719,53.0,1.78,,us,170000000,True,2218,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'spokesperson']"
salma hayek,female,1966-09-02,11720,57.0,1.57,,mx,200000000,True,2219,"['actor', 'singer', 'television_producer', 'film_producer', 'film_director', 'voice_actor', 'social_activist', 'model', 'spokesperson', 'businessperson']"
john hurt,male,1940-01-22,11721,84.0,1.75,,gb,30000000,True,2220,"['actor', 'voice_actor']"
scarlett johansson,female,1984-11-22,11722,39.0,1.6,,us,165000000,True,2221,"['actor', 'singer', 'model', 'voice_actor']"
melanie lynskey,female,1977-05-16,11723,46.0,1.7,,nz,5000000,True,2222,['actor']
juliette lewis,female,1973-06-21,11724,50.0,1.68,,us,20000000,True,2223,"['singer', 'actor', 'musician', 'voice_actor']"
selma blair,female,1972-06-23,11725,51.0,1.6,,us,6000000,True,2224,"['actor', 'voice_actor']"
ron perlman,male,1950-04-13,11726,73.0,1.85,,us,15000000,True,2225,"['actor', 'voice_actor', 'comedian']"
simon pegg,male,1970-02-14,11727,54.0,1.78,,gb,25000000,True,2226,"['actor', 'screenwriter', 'comedian', 'film_producer', 'film_director', 'singer', 'voice_actor', 'writer']"
kristen wiig,female,1973-08-22,11728,50.0,1.65,,us,25000000,True,2228,"['actor', 'comedian', 'screenwriter', 'film_producer', 'voice_actor', 'writer']"
colin farrell,male,1976-05-31,11729,47.0,1.78,,ie,80000000,True,2229,"['actor', 'film_producer']"
freddy rodriguez,male,1975-01-17,11730,49.0,1.68,,us,3000000,True,2230,"['actor', 'film_producer', 'voice_actor']"
rupert grint,male,1988-08-24,11731,35.0,1.73,,gb,50000000,True,2231,['actor']
rupert grint,male,1988-08-24,11732,35.0,1.73,,gb,50000000,True,2232,['actor']
rupert grint,male,1988-08-24,11733,35.0,1.73,,gb,50000000,True,2233,['actor']
rupert grint,male,1988-08-24,11734,35.0,1.73,,gb,50000000,True,2234,['actor']
rupert grint,male,1988-08-24,11735,35.0,1.73,,gb,50000000,True,2235,['actor']
rupert grint,male,1988-08-24,11736,35.0,1.73,,gb,50000000,True,2236,['actor']
rupert grint,male,1988-08-24,11737,35.0,1.73,,gb,50000000,True,2237,['actor']
rupert grint,male,1988-08-24,11738,35.0,1.73,,gb,50000000,True,2238,['actor']
michael caine,male,1933-03-14,11739,91.0,1.88,,gb,75000000,True,2239,"['actor', 'author', 'film_producer', 'voice_actor', 'entrepreneur']"
kal penn,male,1977-04-23,11740,46.0,1.78,,us,15000000,True,2240,"['actor', 'film_producer', 'civil_servant']"
kal penn,male,1977-04-23,11741,46.0,1.78,,us,15000000,True,2241,"['actor', 'film_producer', 'civil_servant']"
