name,gender,birthday,occupation,age,height,death,nationality,net_worth,is_alive,id
david fincher,male,1962-08-28,"['film_director', 'film_producer', 'music_video_director', 'television_producer', 'actor', 'television_director', 'screenwriter']",61,1.84,,us,75000000,True,1267
craig johnson,male,,"['film_director', 'screenwriter']",,,,,10000000,,1269
ben stiller,male,1965-11-30,"['comedian', 'actor', 'screenwriter', 'film_director', 'film_producer', 'television_director', 'television_producer', 'voice_actor']",58,1.7,,us,200000000,True,1274
john madden,male,1936-04-10,"['american_football_player', 'american_football_coach']",87,1.93,,us,200000000,True,1275
frank oz,male,1944-05-25,"['puppeteer', 'film_director', 'voice_actor', 'actor', 'film_producer']",79,1.88,,us,80000000,True,1277
peter bergman,male,1953-06-11,['actor'],70,,,us,10000000,True,1280
peter berg,male,1962-03-11,"['actor', 'film_director', 'film_producer', 'screenwriter', 'television_director', 'television_producer']",62,1.85,,us,40000000,True,1280
wes anderson,male,1969-05-01,"['screenwriter', 'film_director', 'film_producer', 'actor', 'voice_actor']",54,1.85,,us,50000000,True,1282
gore verbinski,male,1964-03-16,"['film_director', 'screenwriter', 'musician', 'film_producer', 'music_video_director']",60,,,us,130000000,True,1288
howard deutch,male,1950-09-14,"['film_director', 'television_director']",73,,,us,25000000,True,1292
bart freundlich,male,1970-01-17,"['screenwriter', 'film_director', 'film_producer', 'television_director']",54,,,us,5000000,True,1294
anne fletcher,female,1966-05-01,"['film_director', 'choreographer', 'actor']",57,,,us,15000000,True,1301
christopher nolan,male,1970-07-30,"['screenwriter', 'film_producer', 'film_director', 'cinematographer', 'editor', 'film_editor']",53,1.8,,us,250000000,True,1303
robert zemeckis,male,1952-05-14,"['film_director', 'film_producer', 'screenwriter', 'television_director', 'television_producer', 'pilot']",71,1.83,,us,60000000,True,1304
roman polanski,male,1933-08-18,"['film_director', 'actor', 'screenwriter', 'film_producer', 'writer']",90,1.65,,fr,50000000,True,1308
joel schumacher,male,1939-08-29,"['screenwriter', 'film_director', 'film_producer', 'costume_designer', 'television_director', 'television_producer', 'writer']",80,1.91,2020-06-22,us,80000000,False,1310
wolfgang petersen,male,1941-03-14,"['film_director', 'film_producer', 'screenwriter', 'television_director']",83,1.8,,de,20000000,True,1312
roland emmerich,male,1955-11-10,"['film_director', 'film_producer', 'screenwriter', 'television_producer']",68,,,de,200000000,True,1314
mel gibson,male,1956-01-03,"['actor', 'screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director', 'voice_actor']",68,1.77,,us,425000000,True,1315
nick cassavetes,male,1959-05-21,"['actor', 'film_director', 'screenwriter']",64,1.98,,us,40000000,True,1317
adam mckay,male,1968-04-17,"['screenwriter', 'actor', 'film_director', 'comedian', 'television_producer', 'television_director', 'film_producer']",55,1.96,,us,40000000,True,1318
joel schumacher,male,1939-08-29,"['screenwriter', 'film_director', 'film_producer', 'costume_designer', 'television_director', 'television_producer', 'writer']",80,1.91,2020-06-22,us,80000000,False,1322
nick cassavetes,male,1959-05-21,"['actor', 'film_director', 'screenwriter']",64,1.98,,us,40000000,True,1324
ryan murphy,male,1965-11-30,"['screenwriter', 'film_producer', 'television_director', 'television_producer', 'film_director', 'writer']",58,,,us,150000000,True,1325
paul haggis,male,1953-03-10,"['screenwriter', 'film_director', 'film_producer', 'television_director', 'television_producer']",71,1.83,,ca,60000000,True,1326
terrence malick,male,1943-11-30,"['screenwriter', 'film_director', 'film_producer', 'actor', 'journalist', 'author']",80,1.7,,us,15000000,True,1327
stephen sommers,male,1962-03-20,"['screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director', 'actor']",62,1.88,,us,20000000,True,1330
george clooney,male,1961-05-06,"['actor', 'film_producer', 'film_director', 'television_producer', 'television_director', 'voice_actor', 'screenwriter']",62,1.8,,us,500000000,True,1333
frank darabont,male,1959-01-28,"['film_director', 'screenwriter', 'film_producer', 'television_director', 'actor', 'television_producer']",65,,,us,15000000,True,1334
grant heslov,male,1963-05-15,"['screenwriter', 'actor', 'film_producer', 'film_director', 'television_director', 'television_producer']",60,1.75,,us,20000000,True,1336
simon west,male,1961,"['film_director', 'film_producer', 'television_producer', 'film_editor', 'music_video_director']",,,,gb,15000000,,1337
lana wachowski,female,1965-06-21,"['film_director', 'screenwriter', 'film_producer', 'writer', 'comic_book_creator']",58,,,us,125000000,True,1339
lana wachowski,female,1965-06-21,"['film_director', 'screenwriter', 'film_producer', 'writer', 'comic_book_creator']",58,,,us,125000000,True,1340
paul thomas anderson,male,1970-06-26,"['screenwriter', 'film_producer', 'film_director', 'actor']",53,,,us,70000000,True,1341
frank darabont,male,1959-01-28,"['film_director', 'screenwriter', 'film_producer', 'television_director', 'actor', 'television_producer']",65,,,us,15000000,True,1345
rob reiner,male,1947-03-06,"['film_director', 'actor', 'film_producer', 'screenwriter', 'activist']",77,1.88,,us,200000000,True,1347
peter jackson,male,1961-10-31,"['screenwriter', 'film_producer', 'film_director', 'actor']",62,1.69,,nz,500000000,True,1351
peter jackson,male,1961-10-31,"['screenwriter', 'film_producer', 'film_director', 'actor']",62,1.69,,nz,500000000,True,1353
peter jackson,male,1961-10-31,"['screenwriter', 'film_producer', 'film_director', 'actor']",62,1.69,,nz,500000000,True,1354
peter jackson,male,1961-10-31,"['screenwriter', 'film_producer', 'film_director', 'actor']",62,1.69,,nz,500000000,True,1355
gore verbinski,male,1964-03-16,"['film_director', 'screenwriter', 'musician', 'film_producer', 'music_video_director']",60,,,us,130000000,True,1361
erik van looy,male,1962-04-26,,61,,,be,10000000,True,1362
wes anderson,male,1969-05-01,"['screenwriter', 'film_director', 'film_producer', 'actor', 'voice_actor']",54,1.85,,us,50000000,True,1366
phil lord,male,1975-07-12,"['film_director', 'actor', 'screenwriter', 'film_producer', 'voice_actor']",48,,,us,50000000,True,1367
john glenn,male,1921-07-18,"['politician', 'astronaut', 'united_states_naval_aviator']",102,,,us,5000000,True,1370
edward zwick,male,1952-10-08,"['businessperson', 'film_director', 'screenwriter', 'film_producer', 'actor', 'television_producer', 'television_director']",71,1.7,,us,20000000,True,1372
tom hooper,male,1972-10-01,"['film_director', 'television_director', 'film_producer', 'screenwriter']",51,,,au,20000000,True,1376
peter bergman,male,1953-06-11,['actor'],70,,,us,10000000,True,1378
peter berg,male,1962-03-11,"['actor', 'film_director', 'film_producer', 'screenwriter', 'television_director', 'television_producer']",62,1.85,,us,40000000,True,1378
harald zwart,male,1965-07-01,"['film_director', 'film_producer', 'screenwriter', 'actor', 'television_director']",58,1.72,,no,4000000,True,1380
michael bay,male,1965-02-17,"['film_director', 'film_producer', 'actor', 'music_video_director', 'television_producer', 'businessperson']",59,1.85,,us,450000000,True,1384
ralph fiennes,male,1962-12-22,"['actor', 'voice_actor', 'film_producer', 'film_director']",61,1.83,,gb,30000000,True,1386
ricky gervais,male,1961-06-25,"['author', 'comedian', 'actor', 'television_director', 'television_producer', 'screenwriter', 'writer', 'film_director', 'film_producer', 'disc_jockey']",62,1.73,,gb,140000000,True,1387
evan goldberg,male,1982,"['screenwriter', 'film_producer', 'film_director', 'actor']",,,,ca,40000000,,1388
sydney pollack,male,1934-07-01,"['film_producer', 'film_director', 'actor', 'television_producer', 'television_director', 'voice_actor']",73,1.82,2008-05-26,us,16000000,False,1389
shawn levy,male,1968-07-23,"['actor', 'film_director', 'film_producer', 'television_producer', 'television_director']",55,,,us,50000000,True,1390
brad bird,male,1957-09-24,"['actor', 'film_director', 'screenwriter', 'animator', 'writer', 'voice_actor', 'film_producer', 'television_director']",66,,,us,40000000,True,1393
louis leterrier,,,,,,,,14000000,,1394
george clooney,male,1961-05-06,"['actor', 'film_producer', 'film_director', 'television_producer', 'television_director', 'voice_actor', 'screenwriter']",62,1.8,,us,500000000,True,1402
kathryn bigelow,female,1951-11-27,"['film_director', 'screenwriter', 'film_producer', 'actor', 'television_director']",72,1.82,,us,40000000,True,1404
gary rossington,male,1951-12-04,['guitarist'],72,,,us,40000000,True,1408
gary ross,male,1956-11-03,"['screenwriter', 'film_director', 'actor', 'film_producer', 'writer']",67,,,us,10000000,True,1408
tommy lee jones,male,1946-09-15,"['film_director', 'actor', 'film_producer', 'screenwriter', 'voice_actor']",77,1.83,,us,90000000,True,1410
nancy meyers,female,1949-12-08,"['screenwriter', 'film_director', 'film_producer', 'writer']",74,1.55,,us,10000000,True,1411
peter jackson,male,1961-10-31,"['screenwriter', 'film_producer', 'film_director', 'actor']",62,1.69,,nz,500000000,True,1412
peter jackson,male,1961-10-31,"['screenwriter', 'film_producer', 'film_director', 'actor']",62,1.69,,nz,500000000,True,1413
peter jackson,male,1961-10-31,"['screenwriter', 'film_producer', 'film_director', 'actor']",62,1.69,,nz,500000000,True,1414
paul feig,male,1962-09-17,"['actor', 'film_director', 'television_producer', 'television_director', 'screenwriter', 'author']",61,1.83,,us,20000000,True,1418
todd phillips,male,1970-12-20,"['film_director', 'screenwriter', 'film_producer', 'actor']",53,1.83,,us,200000000,True,1421
todd phillips,male,1970-12-20,"['film_director', 'screenwriter', 'film_producer', 'actor']",53,1.83,,us,200000000,True,1422
joe carnahan,male,1969-05-09,"['film_director', 'screenwriter', 'film_producer', 'writer', 'actor']",54,1.83,,us,13000000,True,1425
bill paxton,male,1955-05-17,"['film_director', 'actor', 'film_producer']",61,1.8,2017-02-25,us,40000000,False,1426
baz luhrmann,male,1962-09-17,"['screenwriter', 'film_director', 'film_producer', 'actor']",61,,,au,20000000,True,1428
denzel washington,male,1954-12-28,"['actor', 'film_producer', 'film_director', 'spokesperson', 'voice_actor']",69,1.85,,us,250000000,True,1429
wes anderson,male,1969-05-01,"['screenwriter', 'film_director', 'film_producer', 'actor', 'voice_actor']",54,1.85,,us,50000000,True,1431
robert de niro,male,1943-08-17,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",80,1.77,,us,500000000,True,1432
david fincher,male,1962-08-28,"['film_director', 'film_producer', 'music_video_director', 'television_producer', 'actor', 'television_director', 'screenwriter']",61,1.84,,us,75000000,True,1436
sam raimi,male,1959-10-23,"['film_director', 'screenwriter', 'actor', 'television_producer', 'film_producer']",64,1.8,,us,60000000,True,1438
roman polanski,male,1933-08-18,"['film_director', 'actor', 'screenwriter', 'film_producer', 'writer']",90,1.65,,fr,50000000,True,1440
scott walker,,,,,,,,300000,,1442
darren aronofsky,male,1969-02-12,"['film_director', 'film_producer', 'screenwriter', 'actor']",55,1.83,,us,25000000,True,1443
edward burns,male,1968-01-29,"['actor', 'film_director', 'film_producer', 'screenwriter', 'television_director', 'television_producer']",56,1.85,,us,40000000,True,1448
bill condon,male,1955-10-22,"['screenwriter', 'film_director', 'film_producer', 'writer', 'actor']",68,1.65,,us,5000000,True,1452
justin lin,male,,"['film_director', 'film_producer', 'screenwriter', 'television_producer', 'film_editor', 'television_director', 'cinematographer']",,,,us,50000000,,1454
rob cohen,male,1949-03-12,"['screenwriter', 'film_producer', 'film_director', 'actor', 'television_producer', 'television_director']",75,,,us,40000000,True,1455
brett ratner,male,1969-03-28,"['film_director', 'film_producer', 'television_producer', 'music_video_director', 'actor', 'television_director']",54,1.73,,us,85000000,True,1456
luc besson,male,1959-03-18,"['screenwriter', 'film_producer', 'film_director', 'television_producer', 'actor']",65,1.73,,fr,100000000,True,1457
tarsem singh,male,1961-05-26,['film_director'],62,,,in,10000000,True,1458
sylvester stallone,male,1946-07-06,"['screenwriter', 'actor', 'film_director', 'television_producer', 'film_producer', 'voice_actor']",77,1.77,,us,400000000,True,1461
simon west,male,1961,"['film_director', 'film_producer', 'television_producer', 'film_editor', 'music_video_director']",,,,gb,15000000,,1462
scott derrickson,male,,"['film_director', 'screenwriter', 'film_producer']",,,,us,8000000,,1463
antoine fuqua,male,1966-01-19,"['film_director', 'film_producer', 'music_video_director']",58,,,us,25000000,True,1464
ari sandel,male,,"['film_director', 'film_producer']",,,,us,1000000,,1470
bernardo bertolucci,male,1941-03-16,"['film_director', 'screenwriter', 'writer', 'film_producer', 'actor']",77,,2018-11-26,it,40000000,False,1473
richard ayoade,male,1977-06-12,"['actor', 'comedian', 'television_director', 'screenwriter']",46,1.88,,gb,2000000,True,1474
larry charles,male,1956-02-20,"['television_producer', 'film_director', 'television_director', 'screenwriter', 'actor']",68,,,us,100000000,True,1479
alexander payne,male,1961-02-10,"['film_producer', 'television_producer', 'film_director', 'screenwriter', 'author']",63,,,us,25000000,True,1485
martin scorsese,male,1942-11-17,"['film_producer', 'actor', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'film_editor', 'film_historian']",81,1.63,,us,150000000,True,1486
john madden,male,1936-04-10,"['american_football_player', 'american_football_coach']",87,1.93,,us,200000000,True,1488
roland emmerich,male,1955-11-10,"['film_director', 'film_producer', 'screenwriter', 'television_producer']",68,,,de,200000000,True,1489
christopher nolan,male,1970-07-30,"['screenwriter', 'film_producer', 'film_director', 'cinematographer', 'editor', 'film_editor']",53,1.8,,us,250000000,True,1490
christopher nolan,male,1970-07-30,"['screenwriter', 'film_producer', 'film_director', 'cinematographer', 'editor', 'film_editor']",53,1.8,,us,250000000,True,1491
ron howard,male,1954-03-01,"['actor', 'film_producer', 'film_director', 'television_producer', 'screenwriter', 'voice_actor', 'television_director']",70,1.75,,us,200000000,True,1492
david fincher,male,1962-08-28,"['film_director', 'film_producer', 'music_video_director', 'television_producer', 'actor', 'television_director', 'screenwriter']",61,1.84,,us,75000000,True,1493
robert redford,male,1937-08-18,"['actor', 'film_producer', 'film_director', 'businessperson', 'television_producer', 'activist', 'environmentalist', 'philanthropist']",86,1.79,,us,200000000,True,1498
james wan,male,1977-02-26,"['film_director', 'film_producer', 'screenwriter', 'film_editor']",47,1.68,,my,70000000,True,1499
robert redford,male,1937-08-18,"['actor', 'film_producer', 'film_director', 'businessperson', 'television_producer', 'activist', 'environmentalist', 'philanthropist']",86,1.79,,us,200000000,True,1501
david jason,male,1940-02-02,"['actor', 'voice_actor', 'television_producer']",84,1.68,,gb,10000000,True,1502
jay roach,male,1957-06-14,"['film_director', 'film_producer', 'screenwriter', 'cinematographer']",66,1.84,,us,100000000,True,1513
rob reiner,male,1947-03-06,"['film_director', 'actor', 'film_producer', 'screenwriter', 'activist']",77,1.88,,us,200000000,True,1518
brian johnson,male,1947-10-05,"['singer', 'singer-songwriter', 'film_score_composer', 'actor', 'lyricist']",76,1.65,,gb,90000000,True,1519
rian johnson,male,1973-12-17,"['screenwriter', 'film_director', 'film_producer', 'film_editor']",50,1.68,,us,20000000,True,1519
paul greengrass,male,1955-08-13,"['screenwriter', 'film_director', 'television_producer', 'journalist', 'television_director', 'film_producer']",68,,,gb,20000000,True,1523
paul greengrass,male,1955-08-13,"['screenwriter', 'film_director', 'television_producer', 'journalist', 'television_director', 'film_producer']",68,,,gb,20000000,True,1524
doug liman,male,1965-07-24,"['television_producer', 'film_producer', 'film_director', 'television_director', 'cinematographer']",58,1.87,,us,50000000,True,1526
troy duffy,male,1971-06-08,"['screenwriter', 'actor', 'film_director', 'writer', 'musician']",52,,,us,22000000,True,1527
john madden,male,1936-04-10,"['american_football_player', 'american_football_coach']",87,1.93,,us,200000000,True,1537
jodie foster,female,1962-11-19,"['actor', 'musician', 'film_director', 'film_producer', 'voice_actor', 'television_director']",61,1.61,,us,100000000,True,1538
danny boyle,male,1956-10-20,"['film_producer', 'film_director', 'screenwriter', 'television_director', 'television_producer', 'theatre_director']",67,1.82,,gb,60000000,True,1539
john butler,male,1975-04-01,"['singer', 'songwriter', 'musician', 'guitarist', 'didgeridooist', 'record_producer']",48,,,au,12000000,True,1542
martin scorsese,male,1942-11-17,"['film_producer', 'actor', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'film_editor', 'film_historian']",81,1.63,,us,150000000,True,1545
joss whedon,male,1964-06-23,"['screenwriter', 'television_director', 'television_producer', 'film_producer', 'film_director', 'cartoonist', 'novelist', 'actor', 'writer', 'comic_book_creator']",59,1.78,,us,100000000,True,1546
marc webb,male,1974-08-31,"['film_director', 'music_video_director', 'television_producer', 'film_editor']",49,,,us,18000000,True,1554
marc webb,male,1974-08-31,"['film_director', 'music_video_director', 'television_producer', 'film_editor']",49,,,us,18000000,True,1555
steven spielberg,male,1946-12-18,"['film_producer', 'film_director', 'screenwriter', 'entrepreneur', 'television_producer', 'actor', 'film_editor', 'television_director', 'businessperson']",77,1.72,,us,7000000000,True,1556
joe carnahan,male,1969-05-09,"['film_director', 'screenwriter', 'film_producer', 'writer', 'actor']",54,1.83,,us,13000000,True,1558
judd apatow,male,1967-12-06,"['film_producer', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'comedian']",56,1.74,,us,150000000,True,1560
jason reitman,male,1977-10-19,"['film_director', 'actor', 'screenwriter', 'film_producer', 'businessperson', 'television_director']",46,1.8,,ca,12000000,True,1563
jay mcgraw,male,1979-09-12,"['writer', 'talk_show_host', 'television_producer']",44,,,us,30000000,True,1565
tim mcgraw,male,1967-05-01,"['actor', 'singer', 'songwriter', 'guitarist']",56,1.78,,us,165000000,True,1565
aaron mcgruder,male,1974-05-29,"['writer', 'cartoonist', 'television_producer', 'screenwriter', 'voice_actor', 'public_speaker', 'film_score_composer']",49,,,us,10000000,True,1565
jeremy mcgrath,male,1971-11-19,['actor'],52,,,us,6000000,True,1565
tracy mcgrady,male,1979-05-24,['basketball_player'],44,2.03,,us,75000000,True,1565
bernard mcguirk,male,1957-10-26,,66,,,us,3000000,True,1565
carol mcgiffin,female,1960-02-18,"['presenter', 'radio_personality']",64,1.75,,gb,9000000,True,1565
paul mcguinness,male,1951-06-17,"['talent_manager', 'theatrical_producer', 'film_producer', 'businessperson']",72,,,de,150000000,True,1565
katie mcgrath,female,1983-10-24,"['actor', 'journalist', 'makeup_artist', 'model']",40,1.65,,ie,4000000,True,1565
joseph mcginty nichol,male,1968-08-09,"['film_director', 'film_producer', 'record_producer', 'television_producer', 'songwriter', 'screenwriter']",55,1.88,,us,60000000,True,1565
jordan mcgraw,,,,,,,,20000000,,1565
tom mcgowan,male,1959-07-26,['actor'],64,,,us,2000000,True,1565
paul mcgowan,,,,,,,,48000000,,1565
ted mcginley,male,1958-05-30,['actor'],65,1.82,,us,5000000,True,1565
bob mcgrath,male,1932-06-13,"['actor', 'writer']",91,,,us,2000000,True,1565
ehren mcghehey,male,1976-11-29,"['actor', 'stunt_performer', 'entrepreneur']",47,,,us,3500000,True,1565
conor mcgregor,male,1988-07-14,['mixed_martial_artist'],35,1.75,,ie,120000000,True,1565
scott mcgillivray,male,1978-04-07,"['carpentry', 'actor', 'presenter']",45,1.83,,ca,4000000,True,1565
paddy mcguinness,,1878,,,,,,10000000,,1565
patrick mcgovern,male,1937-08-11,['businessperson'],76,,2014-03-19,us,5700000000,False,1565
john c. mcginley,male,1959-08-03,"['actor', 'film_producer', 'comedian', 'author', 'voice_actor', 'entrepreneur', 'screenwriter', 'spokesperson']",64,1.88,,us,10000000,True,1565
javale mcgee,male,1988-01-19,['basketball_player'],36,2.13,,us,14000000,True,1565
kelly mcgillis,female,1957-07-09,['actor'],66,1.78,,us,4000000,True,1565
william mcgirt,,,,,,,,11000000,,1565
blake mcgrath,male,1983-11-21,"['dancer', 'choreographer', 'actor', 'model']",40,,,us,2000000,True,1565
paul mcgann,male,1959-11-14,"['actor', 'voice_actor']",64,1.74,,gb,7000000,True,1565
mike mcgill,male,1964,"['skateboarder', 'actor']",,,,us,10000000,,1565
fred mcgriff,male,1963-10-31,['baseball_player'],60,,,us,30000000,True,1565
mark mcgrath,male,1968-03-15,"['singer', 'presenter', 'musician', 'actor', 'composer']",56,1.85,,us,6000000,True,1565
paul mcgillion,male,1969-01-05,['actor'],55,1.78,,gb,3000000,True,1565
seth macfarlane,male,1973-10-26,"['actor', 'composer', 'animator', 'television_producer', 'voice_actor', 'comedian', 'singer', 'screenwriter', 'film_director', 'television_director']",50,1.78,,us,300000000,True,1567
adam mckay,male,1968-04-17,"['screenwriter', 'actor', 'film_director', 'comedian', 'television_producer', 'television_director', 'film_producer']",55,1.96,,us,40000000,True,1569
stephen gaghan,male,1965-05-06,"['screenwriter', 'film_director', 'television_producer']",58,,,us,14000000,True,1577
charlie kaufman,male,1958-11-19,"['screenwriter', 'film_producer', 'film_director', 'lyricist', 'television_producer']",65,1.63,,us,10000000,True,1578
tim burton,male,1958-08-25,"['film_producer', 'film_director', 'screenwriter', 'artist', 'animator', 'television_producer', 'actor', 'television_director', 'poet', 'visual_artist']",65,1.82,,us,100000000,True,1580
michael chang,male,1972-02-22,['tennis_player'],52,1.75,,us,30000000,True,1587
bryan singer,male,1965-09-17,"['television_producer', 'film_producer', 'film_director', 'screenwriter', 'actor']",58,1.78,,us,100000000,True,1589
jay chandrasekhar,male,1968-04-09,"['comedian', 'film_director', 'actor', 'screenwriter', 'television_director', 'film_editor', 'film_producer']",55,1.82,,us,4000000,True,1591
james gunn,male,1970-08-05,"['screenwriter', 'film_producer', 'actor', 'film_director', 'television_producer', 'television_director', 'novelist', 'musician', 'cartoonist']",53,1.82,,us,50000000,True,1593
danny boyle,male,1956-10-20,"['film_producer', 'film_director', 'screenwriter', 'television_director', 'television_producer', 'theatre_director']",67,1.82,,gb,60000000,True,1594
zack snyder,male,1966-03-01,"['film_director', 'film_producer', 'screenwriter']",58,1.7,,us,60000000,True,1595
richard ayoade,male,1977-06-12,"['actor', 'comedian', 'television_director', 'screenwriter']",46,1.88,,gb,2000000,True,1596
joe carnahan,male,1969-05-09,"['film_director', 'screenwriter', 'film_producer', 'writer', 'actor']",54,1.83,,us,13000000,True,1598
david ayer,male,1968-01-18,"['screenwriter', 'film_director', 'film_producer', 'actor']",56,1.89,,us,20000000,True,1599
marc forster,male,1969-11-30,"['film_director', 'screenwriter', 'film_producer']",54,,,de,30000000,True,1600
anne fletcher,female,1966-05-01,"['film_director', 'choreographer', 'actor']",57,,,us,15000000,True,1610
adam mckay,male,1968-04-17,"['screenwriter', 'actor', 'film_director', 'comedian', 'television_producer', 'television_director', 'film_producer']",55,1.96,,us,40000000,True,1612
marc forster,male,1969-11-30,"['film_director', 'screenwriter', 'film_producer']",54,,,de,30000000,True,1613
todd phillips,male,1970-12-20,"['film_director', 'screenwriter', 'film_producer', 'actor']",53,1.83,,us,200000000,True,1615
matthew vaughn,male,1971-03-07,"['film_director', 'film_producer', 'screenwriter', 'television_producer']",53,1.83,,gb,30000000,True,1618
george lucas,male,1944-05-14,"['film_producer', 'film_director', 'screenwriter', 'cinematographer', 'film_editor', 'entrepreneur', 'actor', 'television_producer']",79,1.7,,us,8000000000,True,1619
george lucas,male,1944-05-14,"['film_producer', 'film_director', 'screenwriter', 'cinematographer', 'film_editor', 'entrepreneur', 'actor', 'television_producer']",79,1.7,,us,8000000000,True,1620
fisher stevens,male,1963-11-27,"['actor', 'film_producer', 'film_director']",60,1.7,,us,8000000,True,1624
tony scott,male,1944-06-21,"['film_producer', 'film_director', 'television_producer', 'television_director', 'cinematographer', 'actor', 'screenwriter', 'film_editor']",68,1.69,2012-08-19,gb,200000000,False,1627
sam raimi,male,1959-10-23,"['film_director', 'screenwriter', 'actor', 'television_producer', 'film_producer']",64,1.8,,us,60000000,True,1634
sam raimi,male,1959-10-23,"['film_director', 'screenwriter', 'actor', 'television_producer', 'film_producer']",64,1.8,,us,60000000,True,1635
sam raimi,male,1959-10-23,"['film_director', 'screenwriter', 'actor', 'television_producer', 'film_producer']",64,1.8,,us,60000000,True,1636
lana wachowski,female,1965-06-21,"['film_director', 'screenwriter', 'film_producer', 'writer', 'comic_book_creator']",58,,,us,125000000,True,1637
clint eastwood,male,1930-05-31,"['actor', 'film_director', 'film_producer', 'politician', 'composer', 'pianist', 'film_score_composer', 'television_producer', 'businessperson', 'investor']",93,1.93,,us,375000000,True,1640
duncan jones,male,1971-05-30,"['film_director', 'screenwriter', 'film_producer']",52,,,gb,50000000,True,1641
rupert sanders,male,1971-03-16,['film_director'],53,1.91,,gb,15000000,True,1650
guy ritchie,male,1968-09-10,"['film_director', 'screenwriter', 'film_producer', 'television_producer', 'businessperson', 'actor', 'copywriter']",55,1.8,,gb,150000000,True,1652
joe carnahan,male,1969-05-09,"['film_director', 'screenwriter', 'film_producer', 'writer', 'actor']",54,1.83,,us,13000000,True,1653
joel surnow,male,1955-12-18,"['screenwriter', 'television_producer', 'television_director', 'film_producer', 'film_director']",68,,,us,9000000,True,1655
danny boyle,male,1956-10-20,"['film_producer', 'film_director', 'screenwriter', 'television_director', 'television_producer', 'theatre_director']",67,1.82,,gb,60000000,True,1656
sam mendes,male,1965-08-01,"['film_producer', 'film_director', 'television_director', 'television_producer', 'theatre_director']",58,1.78,,gb,30000000,True,1658
mike mitchell,,,,,,,,12000000,,1659
scott derrickson,male,,"['film_director', 'screenwriter', 'film_producer']",,,,us,8000000,,1662
frank miller,male,1957-01-27,"['screenwriter', 'comic_book_creator', 'writer', 'artist', 'author', 'film_director', 'actor', 'visual_artist']",67,1.86,,us,25000000,True,1663
frank miller,male,1957-01-27,"['screenwriter', 'comic_book_creator', 'writer', 'artist', 'author', 'film_director', 'actor', 'visual_artist']",67,1.86,,us,25000000,True,1664
alexander payne,male,1961-02-10,"['film_producer', 'television_producer', 'film_director', 'screenwriter', 'author']",63,,,us,25000000,True,1668
steven soderbergh,male,1963-01-14,"['film_producer', 'television_producer', 'film_director', 'television_director', 'cinematographer', 'film_editor', 'screenwriter', 'television_editor', 'actor']",61,1.83,,us,80000000,True,1669
martin scorsese,male,1942-11-17,"['film_producer', 'actor', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'film_editor', 'film_historian']",81,1.63,,us,150000000,True,1670
mike mitchell,,,,,,,,12000000,,1673
antoine fuqua,male,1966-01-19,"['film_director', 'film_producer', 'music_video_director']",58,,,us,25000000,True,1677
charles michael davis,male,1984-12-01,['actor'],39,,,us,800000,True,1678
guy ritchie,male,1968-09-10,"['film_director', 'screenwriter', 'film_producer', 'television_producer', 'businessperson', 'actor', 'copywriter']",55,1.8,,gb,150000000,True,1680
guy ritchie,male,1968-09-10,"['film_director', 'screenwriter', 'film_producer', 'television_producer', 'businessperson', 'actor', 'copywriter']",55,1.8,,gb,150000000,True,1681
edgar wright,male,1974-04-18,"['film_director', 'television_director', 'screenwriter', 'actor', 'film_producer', 'editor', 'television_producer', 'tv_editor']",49,,,gb,10000000,True,1683
steve mcqueen,male,1930-03-24,"['actor', 'film_producer']",50,1.77,1980-11-07,us,30000000,False,1686
steve mcqueen,male,1969-10-09,"['artist', 'film_director', 'screenwriter', 'video_artist', 'film_producer']",54,,,gb,14000000,True,1686
joss whedon,male,1964-06-23,"['screenwriter', 'television_director', 'television_producer', 'film_producer', 'film_director', 'cartoonist', 'novelist', 'actor', 'writer', 'comic_book_creator']",59,1.78,,us,100000000,True,1694
ava duvernay,female,1972-08-24,"['film_director', 'publicist', 'screenwriter', 'film_producer', 'filmmaker']",51,,,us,60000000,True,1697
james toback,male,1944-11-23,"['screenwriter', 'film_director', 'actor', 'film_producer']",79,,,us,10000000,True,1700
david koepp,male,1963-06-09,"['screenwriter', 'actor', 'television_producer', 'film_producer', 'film_director']",60,1.91,,us,35000000,True,1701
wes craven,male,1939-08-02,"['film_director', 'screenwriter', 'film_producer', 'actor', 'television_producer', 'teacher', 'television_director', 'film_editor']",84,1.88,,us,40000000,True,1703
edgar wright,male,1974-04-18,"['film_director', 'television_director', 'screenwriter', 'actor', 'film_producer', 'editor', 'television_producer', 'tv_editor']",49,,,gb,10000000,True,1704
richard linklater,male,1960-07-30,"['film_director', 'screenwriter', 'film_producer', 'actor', 'television_producer', 'television_director', 'cinematographer']",63,1.75,,us,12000000,True,1706
keenen ivory wayans,male,1958-06-08,"['actor', 'film_director', 'screenwriter', 'film_producer', 'comedian', 'television_producer', 'television_director']",65,1.91,,us,65000000,True,1708
